#"p" "T" "U:0" "U:1" "U:2" "Points:0" "Points:1" "Points:2"
-0.53808 1.93 -0.00010455 -0.00047424 -7.0394e-24 0.0037158 0.96932 0.5
-0.55425 1.9409 0 -0.00034346 0 0 0.97457 0.5
0.45076 1.4463 0.0013538 -0.0028259 -8.6733e-24 0.33704 0.63581 0.5
1.399 1.2644 0.00030523 -0.0044387 5.9321e-23 0.004644 0.74939 0.5
-0.1245 1.9321 -0.0053705 0.00089257 3.2299e-24 0.32574 0.93556 0.5
-0.14015 1.9477 -0.0043502 0.00070638 -1.5318e-23 0.32426 0.94512 0.5
-0.12214 1.945 -0.0045812 0.00078452 8.5929e-24 0.33397 0.94119 0.5
-0.068876 1.95 -0.0042439 0.00083302 -4.3542e-25 0.37573 0.93603 0.5
-0.0601 1.9369 -0.0051138 0.0010419 -4.7412e-24 0.3765 0.92648 0.5
-0.068967 1.9381 -0.0050682 0.0010105 -5.5905e-25 0.36928 0.92869 0.5
0.5553 1.2809 0.003351 -0.0047241 -5.7705e-23 0.41832 0.3348 0.5
0.57353 1.2596 0.0031805 -0.0049141 5.5589e-24 0.40792 0.32398 0.5
0.56908 1.2668 0.0032874 -0.0049787 -6.2892e-23 0.40826 0.33575 0.5
0.331 1.6769 0.0032962 0.00039993 -5.2609e-23 0.84656 0.041818 0.5
0.3308 1.6786 0.003298 0.00022045 9.6044e-24 0.85082 0.023104 0.5
0.33349 1.6659 0.0034202 0.00029821 8.7519e-23 0.83342 0.031606 0.5
-0.16138 1.7308 -0.0061097 -0.002649 -1.5459e-24 0.12003 0.87917 0.5
-0.14947 1.7194 -0.0058265 -0.0029455 3.4727e-24 0.1137 0.87524 0.5
-0.17166 1.7346 -0.0059418 -0.002691 -2.7451e-24 0.1154 0.8813 0.5
0.1755 1.8215 -0.0072985 0.0037742 -4.6068e-24 0.5555 0.76927 0.5
0.16627 1.8344 -0.0073125 0.0035966 -1.8633e-23 0.55417 0.78162 0.5
0.17332 1.8374 -0.0071025 0.0035984 -7.3005e-24 0.56852 0.77673 0.5
0.44906 1.4325 0.0023785 -0.0023168 -2.2805e-23 0.42415 0.52349 0.5
0.2937 1.9793 -0.00018999 0.00033479 -8.6655e-25 1.307 0.40213 0.5
0.2941 1.9853 -0.00013064 0.00023008 -6.6954e-23 1.3312 0.392 0.5
0.29427 1.978 -0.00017167 0.00033666 7.1148e-24 1.3167 0.37864 0.5
0.1787 1.6539 -0.007035 0.0017868 -9.6359e-24 0.34711 0.76076 0.5
0.17063 1.6582 -0.0072489 0.0017731 -1.1155e-24 0.3425 0.76642 0.5
0.15968 1.6715 -0.0076043 0.0019858 8.8471e-24 0.34785 0.77157 0.5
0.28647 1.7339 -0.0023098 0.0042841 -1.4917e-23 0.7218 0.52857 0.5
-0.51766 1.918 -0.00085353 -0.000607 -5.5725e-25 0.025904 0.96417 0.5
-0.50165 1.9077 -0.0007944 -0.0007619 2.8101e-25 0.021924 0.95972 0.5
-0.51901 1.918 -0.00066002 -0.00061795 -6.8507e-24 0.019756 0.96427 0.5
-0.042478 1.7697 -0.0094504 0.00091603 1.7102e-24 0.26579 0.8613 0.5
-0.024166 1.7524 -0.0093787 0.00080999 1.0533e-24 0.26335 0.85259 0.5
-0.044414 1.7637 -0.0093863 0.00075242 -5.5793e-25 0.25866 0.86089 0.5
0.19398 1.9861 -0.00095993 0.00038292 2.269e-24 0.71718 0.86226 0.5
0.18263 1.9867 -0.00094135 0.00036446 8.0209e-24 0.70223 0.86862 0.5
0.18994 2 0 0 0 0.71741 0.87821 0.5
-0.16724 1.8213 -0.0084779 0.00022701 4.3099e-24 0.2184 0.89996 0.5
-0.17384 1.8159 -0.0084021 5.1395e-05 -1.7616e-24 0.20955 0.89904 0.5
-0.19337 1.8328 -0.0081563 0.00015808 9.5608e-25 0.2116 0.90681 0.5
0.22247 1.5592 -0.0043274 -0.0024896 -1.0139e-23 0.20883 0.78267 0.5
0.29897 1.6883 -0.0016044 0.0040377 -8.5523e-24 0.67951 0.50872 0.5
0.30291 1.6751 -0.0014463 0.0039179 -2.3398e-23 0.6637 0.50683 0.5
0.29841 1.6859 -0.0017373 0.0040458 3.6353e-23 0.66929 0.51664 0.5
0.3911 1.4946 0.0042057 2.8086e-05 -3.844e-24 0.64917 0.017748 0.5
0.38626 1.5057 0.0042188 0 1.5012e-22 0.66117 0 0.5
0.3936 1.4885 0.0042011 0 0 0.64487 0 0.5
0.90643 1.2418 0.0064034 -0.0087219 -2.1832e-23 0.23799 0.61409 0.5
0.87444 1.2479 0.0062522 -0.008629 -1.61e-23 0.24566 0.6092 0.5
0.92261 1.2313 0.0063978 -0.0088387 3.8831e-23 0.23879 0.60681 0.5
0.85173 1.3288 0.0047579 -0.0067307 1.2727e-23 0.14798 0.72422 0.5
0.81172 1.3364 0.0045676 -0.0066712 -2.8886e-23 0.15475 0.7228 0.5
0.91121 1.3127 0.0053126 -0.0069473 5.1331e-24 0.15079 0.71697 0.5
0.15474 1.8349 -0.0075619 0.0035022 1.2636e-23 0.53474 0.79232 0.5
0.53767 1.2671 0.0027648 -0.003246 6.8594e-23 0.44211 0.21816 0.5
0.28001 1.9608 -0.0010123 0.00096524 -3.6431e-23 1.0764 0.60571 0.5
0.27841 1.9517 -0.0011956 0.001182 1.0869e-23 1.0596 0.59962 0.5
0.27767 1.9603 -0.0010863 0.00099382 3.5722e-23 1.0591 0.62035 0.5
0.32092 1.5844 -0.0017672 0.0022321 2.7566e-23 0.49302 0.59274 0.5
0.32154 1.5812 -0.0017885 0.0021167 -5.0012e-24 0.48565 0.59731 0.5
0.31118 1.5971 -0.0022547 0.0025265 7.5491e-24 0.49575 0.60408 0.5
0.23502 1.9556 -0.0022477 0.0012347 9.7317e-24 0.82279 0.77415 0.5
0.232 1.9673 -0.00179 0.00091845 -8.2524e-24 0.82013 0.79102 0.5
0.23568 1.9684 -0.0016926 0.00088246 1.3721e-24 0.83455 0.78638 0.5
0.293 1.9489 -0.00033456 0.00081801 5.2393e-23 1.2388 0.37283 0.5
0.29311 1.9397 -0.00037365 0.00097269 -4.0876e-23 1.214 0.37381 0.5
0.29269 1.9487 -0.00038339 0.00085635 -5.5803e-23 1.2282 0.39003 0.5
0.14067 1.5994 -0.0056714 -0.0022827 -3.555e-24 0.19647 0.80501 0.5
0.18442 1.5762 -0.0049065 -0.002624 2.4321e-24 0.19472 0.79592 0.5
0.15564 1.5872 -0.0052258 -0.0026379 1.402e-25 0.18816 0.80329 0.5
0.65636 1.3957 0.0014107 -0.0061468 1.5846e-23 0.084477 0.77071 0.5
0.69157 1.3859 0.0017983 -0.0061434 -3.1875e-24 0.0897 0.76599 0.5
0.73918 1.3753 0.0020293 -0.0061365 -1.241e-23 0.085343 0.7641 0.5
-0.070678 1.7862 -0.009371 0.00081867 -2.1052e-25 0.2581 0.87172 0.5
-0.14107 1.9227 -0.0059092 0.0009351 -3.4085e-25 0.30911 0.93314 0.5
-0.14905 1.9371 -0.0050283 0.00079336 4.4928e-24 0.31123 0.94169 0.5
-0.13352 1.9276 -0.0056353 0.00091229 5.8044e-24 0.31707 0.93485 0.5
0.029963 1.6049 -0.0026209 -0.0055777 1.0493e-25 0.061356 0.84093 0.5
0.033328 1.6029 -0.0023877 -0.0056872 1.7657e-25 0.055574 0.84079 0.5
0.00024679 1.6167 -0.0025646 -0.0055149 4.8115e-26 0.05664 0.84546 0.5
0.30096 1.8267 0.00063737 0.001925 7.0028e-23 1.0272 0.25416 0.5
0.2997 1.8381 0.00045619 0.0019137 -2.6937e-23 1.0444 0.26714 0.5
0.30043 1.8368 0.00056945 0.0018115 -1.2239e-23 1.048 0.25091 0.5
0.29132 1.5267 -0.0030475 -0.0030018 -1.028e-23 0.20803 0.76909 0.5
