#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 1.00086e+01 1.08524e+00 6.68020e-01 5.93289e-01
8.26918e-03 1.00086e+01 1.08523e+00 6.68013e-01 5.93270e-01
2.48076e-02 1.00086e+01 1.08521e+00 6.67960e-01 5.93117e-01
4.13459e-02 1.00085e+01 1.08516e+00 6.67853e-01 5.92811e-01
5.78843e-02 1.00085e+01 1.08508e+00 6.67693e-01 5.92351e-01
7.44227e-02 1.00085e+01 1.08498e+00 6.67479e-01 5.91740e-01
9.09610e-02 1.00085e+01 1.08485e+00 6.67213e-01 5.90975e-01
1.07499e-01 1.00085e+01 1.08470e+00 6.66891e-01 5.90055e-01
1.24038e-01 1.00085e+01 1.08452e+00 6.66517e-01 5.88976e-01
1.40576e-01 1.00085e+01 1.08431e+00 6.66088e-01 5.87729e-01
1.57115e-01 1.00084e+01 1.08407e+00 6.65602e-01 5.86312e-01
1.73653e-01 1.00084e+01 1.08381e+00 6.65058e-01 5.84722e-01
1.90191e-01 1.00084e+01 1.08352e+00 6.64450e-01 5.82952e-01
2.06730e-01 1.00083e+01 1.08319e+00 6.63776e-01 5.80998e-01
2.23268e-01 1.00083e+01 1.08284e+00 6.63032e-01 5.78852e-01
2.39806e-01 1.00083e+01 1.08245e+00 6.62215e-01 5.76505e-01
2.56345e-01 1.00082e+01 1.08202e+00 6.61324e-01 5.73949e-01
2.72883e-01 1.00082e+01 1.08156e+00 6.60357e-01 5.71173e-01
2.89421e-01 1.00081e+01 1.08106e+00 6.59308e-01 5.68163e-01
3.05960e-01 1.00081e+01 1.08051e+00 6.58171e-01 5.64905e-01
3.22498e-01 1.00080e+01 1.07992e+00 6.56941e-01 5.61380e-01
3.39037e-01 1.00080e+01 1.07928e+00 6.55607e-01 5.57564e-01
3.55575e-01 1.00079e+01 1.07859e+00 6.54161e-01 5.53421e-01
3.72103e-01 1.00078e+01 1.07784e+00 6.52589e-01 5.48924e-01
3.88437e-01 1.00077e+01 1.07703e+00 6.50890e-01 5.44082e-01
4.04358e-01 1.00076e+01 1.07616e+00 6.49071e-01 5.38924e-01
4.19848e-01 1.00075e+01 1.07524e+00 6.47121e-01 5.33408e-01
4.34961e-01 1.00075e+01 1.07424e+00 6.45013e-01 5.27453e-01
4.49756e-01 1.00073e+01 1.07314e+00 6.42707e-01 5.20932e-01
4.64298e-01 1.00072e+01 1.07191e+00 6.40128e-01 5.13629e-01
4.78654e-01 1.00071e+01 1.07050e+00 6.37149e-01 5.05199e-01
4.92897e-01 1.00069e+01 1.06877e+00 6.33548e-01 4.95061e-01
5.00000e-01 1.00068e+01 1.06780e+00 6.31511e-01 4.89345e-01
