#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 3.00082e-02 1.47019e-02 1.36920e-02 1.07232e-02
8.33333e-03 3.00132e-02 1.47019e-02 1.36921e-02 1.07231e-02
2.50000e-02 3.00536e-02 1.47024e-02 1.36923e-02 1.07221e-02
4.16667e-02 3.00248e-02 1.47032e-02 1.36925e-02 1.07203e-02
5.83333e-02 2.99517e-02 1.47034e-02 1.36918e-02 1.07171e-02
7.50000e-02 2.99286e-02 1.47038e-02 1.36907e-02 1.07125e-02
9.16667e-02 2.99325e-02 1.47051e-02 1.36891e-02 1.07075e-02
1.08333e-01 2.99286e-02 1.47047e-02 1.36881e-02 1.07032e-02
1.25000e-01 2.99633e-02 1.47037e-02 1.36872e-02 1.07003e-02
1.41667e-01 2.99960e-02 1.47023e-02 1.36868e-02 1.06992e-02
1.58333e-01 2.99845e-02 1.47007e-02 1.36872e-02 1.06992e-02
1.75000e-01 3.00576e-02 1.47006e-02 1.36885e-02 1.06994e-02
1.91667e-01 3.00633e-02 1.46998e-02 1.36900e-02 1.06989e-02
2.08333e-01 3.01538e-02 1.47000e-02 1.36918e-02 1.06976e-02
2.25000e-01 3.01826e-02 1.47004e-02 1.36933e-02 1.06957e-02
2.41667e-01 3.00711e-02 1.46997e-02 1.36957e-02 1.06928e-02
2.58333e-01 2.99980e-02 1.46996e-02 1.36991e-02 1.06875e-02
2.75000e-01 2.99673e-02 1.46988e-02 1.37027e-02 1.06811e-02
2.91667e-01 2.99403e-02 1.46979e-02 1.37054e-02 1.06744e-02
3.08333e-01 2.99365e-02 1.46974e-02 1.37073e-02 1.06677e-02
3.25000e-01 2.99731e-02 1.46975e-02 1.37077e-02 1.06608e-02
3.41667e-01 2.99443e-02 1.46996e-02 1.37077e-02 1.06538e-02
3.58333e-01 3.00520e-02 1.47002e-02 1.37057e-02 1.06474e-02
3.75000e-01 3.00347e-02 1.47004e-02 1.37028e-02 1.06429e-02
3.91667e-01 2.99367e-02 1.46979e-02 1.36996e-02 1.06416e-02
4.08333e-01 2.99310e-02 1.46956e-02 1.36973e-02 1.06416e-02
4.25000e-01 3.00733e-02 1.46910e-02 1.36957e-02 1.06414e-02
4.41667e-01 3.00003e-02 1.46876e-02 1.36957e-02 1.06403e-02
4.58333e-01 2.99850e-02 1.46891e-02 1.36964e-02 1.06406e-02
4.75000e-01 3.02004e-02 1.46902e-02 1.36988e-02 1.06438e-02
4.91667e-01 3.00543e-02 1.46947e-02 1.37031e-02 1.06503e-02
5.00000e-01 2.98457e-02 1.46983e-02 1.37059e-02 1.06549e-02
