#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 1.00169e+01 1.16399e+00 8.29000e-01 1.02812e+00
8.33333e-03 1.00169e+01 1.16399e+00 8.28998e-01 1.02811e+00
2.50000e-02 1.00169e+01 1.16398e+00 8.28982e-01 1.02802e+00
4.16667e-02 1.00169e+01 1.16397e+00 8.28952e-01 1.02784e+00
5.83333e-02 1.00169e+01 1.16395e+00 8.28906e-01 1.02757e+00
7.50000e-02 1.00169e+01 1.16393e+00 8.28844e-01 1.02720e+00
9.16667e-02 1.00169e+01 1.16390e+00 8.28768e-01 1.02674e+00
1.08333e-01 1.00169e+01 1.16386e+00 8.28675e-01 1.02618e+00
1.25000e-01 1.00169e+01 1.16382e+00 8.28566e-01 1.02552e+00
1.41667e-01 1.00169e+01 1.16378e+00 8.28440e-01 1.02476e+00
1.58333e-01 1.00169e+01 1.16372e+00 8.28297e-01 1.02390e+00
1.75000e-01 1.00169e+01 1.16366e+00 8.28136e-01 1.02295e+00
1.91667e-01 1.00169e+01 1.16360e+00 8.27958e-01 1.02190e+00
2.08333e-01 1.00169e+01 1.16353e+00 8.27764e-01 1.02075e+00
2.25000e-01 1.00168e+01 1.16345e+00 8.27552e-01 1.01951e+00
2.41667e-01 1.00168e+01 1.16337e+00 8.27323e-01 1.01816e+00
2.58333e-01 1.00168e+01 1.16328e+00 8.27075e-01 1.01670e+00
2.75000e-01 1.00168e+01 1.16318e+00 8.26809e-01 1.01513e+00
2.91667e-01 1.00168e+01 1.16307e+00 8.26522e-01 1.01345e+00
3.08333e-01 1.00168e+01 1.16296e+00 8.26213e-01 1.01165e+00
3.25000e-01 1.00168e+01 1.16284e+00 8.25881e-01 1.00973e+00
3.41667e-01 1.00168e+01 1.16270e+00 8.25525e-01 1.00769e+00
3.58333e-01 1.00168e+01 1.16256e+00 8.25145e-01 1.00552e+00
3.75000e-01 1.00168e+01 1.16242e+00 8.24740e-01 1.00322e+00
3.91667e-01 1.00167e+01 1.16226e+00 8.24308e-01 1.00076e+00
4.08333e-01 1.00167e+01 1.16209e+00 8.23847e-01 9.98136e-01
4.25000e-01 1.00167e+01 1.16191e+00 8.23350e-01 9.95333e-01
4.41667e-01 1.00167e+01 1.16171e+00 8.22810e-01 9.92330e-01
4.58333e-01 1.00167e+01 1.16149e+00 8.22217e-01 9.89090e-01
4.75000e-01 1.00167e+01 1.16125e+00 8.21558e-01 9.85536e-01
4.91667e-01 1.00166e+01 1.16098e+00 8.20827e-01 9.81652e-01
5.00000e-01 1.00166e+01 1.16084e+00 8.20435e-01 9.79586e-01
