#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
8.26918e-03 -3.46629e-04 -1.23308e-03 -4.34144e-03 -3.59272e-02
2.48076e-02 -1.04028e-03 -3.69945e-03 -1.30248e-02 -1.07720e-01
4.13459e-02 -1.73516e-03 -6.16654e-03 -2.17087e-02 -1.79315e-01
5.78843e-02 -2.43200e-03 -8.63527e-03 -3.03924e-02 -2.50556e-01
7.44227e-02 -3.13140e-03 -1.11068e-02 -3.90743e-02 -3.21318e-01
9.09610e-02 -3.83377e-03 -1.35822e-02 -4.77527e-02 -3.91460e-01
1.07499e-01 -4.53955e-03 -1.60627e-02 -5.64254e-02 -4.60835e-01
1.24038e-01 -5.24948e-03 -1.85489e-02 -6.50906e-02 -5.29307e-01
1.40576e-01 -5.96443e-03 -2.10418e-02 -7.37472e-02 -5.96761e-01
1.57115e-01 -6.68547e-03 -2.35418e-02 -8.23950e-02 -6.63082e-01
1.73653e-01 -7.41371e-03 -2.60499e-02 -9.10347e-02 -7.28153e-01
1.90191e-01 -8.14997e-03 -2.85673e-02 -9.96672e-02 -7.91843e-01
2.06730e-01 -8.89507e-03 -3.10959e-02 -1.08293e-01 -8.54030e-01
2.23268e-01 -9.64987e-03 -3.36378e-02 -1.16914e-01 -9.14609e-01
2.39806e-01 -1.04154e-02 -3.61951e-02 -1.25531e-01 -9.73462e-01
2.56345e-01 -1.11932e-02 -3.87698e-02 -1.34144e-01 -1.03048e+00
2.72883e-01 -1.19848e-02 -4.13639e-02 -1.42756e-01 -1.08558e+00
2.89421e-01 -1.27922e-02 -4.39799e-02 -1.51368e-01 -1.13864e+00
3.05960e-01 -1.36172e-02 -4.66212e-02 -1.59986e-01 -1.18959e+00
3.22498e-01 -1.44620e-02 -4.92929e-02 -1.68614e-01 -1.23834e+00
3.39037e-01 -1.53295e-02 -5.19995e-02 -1.77260e-01 -1.28481e+00
3.55575e-01 -1.62236e-02 -5.47461e-02 -1.85934e-01 -1.32892e+00
3.72103e-01 -1.71476e-02 -5.75375e-02 -1.94645e-01 -1.37055e+00
3.88437e-01 -1.80950e-02 -6.03518e-02 -2.03311e-01 -1.40922e+00
4.04358e-01 -1.90567e-02 -6.31637e-02 -2.11840e-01 -1.44452e+00
4.19848e-01 -2.00370e-02 -6.59831e-02 -2.20254e-01 -1.47657e+00
4.34961e-01 -2.10481e-02 -6.88368e-02 -2.28627e-01 -1.50568e+00
4.49756e-01 -2.21076e-02 -7.17643e-02 -2.37071e-01 -1.53222e+00
4.64298e-01 -2.32416e-02 -7.48329e-02 -2.45761e-01 -1.55674e+00
4.78654e-01 -2.44888e-02 -7.81523e-02 -2.54961e-01 -1.57970e+00
4.92897e-01 -2.59753e-02 -8.19270e-02 -2.65213e-01 -1.60305e+00
5.00000e-01 -2.68092e-02 -8.39885e-02 -2.70744e-01 -1.61490e+00
