#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 1.00447e+01 1.44773e+00 1.39936e+00 2.46796e+00
8.33333e-03 1.00447e+01 1.44773e+00 1.39935e+00 2.46795e+00
2.50000e-02 1.00447e+01 1.44773e+00 1.39935e+00 2.46788e+00
4.16667e-02 1.00447e+01 1.44773e+00 1.39933e+00 2.46773e+00
5.83333e-02 1.00447e+01 1.44773e+00 1.39932e+00 2.46751e+00
7.50000e-02 1.00447e+01 1.44774e+00 1.39930e+00 2.46722e+00
9.16667e-02 1.00447e+01 1.44774e+00 1.39928e+00 2.46686e+00
1.08333e-01 1.00447e+01 1.44775e+00 1.39927e+00 2.46642e+00
1.25000e-01 1.00447e+01 1.44775e+00 1.39925e+00 2.46591e+00
1.41667e-01 1.00447e+01 1.44776e+00 1.39924e+00 2.46531e+00
1.58333e-01 1.00447e+01 1.44776e+00 1.39921e+00 2.46462e+00
1.75000e-01 1.00447e+01 1.44777e+00 1.39919e+00 2.46385e+00
1.91667e-01 1.00447e+01 1.44778e+00 1.39916e+00 2.46302e+00
2.08333e-01 1.00447e+01 1.44780e+00 1.39913e+00 2.46212e+00
2.25000e-01 1.00447e+01 1.44782e+00 1.39911e+00 2.46116e+00
2.41667e-01 1.00447e+01 1.44784e+00 1.39909e+00 2.46015e+00
2.58333e-01 1.00447e+01 1.44787e+00 1.39908e+00 2.45909e+00
2.75000e-01 1.00447e+01 1.44791e+00 1.39907e+00 2.45798e+00
2.91667e-01 1.00447e+01 1.44795e+00 1.39907e+00 2.45681e+00
3.08333e-01 1.00447e+01 1.44799e+00 1.39907e+00 2.45556e+00
3.25000e-01 1.00447e+01 1.44804e+00 1.39908e+00 2.45423e+00
3.41667e-01 1.00447e+01 1.44810e+00 1.39909e+00 2.45285e+00
3.58333e-01 1.00447e+01 1.44817e+00 1.39911e+00 2.45144e+00
3.75000e-01 1.00447e+01 1.44825e+00 1.39916e+00 2.45006e+00
3.91667e-01 1.00447e+01 1.44834e+00 1.39923e+00 2.44871e+00
4.08333e-01 1.00448e+01 1.44845e+00 1.39934e+00 2.44742e+00
4.25000e-01 1.00448e+01 1.44859e+00 1.39951e+00 2.44625e+00
4.41667e-01 1.00448e+01 1.44877e+00 1.39975e+00 2.44529e+00
4.58333e-01 1.00448e+01 1.44900e+00 1.40010e+00 2.44475e+00
4.75000e-01 1.00449e+01 1.44932e+00 1.40064e+00 2.44487e+00
4.91667e-01 1.00449e+01 1.44975e+00 1.40143e+00 2.44635e+00
5.00000e-01 1.00449e+01 1.45001e+00 1.40192e+00 2.44759e+00
