#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 1.50620e-01 1.46228e-01 1.46282e-01 1.46887e-01
8.26918e-03 1.50615e-01 1.46222e-01 1.46275e-01 1.46869e-01
2.48076e-02 1.50577e-01 1.46177e-01 1.46213e-01 1.46724e-01
4.13459e-02 1.50462e-01 1.46082e-01 1.46090e-01 1.46436e-01
5.78843e-02 1.50404e-01 1.45940e-01 1.45904e-01 1.46003e-01
7.44227e-02 1.50173e-01 1.45753e-01 1.45657e-01 1.45427e-01
9.09610e-02 1.50038e-01 1.45515e-01 1.45347e-01 1.44708e-01
1.07499e-01 1.49750e-01 1.45229e-01 1.44974e-01 1.43847e-01
1.24038e-01 1.49423e-01 1.44895e-01 1.44536e-01 1.42845e-01
1.40576e-01 1.49077e-01 1.44511e-01 1.44035e-01 1.41703e-01
1.57115e-01 1.48750e-01 1.44077e-01 1.43468e-01 1.40423e-01
1.73653e-01 1.48173e-01 1.43591e-01 1.42835e-01 1.39005e-01
1.90191e-01 1.47788e-01 1.43053e-01 1.42134e-01 1.37450e-01
2.06730e-01 1.47231e-01 1.42460e-01 1.41363e-01 1.35760e-01
2.23268e-01 1.46635e-01 1.41809e-01 1.40521e-01 1.33935e-01
2.39806e-01 1.46058e-01 1.41101e-01 1.39604e-01 1.31976e-01
2.56345e-01 1.45346e-01 1.40331e-01 1.38612e-01 1.29885e-01
2.72883e-01 1.44538e-01 1.39498e-01 1.37541e-01 1.27660e-01
2.89421e-01 1.43769e-01 1.38598e-01 1.36388e-01 1.25303e-01
3.05960e-01 1.42827e-01 1.37626e-01 1.35151e-01 1.22813e-01
3.22498e-01 1.41962e-01 1.36581e-01 1.33823e-01 1.20188e-01
3.39037e-01 1.40923e-01 1.35455e-01 1.32398e-01 1.17426e-01
3.55575e-01 1.39885e-01 1.34243e-01 1.30870e-01 1.14523e-01
3.72103e-01 1.38654e-01 1.32938e-01 1.29229e-01 1.11475e-01
3.88437e-01 1.37423e-01 1.31545e-01 1.27481e-01 1.08309e-01
4.04358e-01 1.36038e-01 1.30073e-01 1.25645e-01 1.05062e-01
4.19848e-01 1.34635e-01 1.28514e-01 1.23714e-01 1.01732e-01
4.34961e-01 1.33115e-01 1.26852e-01 1.21667e-01 9.82945e-02
4.49756e-01 1.31519e-01 1.25061e-01 1.19473e-01 9.47075e-02
4.64298e-01 1.29808e-01 1.23092e-01 1.17074e-01 9.09006e-02
4.78654e-01 1.27712e-01 1.20864e-01 1.14375e-01 8.67518e-02
4.92897e-01 1.25288e-01 1.18215e-01 1.11197e-01 8.20573e-02
5.00000e-01 1.23952e-01 1.16732e-01 1.09426e-01 7.95010e-02
