#"T" "Points:0" "Points:1" "Points:2"
1.1099 0.71 0.03606 0
1.0856 0.72 0.03606 0
1.061 0.73 0.03606 0
1.0363 0.74 0.03606 0
1.0115 0.75 0.03606 0
0.98665 0.76 0.03606 0
0.96194 0.77 0.03606 0
0.93743 0.78 0.03606 0
0.91322 0.79 0.03606 0
0.88941 0.8 0.03606 0
0.8661 0.81 0.03606 0
0.84336 0.82 0.03606 0
0.8213 0.83 0.03606 0
0.8 0.84 0.03606 0
0.77955 0.85 0.03606 0
0.76001 0.86 0.03606 0
0.74148 0.87 0.03606 0
0.72402 0.88 0.03606 0
0.70771 0.89 0.03606 0
0.69259 0.9 0.03606 0
0.67873 0.91 0.03606 0
0.66619 0.92 0.03606 0
0.65501 0.93 0.03606 0
0.64524 0.94 0.03606 0
0.63691 0.95 0.03606 0
0.63004 0.96 0.03606 0
0.62468 0.97 0.03606 0
0.62084 0.98 0.03606 0
0.61852 0.99 0.03606 0
0.61775 1 0.03606 0
0.63206 0 0.041271 0
0.63281 0.01 0.041271 0
0.63504 0.02 0.041271 0
0.63876 0.03 0.041271 0
0.64395 0.04 0.041271 0
0.65058 0.05 0.041271 0
0.65863 0.06 0.041271 0
0.66808 0.07 0.041271 0
0.67889 0.08 0.041271 0
0.69101 0.09 0.041271 0
0.70441 0.1 0.041271 0
0.71902 0.11 0.041271 0
0.7348 0.12 0.041271 0
0.75168 0.13 0.041271 0
0.76959 0.14 0.041271 0
0.78848 0.15 0.041271 0
0.80825 0.16 0.041271 0
0.82885 0.17 0.041271 0
0.85018 0.18 0.041271 0
0.87216 0.19 0.041271 0
0.8947 0.2 0.041271 0
0.91773 0.21 0.041271 0
0.94113 0.22 0.041271 0
0.96484 0.23 0.041271 0
0.98873 0.24 0.041271 0
1.0127 0.25 0.041271 0
1.0367 0.26 0.041271 0
1.0607 0.27 0.041271 0
1.0844 0.28 0.041271 0
1.1079 0.29 0.041271 0
1.131 0.3 0.041271 0
1.1536 0.31 0.041271 0
1.1757 0.32 0.041271 0
1.1972 0.33 0.041271 0
1.2179 0.34 0.041271 0
1.2378 0.35 0.041271 0
1.2568 0.36 0.041271 0
1.2749 0.37 0.041271 0
1.2919 0.38 0.041271 0
1.3078 0.39 0.041271 0
1.3226 0.4 0.041271 0
1.3362 0.41 0.041271 0
1.3484 0.42 0.041271 0
1.3594 0.43 0.041271 0
1.3689 0.44 0.041271 0
1.3771 0.45 0.041271 0
1.3838 0.46 0.041271 0
1.3891 0.47 0.041271 0
1.3929 0.48 0.041271 0
1.3951 0.49 0.041271 0
1.3959 0.5 0.041271 0
1.3951 0.51 0.041271 0
1.3929 0.52 0.041271 0
1.3891 0.53 0.041271 0
1.3838 0.54 0.041271 0
1.3771 0.55 0.041271 0
1.3689 0.56 0.041271 0
1.3594 0.57 0.041271 0
1.3484 0.58 0.041271 0
1.3362 0.59 0.041271 0
1.3226 0.6 0.041271 0
1.3078 0.61 0.041271 0
1.2919 0.62 0.041271 0
1.2749 0.63 0.041271 0
1.2568 0.64 0.041271 0
1.2378 0.65 0.041271 0
1.2179 0.66 0.041271 0
1.1972 0.67 0.041271 0
1.1757 0.68 0.041271 0
1.1536 0.69 0.041271 0
1.131 0.7 0.041271 0
1.1079 0.71 0.041271 0
1.0844 0.72 0.041271 0
1.0607 0.73 0.041271 0
1.0367 0.74 0.041271 0
1.0127 0.75 0.041271 0
0.98873 0.76 0.041271 0
0.96484 0.77 0.041271 0
0.94113 0.78 0.041271 0
0.91773 0.79 0.041271 0
0.8947 0.8 0.041271 0
0.87216 0.81 0.041271 0
0.85018 0.82 0.041271 0
0.82885 0.83 0.041271 0
0.80825 0.84 0.041271 0
0.78848 0.85 0.041271 0
0.76959 0.86 0.041271 0
0.75168 0.87 0.041271 0
0.7348 0.88 0.041271 0
0.71902 0.89 0.041271 0
0.70441 0.9 0.041271 0
0.69101 0.91 0.041271 0
0.67889 0.92 0.041271 0
0.66808 0.93 0.041271 0
0.65863 0.94 0.041271 0
0.65058 0.95 0.041271 0
0.64395 0.96 0.041271 0
0.63876 0.97 0.041271 0
0.63504 0.98 0.041271 0
0.63281 0.99 0.041271 0
0.63206 1 0.041271 0
0.64626 0 0.046656 0
0.64698 0.01 0.046656 0
0.64914 0.02 0.046656 0
0.65273 0.03 0.046656 0
0.65774 0.04 0.046656 0
0.66415 0.05 0.046656 0
0.67193 0.06 0.046656 0
0.68105 0.07 0.046656 0
0.69149 0.08 0.046656 0
0.7032 0.09 0.046656 0
0.71613 0.1 0.046656 0
0.73025 0.11 0.046656 0
0.74549 0.12 0.046656 0
0.76179 0.13 0.046656 0
0.77909 0.14 0.046656 0
0.79733 0.15 0.046656 0
0.81643 0.16 0.046656 0
0.83633 0.17 0.046656 0
0.85693 0.18 0.046656 0
0.87816 0.19 0.046656 0
0.89994 0.2 0.046656 0
0.92218 0.21 0.046656 0
0.94479 0.22 0.046656 0
0.96768 0.23 0.046656 0
0.99077 0.24 0.046656 0
1.014 0.25 0.046656 0
1.0372 0.26 0.046656 0
1.0603 0.27 0.046656 0
1.0832 0.28 0.046656 0
1.1059 0.29 0.046656 0
1.1282 0.3 0.046656 0
1.1501 0.31 0.046656 0
1.1714 0.32 0.046656 0
1.1921 0.33 0.046656 0
1.2121 0.34 0.046656 0
1.2314 0.35 0.046656 0
1.2498 0.36 0.046656 0
1.2672 0.37 0.046656 0
1.2837 0.38 0.046656 0
1.2991 0.39 0.046656 0
1.3134 0.4 0.046656 0
1.3264 0.41 0.046656 0
1.3383 0.42 0.046656 0
1.3489 0.43 0.046656 0
1.3581 0.44 0.046656 0
1.366 0.45 0.046656 0
1.3725 0.46 0.046656 0
1.3776 0.47 0.046656 0
1.3812 0.48 0.046656 0
1.3834 0.49 0.046656 0
1.3842 0.5 0.046656 0
1.3834 0.51 0.046656 0
1.3812 0.52 0.046656 0
1.3776 0.53 0.046656 0
1.3725 0.54 0.046656 0
1.366 0.55 0.046656 0
1.3581 0.56 0.046656 0
1.3489 0.57 0.046656 0
1.3383 0.58 0.046656 0
1.3264 0.59 0.046656 0
1.3134 0.6 0.046656 0
1.2991 0.61 0.046656 0
1.2837 0.62 0.046656 0
1.2672 0.63 0.046656 0
1.2498 0.64 0.046656 0
1.2314 0.65 0.046656 0
1.2121 0.66 0.046656 0
1.1921 0.67 0.046656 0
1.1714 0.68 0.046656 0
1.1501 0.69 0.046656 0
1.1282 0.7 0.046656 0
1.1059 0.71 0.046656 0
1.0832 0.72 0.046656 0
1.0603 0.73 0.046656 0
1.0372 0.74 0.046656 0
1.014 0.75 0.046656 0
0.99077 0.76 0.046656 0
0.96768 0.77 0.046656 0
0.94479 0.78 0.046656 0
0.92218 0.79 0.046656 0
0.89994 0.8 0.046656 0
0.87816 0.81 0.046656 0
0.85693 0.82 0.046656 0
0.83633 0.83 0.046656 0
0.81643 0.84 0.046656 0
0.79733 0.85 0.046656 0
0.77909 0.86 0.046656 0
0.76179 0.87 0.046656 0
0.74549 0.88 0.046656 0
0.73025 0.89 0.046656 0
0.71613 0.9 0.046656 0
0.7032 0.91 0.046656 0
0.69149 0.92 0.046656 0
0.68105 0.93 0.046656 0
0.67193 0.94 0.046656 0
0.66415 0.95 0.046656 0
0.65774 0.96 0.046656 0
0.65273 0.97 0.046656 0
0.64914 0.98 0.046656 0
0.64698 0.99 0.046656 0
0.64626 1 0.046656 0
0.66034 0 0.05222 0
0.66103 0.01 0.05222 0
0.66312 0.02 0.05222 0
0.66658 0.03 0.05222 0
0.67141 0.04 0.05222 0
0.67759 0.05 0.05222 0
0.6851 0.06 0.05222 0
0.69391 0.07 0.05222 0
0.70398 0.08 0.05222 0
0.71528 0.09 0.05222 0
0.72776 0.1 0.05222 0
0.74138 0.11 0.05222 0
0.75608 0.12 0.05222 0
0.77181 0.13 0.05222 0
0.7885 0.14 0.05222 0
0.8061 0.15 0.05222 0
0.82453 0.16 0.05222 0
0.84373 0.17 0.05222 0
0.86361 0.18 0.05222 0
0.8841 0.19 0.05222 0
0.90511 0.2 0.05222 0
0.92657 0.21 0.05222 0
0.94839 0.22 0.05222 0
0.97048 0.23 0.05222 0
0.99276 0.24 0.05222 0
1.0151 0.25 0.05222 0
1.0375 0.26 0.05222 0
1.0598 0.27 0.05222 0
1.082 0.28 0.05222 0
1.1038 0.29 0.05222 0
1.1254 0.3 0.05222 0
1.1465 0.31 0.05222 0
1.1671 0.32 0.05222 0
1.1871 0.33 0.05222 0
1.2064 0.34 0.05222 0
1.225 0.35 0.05222 0
1.2427 0.36 0.05222 0
1.2596 0.37 0.05222 0
1.2755 0.38 0.05222 0
1.2903 0.39 0.05222 0
1.3041 0.4 0.05222 0
1.3167 0.41 0.05222 0
1.3282 0.42 0.05222 0
1.3384 0.43 0.05222 0
1.3473 0.44 0.05222 0
1.3549 0.45 0.05222 0
1.3612 0.46 0.05222 0
1.3661 0.47 0.05222 0
1.3696 0.48 0.05222 0
1.3717 0.49 0.05222 0
1.3724 0.5 0.05222 0
1.3717 0.51 0.05222 0
1.3696 0.52 0.05222 0
1.3661 0.53 0.05222 0
1.3612 0.54 0.05222 0
1.3549 0.55 0.05222 0
1.3473 0.56 0.05222 0
1.3384 0.57 0.05222 0
1.3282 0.58 0.05222 0
1.3167 0.59 0.05222 0
1.3041 0.6 0.05222 0
1.2903 0.61 0.05222 0
1.2755 0.62 0.05222 0
1.2596 0.63 0.05222 0
1.2427 0.64 0.05222 0
1.225 0.65 0.05222 0
1.2064 0.66 0.05222 0
1.1871 0.67 0.05222 0
1.1671 0.68 0.05222 0
1.1465 0.69 0.05222 0
1.1254 0.7 0.05222 0
1.1038 0.71 0.05222 0
1.082 0.72 0.05222 0
1.0598 0.73 0.05222 0
1.0375 0.74 0.05222 0
1.0151 0.75 0.05222 0
0.99276 0.76 0.05222 0
0.97048 0.77 0.05222 0
0.94839 0.78 0.05222 0
0.92657 0.79 0.05222 0
0.90511 0.8 0.05222 0
0.8841 0.81 0.05222 0
0.86361 0.82 0.05222 0
0.84373 0.83 0.05222 0
0.82453 0.84 0.05222 0
0.8061 0.85 0.05222 0
0.7885 0.86 0.05222 0
0.77181 0.87 0.05222 0
0.75608 0.88 0.05222 0
0.74138 0.89 0.05222 0
0.72776 0.9 0.05222 0
0.71528 0.91 0.05222 0
0.70398 0.92 0.05222 0
0.69391 0.93 0.05222 0
0.6851 0.94 0.05222 0
0.67759 0.95 0.05222 0
0.67141 0.96 0.05222 0
0.66658 0.97 0.05222 0
0.66312 0.98 0.05222 0
0.66103 0.99 0.05222 0
0.66034 1 0.05222 0
0.67428 0 0.05797 0
0.67495 0.01 0.05797 0
0.67696 0.02 0.05797 0
0.6803 0.03 0.05797 0
0.68496 0.04 0.05797 0
0.69092 0.05 0.05797 0
0.69815 0.06 0.05797 0
0.70664 0.07 0.05797 0
0.71635 0.08 0.05797 0
0.72724 0.09 0.05797 0
0.73927 0.1 0.05797 0
0.75239 0.11 0.05797 0
0.76656 0.12 0.05797 0
0.78173 0.13 0.05797 0
0.79782 0.14 0.05797 0
0.81478 0.15 0.05797 0
0.83255 0.16 0.05797 0
0.85105 0.17 0.05797 0
0.87021 0.18 0.05797 0
0.88996 0.19 0.05797 0
0.91021 0.2 0.05797 0
0.9309 0.21 0.05797 0
0.95193 0.22 0.05797 0
0.97323 0.23 0.05797 0
0.9947 0.24 0.05797 0
1.0163 0.25 0.05797 0
1.0379 0.26 0.05797 0
1.0594 0.27 0.05797 0
1.0807 0.28 0.05797 0
1.1018 0.29 0.05797 0
1.1225 0.3 0.05797 0
1.1429 0.31 0.05797 0
1.1627 0.32 0.05797 0
1.182 0.33 0.05797 0
1.2007 0.34 0.05797 0
1.2186 0.35 0.05797 0
1.2357 0.36 0.05797 0
1.2519 0.37 0.05797 0
1.2672 0.38 0.05797 0
1.2816 0.39 0.05797 0
1.2948 0.4 0.05797 0
1.307 0.41 0.05797 0
1.318 0.42 0.05797 0
1.3279 0.43 0.05797 0
1.3365 0.44 0.05797 0
1.3438 0.45 0.05797 0
1.3499 0.46 0.05797 0
1.3546 0.47 0.05797 0
1.358 0.48 0.05797 0
1.36 0.49 0.05797 0
1.3607 0.5 0.05797 0
1.36 0.51 0.05797 0
1.358 0.52 0.05797 0
1.3546 0.53 0.05797 0
1.3499 0.54 0.05797 0
1.3438 0.55 0.05797 0
1.3365 0.56 0.05797 0
1.3279 0.57 0.05797 0
1.318 0.58 0.05797 0
1.307 0.59 0.05797 0
1.2948 0.6 0.05797 0
1.2816 0.61 0.05797 0
1.2672 0.62 0.05797 0
1.2519 0.63 0.05797 0
1.2357 0.64 0.05797 0
1.2186 0.65 0.05797 0
1.2007 0.66 0.05797 0
1.182 0.67 0.05797 0
1.1627 0.68 0.05797 0
1.1429 0.69 0.05797 0
1.1225 0.7 0.05797 0
1.1018 0.71 0.05797 0
1.0807 0.72 0.05797 0
1.0594 0.73 0.05797 0
1.0379 0.74 0.05797 0
1.0163 0.75 0.05797 0
0.9947 0.76 0.05797 0
0.97323 0.77 0.05797 0
0.95193 0.78 0.05797 0
0.9309 0.79 0.05797 0
0.91021 0.8 0.05797 0
0.88996 0.81 0.05797 0
0.87021 0.82 0.05797 0
0.85105 0.83 0.05797 0
0.83255 0.84 0.05797 0
0.81478 0.85 0.05797 0
0.79782 0.86 0.05797 0
0.78173 0.87 0.05797 0
0.76656 0.88 0.05797 0
0.75239 0.89 0.05797 0
0.73927 0.9 0.05797 0
0.72724 0.91 0.05797 0
0.71635 0.92 0.05797 0
0.70664 0.93 0.05797 0
0.69815 0.94 0.05797 0
0.69092 0.95 0.05797 0
0.68496 0.96 0.05797 0
0.6803 0.97 0.05797 0
0.67696 0.98 0.05797 0
0.67495 0.99 0.05797 0
0.67428 1 0.05797 0
0.68808 0 0.063913 0
0.68873 0.01 0.063913 0
0.69066 0.02 0.063913 0
0.69388 0.03 0.063913 0
0.69836 0.04 0.063913 0
0.7041 0.05 0.063913 0
0.71106 0.06 0.063913 0
0.71924 0.07 0.063913 0
0.72858 0.08 0.063913 0
0.73907 0.09 0.063913 0
0.75065 0.1 0.063913 0
0.76329 0.11 0.063913 0
0.77694 0.12 0.063913 0
0.79153 0.13 0.063913 0
0.80703 0.14 0.063913 0
0.82336 0.15 0.063913 0
0.84047 0.16 0.063913 0
0.85828 0.17 0.063913 0
0.87673 0.18 0.063913 0
0.89574 0.19 0.063913 0
0.91525 0.2 0.063913 0
0.93516 0.21 0.063913 0
0.95541 0.22 0.063913 0
0.97592 0.23 0.063913 0
0.99659 0.24 0.063913 0
1.0174 0.25 0.063913 0
1.0381 0.26 0.063913 0
1.0588 0.27 0.063913 0
1.0794 0.28 0.063913 0
1.0997 0.29 0.063913 0
1.1197 0.3 0.063913 0
1.1393 0.31 0.063913 0
1.1584 0.32 0.063913 0
1.177 0.33 0.063913 0
1.1949 0.34 0.063913 0
1.2121 0.35 0.063913 0
1.2286 0.36 0.063913 0
1.2443 0.37 0.063913 0
1.259 0.38 0.063913 0
1.2728 0.39 0.063913 0
1.2856 0.4 0.063913 0
1.2973 0.41 0.063913 0
1.3079 0.42 0.063913 0
1.3174 0.43 0.063913 0
1.3257 0.44 0.063913 0
1.3328 0.45 0.063913 0
1.3386 0.46 0.063913 0
1.3431 0.47 0.063913 0
1.3464 0.48 0.063913 0
1.3484 0.49 0.063913 0
1.349 0.5 0.063913 0
1.3484 0.51 0.063913 0
1.3464 0.52 0.063913 0
1.3431 0.53 0.063913 0
1.3386 0.54 0.063913 0
1.3328 0.55 0.063913 0
1.3257 0.56 0.063913 0
1.3174 0.57 0.063913 0
1.3079 0.58 0.063913 0
1.2973 0.59 0.063913 0
1.2856 0.6 0.063913 0
1.2728 0.61 0.063913 0
1.259 0.62 0.063913 0
1.2443 0.63 0.063913 0
1.2286 0.64 0.063913 0
1.2121 0.65 0.063913 0
1.1949 0.66 0.063913 0
1.177 0.67 0.063913 0
1.1584 0.68 0.063913 0
1.1393 0.69 0.063913 0
1.1197 0.7 0.063913 0
1.0997 0.71 0.063913 0
1.0794 0.72 0.063913 0
1.0588 0.73 0.063913 0
1.0381 0.74 0.063913 0
1.0174 0.75 0.063913 0
0.99659 0.76 0.063913 0
0.97592 0.77 0.063913 0
0.95541 0.78 0.063913 0
0.93516 0.79 0.063913 0
0.91525 0.8 0.063913 0
0.89574 0.81 0.063913 0
0.87673 0.82 0.063913 0
0.85828 0.83 0.063913 0
0.84047 0.84 0.063913 0
0.82336 0.85 0.063913 0
0.80703 0.86 0.063913 0
0.79153 0.87 0.063913 0
0.77694 0.88 0.063913 0
0.76329 0.89 0.063913 0
0.75065 0.9 0.063913 0
0.73907 0.91 0.063913 0
0.72858 0.92 0.063913 0
0.71924 0.93 0.063913 0
0.71106 0.94 0.063913 0
0.7041 0.95 0.063913 0
0.69836 0.96 0.063913 0
0.69388 0.97 0.063913 0
0.69066 0.98 0.063913 0
0.68873 0.99 0.063913 0
0.68808 1 0.063913 0
0.70172 0 0.070054 0
0.70234 0.01 0.070054 0
0.7042 0.02 0.070054 0
0.70729 0.03 0.070054 0
0.71161 0.04 0.070054 0
0.71713 0.05 0.070054 0
0.72383 0.06 0.070054 0
0.73169 0.07 0.070054 0
0.74068 0.08 0.070054 0
0.75076 0.09 0.070054 0
0.7619 0.1 0.070054 0
0.77406 0.11 0.070054 0
0.78718 0.12 0.070054 0
0.80122 0.13 0.070054 0
0.81612 0.14 0.070054 0
0.83183 0.15 0.070054 0
0.84828 0.16 0.070054 0
0.86541 0.17 0.070054 0
0.88316 0.18 0.070054 0
0.90144 0.19 0.070054 0
0.9202 0.2 0.070054 0
0.93935 0.21 0.070054 0
0.95883 0.22 0.070054 0
0.97855 0.23 0.070054 0
0.99843 0.24 0.070054 0
1.0184 0.25 0.070054 0
1.0384 0.26 0.070054 0
1.0583 0.27 0.070054 0
1.0781 0.28 0.070054 0
1.0976 0.29 0.070054 0
1.1168 0.3 0.070054 0
1.1357 0.31 0.070054 0
1.154 0.32 0.070054 0
1.1719 0.33 0.070054 0
1.1892 0.34 0.070054 0
1.2057 0.35 0.070054 0
1.2216 0.36 0.070054 0
1.2366 0.37 0.070054 0
1.2508 0.38 0.070054 0
1.2641 0.39 0.070054 0
1.2764 0.4 0.070054 0
1.2877 0.41 0.070054 0
1.2979 0.42 0.070054 0
1.307 0.43 0.070054 0
1.315 0.44 0.070054 0
1.3218 0.45 0.070054 0
1.3274 0.46 0.070054 0
1.3317 0.47 0.070054 0
1.3349 0.48 0.070054 0
1.3368 0.49 0.070054 0
1.3374 0.5 0.070054 0
1.3368 0.51 0.070054 0
1.3349 0.52 0.070054 0
1.3317 0.53 0.070054 0
1.3274 0.54 0.070054 0
1.3218 0.55 0.070054 0
1.315 0.56 0.070054 0
1.307 0.57 0.070054 0
1.2979 0.58 0.070054 0
1.2877 0.59 0.070054 0
1.2764 0.6 0.070054 0
1.2641 0.61 0.070054 0
1.2508 0.62 0.070054 0
1.2366 0.63 0.070054 0
1.2216 0.64 0.070054 0
1.2057 0.65 0.070054 0
1.1892 0.66 0.070054 0
1.1719 0.67 0.070054 0
1.154 0.68 0.070054 0
1.1357 0.69 0.070054 0
1.1168 0.7 0.070054 0
1.0976 0.71 0.070054 0
1.0781 0.72 0.070054 0
1.0583 0.73 0.070054 0
1.0384 0.74 0.070054 0
1.0184 0.75 0.070054 0
0.99843 0.76 0.070054 0
0.97855 0.77 0.070054 0
0.95883 0.78 0.070054 0
0.93935 0.79 0.070054 0
0.9202 0.8 0.070054 0
0.90144 0.81 0.070054 0
0.88316 0.82 0.070054 0
0.86541 0.83 0.070054 0
0.84828 0.84 0.070054 0
0.83183 0.85 0.070054 0
0.81612 0.86 0.070054 0
0.80122 0.87 0.070054 0
0.78718 0.88 0.070054 0
0.77406 0.89 0.070054 0
0.7619 0.9 0.070054 0
0.75076 0.91 0.070054 0
0.74068 0.92 0.070054 0
0.73169 0.93 0.070054 0
0.72383 0.94 0.070054 0
0.71713 0.95 0.070054 0
0.71161 0.96 0.070054 0
0.70729 0.97 0.070054 0
0.7042 0.98 0.070054 0
0.70234 0.99 0.070054 0
0.70172 1 0.070054 0
0.71519 0 0.076399 0
0.71579 0.01 0.076399 0
0.71758 0.02 0.076399 0
0.72055 0.03 0.076399 0
0.72469 0.04 0.076399 0
0.72999 0.05 0.076399 0
0.73643 0.06 0.076399 0
0.74398 0.07 0.076399 0
0.75262 0.08 0.076399 0
0.76231 0.09 0.076399 0
0.77301 0.1 0.076399 0
0.78469 0.11 0.076399 0
0.79729 0.12 0.076399 0
0.81078 0.13 0.076399 0
0.8251 0.14 0.076399 0
0.84019 0.15 0.076399 0
0.85599 0.16 0.076399 0
0.87244 0.17 0.076399 0
0.88949 0.18 0.076399 0
0.90705 0.19 0.076399 0
0.92507 0.2 0.076399 0
0.94347 0.21 0.076399 0
0.96218 0.22 0.076399 0
0.98112 0.23 0.076399 0
1.0002 0.24 0.076399 0
1.0194 0.25 0.076399 0
1.0386 0.26 0.076399 0
1.0577 0.27 0.076399 0
1.0767 0.28 0.076399 0
1.0955 0.29 0.076399 0
1.1139 0.3 0.076399 0
1.132 0.31 0.076399 0
1.1497 0.32 0.076399 0
1.1668 0.33 0.076399 0
1.1834 0.34 0.076399 0
1.1993 0.35 0.076399 0
1.2146 0.36 0.076399 0
1.229 0.37 0.076399 0
1.2426 0.38 0.076399 0
1.2554 0.39 0.076399 0
1.2672 0.4 0.076399 0
1.278 0.41 0.076399 0
1.2879 0.42 0.076399 0
1.2966 0.43 0.076399 0
1.3043 0.44 0.076399 0
1.3108 0.45 0.076399 0
1.3162 0.46 0.076399 0
1.3204 0.47 0.076399 0
1.3234 0.48 0.076399 0
1.3252 0.49 0.076399 0
1.3258 0.5 0.076399 0
1.3252 0.51 0.076399 0
1.3234 0.52 0.076399 0
1.3204 0.53 0.076399 0
1.3162 0.54 0.076399 0
1.3108 0.55 0.076399 0
1.3043 0.56 0.076399 0
1.2966 0.57 0.076399 0
1.2879 0.58 0.076399 0
1.278 0.59 0.076399 0
1.2672 0.6 0.076399 0
1.2554 0.61 0.076399 0
1.2426 0.62 0.076399 0
1.229 0.63 0.076399 0
1.2146 0.64 0.076399 0
1.1993 0.65 0.076399 0
1.1834 0.66 0.076399 0
1.1668 0.67 0.076399 0
1.1497 0.68 0.076399 0
1.132 0.69 0.076399 0
1.1139 0.7 0.076399 0
1.0955 0.71 0.076399 0
1.0767 0.72 0.076399 0
1.0577 0.73 0.076399 0
1.0386 0.74 0.076399 0
1.0194 0.75 0.076399 0
1.0002 0.76 0.076399 0
0.98112 0.77 0.076399 0
0.96218 0.78 0.076399 0
0.94347 0.79 0.076399 0
0.92507 0.8 0.076399 0
0.90705 0.81 0.076399 0
0.88949 0.82 0.076399 0
0.87244 0.83 0.076399 0
0.85599 0.84 0.076399 0
0.84019 0.85 0.076399 0
0.8251 0.86 0.076399 0
0.81078 0.87 0.076399 0
0.79729 0.88 0.076399 0
0.78469 0.89 0.076399 0
0.77301 0.9 0.076399 0
0.76231 0.91 0.076399 0
0.75262 0.92 0.076399 0
0.74398 0.93 0.076399 0
0.73643 0.94 0.076399 0
0.72999 0.95 0.076399 0
0.72469 0.96 0.076399 0
0.72055 0.97 0.076399 0
0.71758 0.98 0.076399 0
0.71579 0.99 0.076399 0
0.71519 1 0.076399 0
0.72848 0 0.082957 0
0.72905 0.01 0.082957 0
0.73077 0.02 0.082957 0
0.73362 0.03 0.082957 0
0.7376 0.04 0.082957 0
0.74268 0.05 0.082957 0
0.74886 0.06 0.082957 0
0.75611 0.07 0.082957 0
0.7644 0.08 0.082957 0
0.77369 0.09 0.082957 0
0.78396 0.1 0.082957 0
0.79517 0.11 0.082957 0
0.80726 0.12 0.082957 0
0.8202 0.13 0.082957 0
0.83394 0.14 0.082957 0
0.84841 0.15 0.082957 0
0.86358 0.16 0.082957 0
0.87936 0.17 0.082957 0
0.89572 0.18 0.082957 0
0.91257 0.19 0.082957 0
0.92985 0.2 0.082957 0
0.9475 0.21 0.082957 0
0.96545 0.22 0.082957 0
0.98362 0.23 0.082957 0
1.0019 0.24 0.082957 0
1.0204 0.25 0.082957 0
1.0388 0.26 0.082957 0
1.0571 0.27 0.082957 0
1.0753 0.28 0.082957 0
1.0933 0.29 0.082957 0
1.111 0.3 0.082957 0
1.1284 0.31 0.082957 0
1.1454 0.32 0.082957 0
1.1618 0.33 0.082957 0
1.1777 0.34 0.082957 0
1.193 0.35 0.082957 0
1.2076 0.36 0.082957 0
1.2215 0.37 0.082957 0
1.2345 0.38 0.082957 0
1.2467 0.39 0.082957 0
1.2581 0.4 0.082957 0
1.2685 0.41 0.082957 0
1.2779 0.42 0.082957 0
1.2863 0.43 0.082957 0
1.2936 0.44 0.082957 0
1.2999 0.45 0.082957 0
1.3051 0.46 0.082957 0
1.3091 0.47 0.082957 0
1.312 0.48 0.082957 0
1.3137 0.49 0.082957 0
1.3143 0.5 0.082957 0
1.3137 0.51 0.082957 0
1.312 0.52 0.082957 0
1.3091 0.53 0.082957 0
1.3051 0.54 0.082957 0
1.2999 0.55 0.082957 0
1.2936 0.56 0.082957 0
1.2863 0.57 0.082957 0
1.2779 0.58 0.082957 0
1.2685 0.59 0.082957 0
1.2581 0.6 0.082957 0
1.2467 0.61 0.082957 0
1.2345 0.62 0.082957 0
1.2215 0.63 0.082957 0
1.2076 0.64 0.082957 0
1.193 0.65 0.082957 0
1.1777 0.66 0.082957 0
1.1618 0.67 0.082957 0
1.1454 0.68 0.082957 0
1.1284 0.69 0.082957 0
1.111 0.7 0.082957 0
1.0933 0.71 0.082957 0
1.0753 0.72 0.082957 0
1.0571 0.73 0.082957 0
1.0388 0.74 0.082957 0
1.0204 0.75 0.082957 0
1.0019 0.76 0.082957 0
0.98362 0.77 0.082957 0
0.96545 0.78 0.082957 0
0.9475 0.79 0.082957 0
0.92985 0.8 0.082957 0
0.91257 0.81 0.082957 0
0.89572 0.82 0.082957 0
0.87936 0.83 0.082957 0
0.86358 0.84 0.082957 0
0.84841 0.85 0.082957 0
0.83394 0.86 0.082957 0
0.8202 0.87 0.082957 0
0.80726 0.88 0.082957 0
0.79517 0.89 0.082957 0
0.78396 0.9 0.082957 0
0.77369 0.91 0.082957 0
0.7644 0.92 0.082957 0
0.75611 0.93 0.082957 0
0.74886 0.94 0.082957 0
0.74268 0.95 0.082957 0
0.7376 0.96 0.082957 0
0.73362 0.97 0.082957 0
0.73077 0.98 0.082957 0
0.72905 0.99 0.082957 0
0.72848 1 0.082957 0
0.74157 0 0.089734 0
0.74212 0.01 0.089734 0
0.74376 0.02 0.089734 0
0.7465 0.03 0.089734 0
0.75031 0.04 0.089734 0
0.75519 0.05 0.089734 0
0.76111 0.06 0.089734 0
0.76805 0.07 0.089734 0
0.776 0.08 0.089734 0
0.7849 0.09 0.089734 0
0.79475 0.1 0.089734 0
0.80548 0.11 0.089734 0
0.81708 0.12 0.089734 0
0.82948 0.13 0.089734 0
0.84264 0.14 0.089734 0
0.85651 0.15 0.089734 0
0.87104 0.16 0.089734 0
0.88617 0.17 0.089734 0
0.90183 0.18 0.089734 0
0.91798 0.19 0.089734 0
0.93454 0.2 0.089734 0
0.95146 0.21 0.089734 0
0.96865 0.22 0.089734 0
0.98606 0.23 0.089734 0
1.0036 0.24 0.089734 0
1.0213 0.25 0.089734 0
1.0389 0.26 0.089734 0
1.0565 0.27 0.089734 0
1.0739 0.28 0.089734 0
1.0912 0.29 0.089734 0
1.1081 0.3 0.089734 0
1.1248 0.31 0.089734 0
1.141 0.32 0.089734 0
1.1568 0.33 0.089734 0
1.172 0.34 0.089734 0
1.1867 0.35 0.089734 0
1.2006 0.36 0.089734 0
1.2139 0.37 0.089734 0
1.2265 0.38 0.089734 0
1.2382 0.39 0.089734 0
