#"T" "Points:0" "Points:1" "Points:2"
1.249 0.4 0.089734 0
1.259 0.41 0.089734 0
1.268 0.42 0.089734 0
1.2761 0.43 0.089734 0
1.2831 0.44 0.089734 0
1.2891 0.45 0.089734 0
1.294 0.46 0.089734 0
1.2979 0.47 0.089734 0
1.3007 0.48 0.089734 0
1.3024 0.49 0.089734 0
1.3029 0.5 0.089734 0
1.3024 0.51 0.089734 0
1.3007 0.52 0.089734 0
1.2979 0.53 0.089734 0
1.294 0.54 0.089734 0
1.2891 0.55 0.089734 0
1.2831 0.56 0.089734 0
1.2761 0.57 0.089734 0
1.268 0.58 0.089734 0
1.259 0.59 0.089734 0
1.249 0.6 0.089734 0
1.2382 0.61 0.089734 0
1.2265 0.62 0.089734 0
1.2139 0.63 0.089734 0
1.2006 0.64 0.089734 0
1.1867 0.65 0.089734 0
1.172 0.66 0.089734 0
1.1568 0.67 0.089734 0
1.141 0.68 0.089734 0
1.1248 0.69 0.089734 0
1.1081 0.7 0.089734 0
1.0912 0.71 0.089734 0
1.0739 0.72 0.089734 0
1.0565 0.73 0.089734 0
1.0389 0.74 0.089734 0
1.0213 0.75 0.089734 0
1.0036 0.76 0.089734 0
0.98606 0.77 0.089734 0
0.96865 0.78 0.089734 0
0.95146 0.79 0.089734 0
0.93454 0.8 0.089734 0
0.91798 0.81 0.089734 0
0.90183 0.82 0.089734 0
0.88617 0.83 0.089734 0
0.87104 0.84 0.089734 0
0.85651 0.85 0.089734 0
0.84264 0.86 0.089734 0
0.82948 0.87 0.089734 0
0.81708 0.88 0.089734 0
0.80548 0.89 0.089734 0
0.79475 0.9 0.089734 0
0.7849 0.91 0.089734 0
0.776 0.92 0.089734 0
0.76805 0.93 0.089734 0
0.76111 0.94 0.089734 0
0.75519 0.95 0.089734 0
0.75031 0.96 0.089734 0
0.7465 0.97 0.089734 0
0.74376 0.98 0.089734 0
0.74212 0.99 0.089734 0
0.74157 1 0.089734 0
0.75446 0 0.096737 0
0.75498 0.01 0.096737 0
0.75656 0.02 0.096737 0
0.75917 0.03 0.096737 0
0.76282 0.04 0.096737 0
0.76749 0.05 0.096737 0
0.77316 0.06 0.096737 0
0.7798 0.07 0.096737 0
0.78741 0.08 0.096737 0
0.79593 0.09 0.096737 0
0.80535 0.1 0.096737 0
0.81563 0.11 0.096737 0
0.82673 0.12 0.096737 0
0.83859 0.13 0.096737 0
0.85119 0.14 0.096737 0
0.86447 0.15 0.096737 0
0.87837 0.16 0.096737 0
0.89284 0.17 0.096737 0
0.90784 0.18 0.096737 0
0.92329 0.19 0.096737 0
0.93914 0.2 0.096737 0
0.95532 0.21 0.096737 0
0.97178 0.22 0.096737 0
0.98844 0.23 0.096737 0
1.0052 0.24 0.096737 0
1.0221 0.25 0.096737 0
1.039 0.26 0.096737 0
1.0558 0.27 0.096737 0
1.0725 0.28 0.096737 0
1.089 0.29 0.096737 0
1.1053 0.3 0.096737 0
1.1212 0.31 0.096737 0
1.1367 0.32 0.096737 0
1.1518 0.33 0.096737 0
1.1664 0.34 0.096737 0
1.1804 0.35 0.096737 0
1.1938 0.36 0.096737 0
1.2065 0.37 0.096737 0
1.2185 0.38 0.096737 0
1.2297 0.39 0.096737 0
1.24 0.4 0.096737 0
1.2496 0.41 0.096737 0
1.2582 0.42 0.096737 0
1.2659 0.43 0.096737 0
1.2726 0.44 0.096737 0
1.2784 0.45 0.096737 0
1.2831 0.46 0.096737 0
1.2868 0.47 0.096737 0
1.2895 0.48 0.096737 0
1.2911 0.49 0.096737 0
1.2916 0.5 0.096737 0
1.2911 0.51 0.096737 0
1.2895 0.52 0.096737 0
1.2868 0.53 0.096737 0
1.2831 0.54 0.096737 0
1.2784 0.55 0.096737 0
1.2726 0.56 0.096737 0
1.2659 0.57 0.096737 0
1.2582 0.58 0.096737 0
1.2496 0.59 0.096737 0
1.24 0.6 0.096737 0
1.2297 0.61 0.096737 0
1.2185 0.62 0.096737 0
1.2065 0.63 0.096737 0
1.1938 0.64 0.096737 0
1.1804 0.65 0.096737 0
1.1664 0.66 0.096737 0
1.1518 0.67 0.096737 0
1.1367 0.68 0.096737 0
1.1212 0.69 0.096737 0
1.1053 0.7 0.096737 0
1.089 0.71 0.096737 0
1.0725 0.72 0.096737 0
1.0558 0.73 0.096737 0
1.039 0.74 0.096737 0
1.0221 0.75 0.096737 0
1.0052 0.76 0.096737 0
0.98844 0.77 0.096737 0
0.97178 0.78 0.096737 0
0.95532 0.79 0.096737 0
0.93914 0.8 0.096737 0
0.92329 0.81 0.096737 0
0.90784 0.82 0.096737 0
0.89284 0.83 0.096737 0
0.87837 0.84 0.096737 0
0.86447 0.85 0.096737 0
0.85119 0.86 0.096737 0
0.83859 0.87 0.096737 0
0.82673 0.88 0.096737 0
0.81563 0.89 0.096737 0
0.80535 0.9 0.096737 0
0.79593 0.91 0.096737 0
0.78741 0.92 0.096737 0
0.7798 0.93 0.096737 0
0.77316 0.94 0.096737 0
0.76749 0.95 0.096737 0
0.76282 0.96 0.096737 0
0.75917 0.97 0.096737 0
0.75656 0.98 0.096737 0
0.75498 0.99 0.096737 0
0.75446 1 0.096737 0
0.76712 0 0.10397 0
0.76762 0.01 0.10397 0
0.76913 0.02 0.10397 0
0.77163 0.03 0.10397 0
0.77512 0.04 0.10397 0
0.77958 0.05 0.10397 0
0.785 0.06 0.10397 0
0.79135 0.07 0.10397 0
0.79862 0.08 0.10397 0
0.80677 0.09 0.10397 0
0.81577 0.1 0.10397 0
0.8256 0.11 0.10397 0
0.8362 0.12 0.10397 0
0.84754 0.13 0.10397 0
0.85958 0.14 0.10397 0
0.87227 0.15 0.10397 0
0.88556 0.16 0.10397 0
0.89939 0.17 0.10397 0
0.91372 0.18 0.10397 0
0.92849 0.19 0.10397 0
0.94363 0.2 0.10397 0
0.9591 0.21 0.10397 0
0.97482 0.22 0.10397 0
0.99074 0.23 0.10397 0
1.0068 0.24 0.10397 0
1.0229 0.25 0.10397 0
1.0391 0.26 0.10397 0
1.0551 0.27 0.10397 0
1.0711 0.28 0.10397 0
1.0868 0.29 0.10397 0
1.1024 0.3 0.10397 0
1.1176 0.31 0.10397 0
1.1324 0.32 0.10397 0
1.1468 0.33 0.10397 0
1.1608 0.34 0.10397 0
1.1741 0.35 0.10397 0
1.1869 0.36 0.10397 0
1.1991 0.37 0.10397 0
1.2105 0.38 0.10397 0
1.2212 0.39 0.10397 0
1.2312 0.4 0.10397 0
1.2403 0.41 0.10397 0
1.2485 0.42 0.10397 0
1.2559 0.43 0.10397 0
1.2623 0.44 0.10397 0
1.2678 0.45 0.10397 0
1.2723 0.46 0.10397 0
1.2759 0.47 0.10397 0
1.2784 0.48 0.10397 0
1.2799 0.49 0.10397 0
1.2804 0.5 0.10397 0
1.2799 0.51 0.10397 0
1.2784 0.52 0.10397 0
1.2759 0.53 0.10397 0
1.2723 0.54 0.10397 0
1.2678 0.55 0.10397 0
1.2623 0.56 0.10397 0
1.2559 0.57 0.10397 0
1.2485 0.58 0.10397 0
1.2403 0.59 0.10397 0
1.2312 0.6 0.10397 0
1.2212 0.61 0.10397 0
1.2105 0.62 0.10397 0
1.1991 0.63 0.10397 0
1.1869 0.64 0.10397 0
1.1741 0.65 0.10397 0
1.1608 0.66 0.10397 0
1.1468 0.67 0.10397 0
1.1324 0.68 0.10397 0
1.1176 0.69 0.10397 0
1.1024 0.7 0.10397 0
1.0868 0.71 0.10397 0
1.0711 0.72 0.10397 0
1.0551 0.73 0.10397 0
1.0391 0.74 0.10397 0
1.0229 0.75 0.10397 0
1.0068 0.76 0.10397 0
0.99074 0.77 0.10397 0
0.97482 0.78 0.10397 0
0.9591 0.79 0.10397 0
0.94363 0.8 0.10397 0
0.92849 0.81 0.10397 0
0.91372 0.82 0.10397 0
0.89939 0.83 0.10397 0
0.88556 0.84 0.10397 0
0.87227 0.85 0.10397 0
0.85958 0.86 0.10397 0
0.84754 0.87 0.10397 0
0.8362 0.88 0.10397 0
0.8256 0.89 0.10397 0
0.81577 0.9 0.10397 0
0.80677 0.91 0.10397 0
0.79862 0.92 0.10397 0
0.79135 0.93 0.10397 0
0.785 0.94 0.10397 0
0.77958 0.95 0.10397 0
0.77512 0.96 0.10397 0
0.77163 0.97 0.10397 0
0.76913 0.98 0.10397 0
0.76762 0.99 0.10397 0
0.76712 1 0.10397 0
0.77955 0 0.11145 0
0.78003 0.01 0.11145 0
0.78147 0.02 0.11145 0
0.78385 0.03 0.11145 0
0.78718 0.04 0.11145 0
0.79144 0.05 0.11145 0
0.79661 0.06 0.11145 0
0.80268 0.07 0.11145 0
0.80962 0.08 0.11145 0
0.8174 0.09 0.11145 0
0.82599 0.1 0.11145 0
0.83537 0.11 0.11145 0
0.84549 0.12 0.11145 0
0.85632 0.13 0.11145 0
0.86781 0.14 0.11145 0
0.87992 0.15 0.11145 0
0.8926 0.16 0.11145 0
0.9058 0.17 0.11145 0
0.91948 0.18 0.11145 0
0.93357 0.19 0.11145 0
0.94802 0.2 0.11145 0
0.96278 0.21 0.11145 0
0.97778 0.22 0.11145 0
0.99298 0.23 0.11145 0
1.0083 0.24 0.11145 0
1.0237 0.25 0.11145 0
1.0391 0.26 0.11145 0
1.0544 0.27 0.11145 0
1.0696 0.28 0.11145 0
1.0847 0.29 0.11145 0
1.0995 0.3 0.11145 0
1.114 0.31 0.11145 0
1.1282 0.32 0.11145 0
1.1419 0.33 0.11145 0
1.1552 0.34 0.11145 0
1.168 0.35 0.11145 0
1.1802 0.36 0.11145 0
1.1918 0.37 0.11145 0
1.2027 0.38 0.11145 0
1.2129 0.39 0.11145 0
1.2224 0.4 0.11145 0
1.2311 0.41 0.11145 0
1.2389 0.42 0.11145 0
1.246 0.43 0.11145 0
1.2521 0.44 0.11145 0
1.2573 0.45 0.11145 0
1.2616 0.46 0.11145 0
1.265 0.47 0.11145 0
1.2674 0.48 0.11145 0
1.2689 0.49 0.11145 0
1.2694 0.5 0.11145 0
1.2689 0.51 0.11145 0
1.2674 0.52 0.11145 0
1.265 0.53 0.11145 0
1.2616 0.54 0.11145 0
1.2573 0.55 0.11145 0
1.2521 0.56 0.11145 0
1.246 0.57 0.11145 0
1.2389 0.58 0.11145 0
1.2311 0.59 0.11145 0
1.2224 0.6 0.11145 0
1.2129 0.61 0.11145 0
1.2027 0.62 0.11145 0
1.1918 0.63 0.11145 0
1.1802 0.64 0.11145 0
1.168 0.65 0.11145 0
1.1552 0.66 0.11145 0
1.1419 0.67 0.11145 0
1.1282 0.68 0.11145 0
1.114 0.69 0.11145 0
1.0995 0.7 0.11145 0
1.0847 0.71 0.11145 0
1.0696 0.72 0.11145 0
1.0544 0.73 0.11145 0
1.0391 0.74 0.11145 0
1.0237 0.75 0.11145 0
1.0083 0.76 0.11145 0
0.99298 0.77 0.11145 0
0.97778 0.78 0.11145 0
0.96278 0.79 0.11145 0
0.94802 0.8 0.11145 0
0.93357 0.81 0.11145 0
0.91948 0.82 0.11145 0
0.9058 0.83 0.11145 0
0.8926 0.84 0.11145 0
0.87992 0.85 0.11145 0
0.86781 0.86 0.11145 0
0.85632 0.87 0.11145 0
0.84549 0.88 0.11145 0
0.83537 0.89 0.11145 0
0.82599 0.9 0.11145 0
0.8174 0.91 0.11145 0
0.80962 0.92 0.11145 0
0.80268 0.93 0.11145 0
0.79661 0.94 0.11145 0
0.79144 0.95 0.11145 0
0.78718 0.96 0.11145 0
0.78385 0.97 0.11145 0
0.78147 0.98 0.11145 0
0.78003 0.99 0.11145 0
0.77955 1 0.11145 0
0.79173 0 0.11918 0
0.79219 0.01 0.11918 0
0.79356 0.02 0.11918 0
0.79583 0.03 0.11918 0
0.79901 0.04 0.11918 0
0.80307 0.05 0.11918 0
0.808 0.06 0.11918 0
0.81378 0.07 0.11918 0
0.8204 0.08 0.11918 0
0.82781 0.09 0.11918 0
0.83601 0.1 0.11918 0
0.84494 0.11 0.11918 0
0.85459 0.12 0.11918 0
0.86491 0.13 0.11918 0
0.87586 0.14 0.11918 0
0.8874 0.15 0.11918 0
0.89949 0.16 0.11918 0
0.91207 0.17 0.11918 0
0.9251 0.18 0.11918 0
0.93853 0.19 0.11918 0
0.9523 0.2 0.11918 0
0.96636 0.21 0.11918 0
0.98066 0.22 0.11918 0
0.99514 0.23 0.11918 0
1.0097 0.24 0.11918 0
1.0244 0.25 0.11918 0
1.0391 0.26 0.11918 0
1.0537 0.27 0.11918 0
1.0682 0.28 0.11918 0
1.0825 0.29 0.11918 0
1.0966 0.3 0.11918 0
1.1104 0.31 0.11918 0
1.1239 0.32 0.11918 0
1.137 0.33 0.11918 0
1.1497 0.34 0.11918 0
1.1619 0.35 0.11918 0
1.1735 0.36 0.11918 0
1.1845 0.37 0.11918 0
1.1949 0.38 0.11918 0
1.2047 0.39 0.11918 0
1.2137 0.4 0.11918 0
1.222 0.41 0.11918 0
1.2295 0.42 0.11918 0
1.2362 0.43 0.11918 0
1.242 0.44 0.11918 0
1.247 0.45 0.11918 0
1.2511 0.46 0.11918 0
1.2543 0.47 0.11918 0
1.2566 0.48 0.11918 0
1.258 0.49 0.11918 0
1.2585 0.5 0.11918 0
1.258 0.51 0.11918 0
1.2566 0.52 0.11918 0
1.2543 0.53 0.11918 0
1.2511 0.54 0.11918 0
1.247 0.55 0.11918 0
1.242 0.56 0.11918 0
1.2362 0.57 0.11918 0
1.2295 0.58 0.11918 0
1.222 0.59 0.11918 0
1.2137 0.6 0.11918 0
1.2047 0.61 0.11918 0
1.1949 0.62 0.11918 0
1.1845 0.63 0.11918 0
1.1735 0.64 0.11918 0
1.1619 0.65 0.11918 0
1.1497 0.66 0.11918 0
1.137 0.67 0.11918 0
1.1239 0.68 0.11918 0
1.1104 0.69 0.11918 0
1.0966 0.7 0.11918 0
1.0825 0.71 0.11918 0
1.0682 0.72 0.11918 0
1.0537 0.73 0.11918 0
1.0391 0.74 0.11918 0
1.0244 0.75 0.11918 0
1.0097 0.76 0.11918 0
0.99514 0.77 0.11918 0
0.98066 0.78 0.11918 0
0.96636 0.79 0.11918 0
0.9523 0.8 0.11918 0
0.93853 0.81 0.11918 0
0.9251 0.82 0.11918 0
0.91207 0.83 0.11918 0
0.89949 0.84 0.11918 0
0.8874 0.85 0.11918 0
0.87586 0.86 0.11918 0
0.86491 0.87 0.11918 0
0.85459 0.88 0.11918 0
0.84494 0.89 0.11918 0
0.83601 0.9 0.11918 0
0.82781 0.91 0.11918 0
0.8204 0.92 0.11918 0
0.81378 0.93 0.11918 0
0.808 0.94 0.11918 0
0.80307 0.95 0.11918 0
0.79901 0.96 0.11918 0
0.79583 0.97 0.11918 0
0.79356 0.98 0.11918 0
0.79219 0.99 0.11918 0
0.79173 1 0.11918 0
0.80365 0 0.12717 0
0.80409 0.01 0.12717 0
0.80539 0.02 0.12717 0
0.80756 0.03 0.12717 0
0.81058 0.04 0.12717 0
0.81445 0.05 0.12717 0
0.81914 0.06 0.12717 0
0.82464 0.07 0.12717 0
0.83094 0.08 0.12717 0
0.838 0.09 0.12717 0
0.8458 0.1 0.12717 0
0.8543 0.11 0.12717 0
0.86348 0.12 0.12717 0
0.8733 0.13 0.12717 0
0.88373 0.14 0.12717 0
0.89471 0.15 0.12717 0
0.90621 0.16 0.12717 0
0.91819 0.17 0.12717 0
0.93059 0.18 0.12717 0
0.94336 0.19 0.12717 0
0.95647 0.2 0.12717 0
0.96985 0.21 0.12717 0
0.98345 0.22 0.12717 0
0.99723 0.23 0.12717 0
1.0111 0.24 0.12717 0
1.0251 0.25 0.12717 0
1.039 0.26 0.12717 0
1.0529 0.27 0.12717 0
1.0667 0.28 0.12717 0
1.0804 0.29 0.12717 0
1.0938 0.3 0.12717 0
1.1069 0.31 0.12717 0
1.1198 0.32 0.12717 0
1.1322 0.33 0.12717 0
1.1443 0.34 0.12717 0
1.1559 0.35 0.12717 0
1.1669 0.36 0.12717 0
1.1774 0.37 0.12717 0
1.1873 0.38 0.12717 0
1.1966 0.39 0.12717 0
1.2052 0.4 0.12717 0
1.213 0.41 0.12717 0
1.2202 0.42 0.12717 0
1.2265 0.43 0.12717 0
1.2321 0.44 0.12717 0
1.2368 0.45 0.12717 0
1.2408 0.46 0.12717 0
1.2438 0.47 0.12717 0
1.246 0.48 0.12717 0
1.2473 0.49 0.12717 0
1.2478 0.5 0.12717 0
1.2473 0.51 0.12717 0
1.246 0.52 0.12717 0
1.2438 0.53 0.12717 0
1.2408 0.54 0.12717 0
1.2368 0.55 0.12717 0
1.2321 0.56 0.12717 0
1.2265 0.57 0.12717 0
1.2202 0.58 0.12717 0
1.213 0.59 0.12717 0
1.2052 0.6 0.12717 0
1.1966 0.61 0.12717 0
1.1873 0.62 0.12717 0
1.1774 0.63 0.12717 0
1.1669 0.64 0.12717 0
1.1559 0.65 0.12717 0
1.1443 0.66 0.12717 0
1.1322 0.67 0.12717 0
1.1198 0.68 0.12717 0
1.1069 0.69 0.12717 0
1.0938 0.7 0.12717 0
1.0804 0.71 0.12717 0
1.0667 0.72 0.12717 0
1.0529 0.73 0.12717 0
1.039 0.74 0.12717 0
1.0251 0.75 0.12717 0
1.0111 0.76 0.12717 0
0.99723 0.77 0.12717 0
0.98345 0.78 0.12717 0
0.96985 0.79 0.12717 0
0.95647 0.8 0.12717 0
0.94336 0.81 0.12717 0
0.93059 0.82 0.12717 0
0.91819 0.83 0.12717 0
0.90621 0.84 0.12717 0
0.89471 0.85 0.12717 0
0.88373 0.86 0.12717 0
0.8733 0.87 0.12717 0
0.86348 0.88 0.12717 0
0.8543 0.89 0.12717 0
0.8458 0.9 0.12717 0
0.838 0.91 0.12717 0
0.83094 0.92 0.12717 0
0.82464 0.93 0.12717 0
0.81914 0.94 0.12717 0
0.81445 0.95 0.12717 0
0.81058 0.96 0.12717 0
0.80756 0.97 0.12717 0
0.80539 0.98 0.12717 0
0.80409 0.99 0.12717 0
0.80365 1 0.12717 0
0.8153 0 0.13542 0
0.81572 0.01 0.13542 0
0.81696 0.02 0.13542 0
0.81901 0.03 0.13542 0
0.82189 0.04 0.13542 0
0.82556 0.05 0.13542 0
0.83002 0.06 0.13542 0
0.83525 0.07 0.13542 0
0.84124 0.08 0.13542 0
0.84795 0.09 0.13542 0
0.85536 0.1 0.13542 0
0.86344 0.11 0.13542 0
0.87217 0.12 0.13542 0
0.8815 0.13 0.13542 0
0.8914 0.14 0.13542 0
0.90184 0.15 0.13542 0
0.91277 0.16 0.13542 0
0.92415 0.17 0.13542 0
0.93593 0.18 0.13542 0
0.94807 0.19 0.13542 0
0.96052 0.2 0.13542 0
0.97324 0.21 0.13542 0
0.98616 0.22 0.13542 0
0.99924 0.23 0.13542 0
1.0124 0.24 0.13542 0
1.0257 0.25 0.13542 0
1.0389 0.26 0.13542 0
1.0522 0.27 0.13542 0
1.0653 0.28 0.13542 0
1.0782 0.29 0.13542 0
1.091 0.3 0.13542 0
1.1035 0.31 0.13542 0
1.1157 0.32 0.13542 0
1.1275 0.33 0.13542 0
1.1389 0.34 0.13542 0
1.1499 0.35 0.13542 0
1.1604 0.36 0.13542 0
1.1704 0.37 0.13542 0
1.1798 0.38 0.13542 0
1.1886 0.39 0.13542 0
1.1968 0.4 0.13542 0
1.2042 0.41 0.13542 0
1.211 0.42 0.13542 0
1.2171 0.43 0.13542 0
1.2223 0.44 0.13542 0
1.2269 0.45 0.13542 0
1.2306 0.46 0.13542 0
1.2335 0.47 0.13542 0
1.2356 0.48 0.13542 0
1.2368 0.49 0.13542 0
1.2372 0.5 0.13542 0
1.2368 0.51 0.13542 0
1.2356 0.52 0.13542 0
1.2335 0.53 0.13542 0
1.2306 0.54 0.13542 0
1.2269 0.55 0.13542 0
1.2223 0.56 0.13542 0
1.2171 0.57 0.13542 0
1.211 0.58 0.13542 0
1.2042 0.59 0.13542 0
1.1968 0.6 0.13542 0
1.1886 0.61 0.13542 0
1.1798 0.62 0.13542 0
1.1704 0.63 0.13542 0
1.1604 0.64 0.13542 0
1.1499 0.65 0.13542 0
1.1389 0.66 0.13542 0
1.1275 0.67 0.13542 0
1.1157 0.68 0.13542 0
1.1035 0.69 0.13542 0
1.091 0.7 0.13542 0
1.0782 0.71 0.13542 0
1.0653 0.72 0.13542 0
1.0522 0.73 0.13542 0
1.0389 0.74 0.13542 0
1.0257 0.75 0.13542 0
1.0124 0.76 0.13542 0
0.99924 0.77 0.13542 0
0.98616 0.78 0.13542 0
0.97324 0.79 0.13542 0
0.96052 0.8 0.13542 0
0.94807 0.81 0.13542 0
0.93593 0.82 0.13542 0
0.92415 0.83 0.13542 0
0.91277 0.84 0.13542 0
0.90184 0.85 0.13542 0
0.8914 0.86 0.13542 0
0.8815 0.87 0.13542 0
0.87217 0.88 0.13542 0
0.86344 0.89 0.13542 0
0.85536 0.9 0.13542 0
0.84795 0.91 0.13542 0
0.84124 0.92 0.13542 0
0.83525 0.93 0.13542 0
0.83002 0.94 0.13542 0
0.82556 0.95 0.13542 0
0.82189 0.96 0.13542 0
0.81901 0.97 0.13542 0
0.81696 0.98 0.13542 0
0.81572 0.99 0.13542 0
0.8153 1 0.13542 0
0.82667 0 0.14395 0
0.82706 0.01 0.14395 0
0.82823 0.02 0.14395 0
0.83019 0.03 0.14395 0
0.83291 0.04 0.14395 0
0.8364 0.05 0.14395 0
0.84064 0.06 0.14395 0
0.8456 0.07 0.14395 0
0.85128 0.08 0.14395 0
0.85765 0.09 0.14395 0
0.86468 0.1 0.14395 0
0.87235 0.11 0.14395 0
0.88063 0.12 0.14395 0
0.88948 0.13 0.14395 0
0.89888 0.14 0.14395 0
0.90878 0.15 0.14395 0
0.91915 0.16 0.14395 0
0.92995 0.17 0.14395 0
0.94112 0.18 0.14395 0
0.95264 0.19 0.14395 0
0.96445 0.2 0.14395 0
0.97651 0.21 0.14395 0
0.98877 0.22 0.14395 0
1.0012 0.23 0.14395 0
1.0137 0.24 0.14395 0
1.0263 0.25 0.14395 0
1.0388 0.26 0.14395 0
1.0514 0.27 0.14395 0
1.0638 0.28 0.14395 0
1.0761 0.29 0.14395 0
1.0882 0.3 0.14395 0
1.1 0.31 0.14395 0
1.1116 0.32 0.14395 0
1.1228 0.33 0.14395 0
1.1337 0.34 0.14395 0
1.1441 0.35 0.14395 0
1.1541 0.36 0.14395 0
1.1635 0.37 0.14395 0
1.1724 0.38 0.14395 0
1.1808 0.39 0.14395 0
1.1885 0.4 0.14395 0
1.1956 0.41 0.14395 0
1.202 0.42 0.14395 0
1.2078 0.43 0.14395 0
1.2128 0.44 0.14395 0
1.2171 0.45 0.14395 0
1.2206 0.46 0.14395 0
1.2233 0.47 0.14395 0
1.2253 0.48 0.14395 0
1.2265 0.49 0.14395 0
1.2269 0.5 0.14395 0
1.2265 0.51 0.14395 0
1.2253 0.52 0.14395 0
1.2233 0.53 0.14395 0
1.2206 0.54 0.14395 0
1.2171 0.55 0.14395 0
1.2128 0.56 0.14395 0
1.2078 0.57 0.14395 0
1.202 0.58 0.14395 0
1.1956 0.59 0.14395 0
1.1885 0.6 0.14395 0
1.1808 0.61 0.14395 0
1.1724 0.62 0.14395 0
1.1635 0.63 0.14395 0
1.1541 0.64 0.14395 0
1.1441 0.65 0.14395 0
1.1337 0.66 0.14395 0
1.1228 0.67 0.14395 0
1.1116 0.68 0.14395 0
1.1 0.69 0.14395 0
1.0882 0.7 0.14395 0
1.0761 0.71 0.14395 0
1.0638 0.72 0.14395 0
1.0514 0.73 0.14395 0
1.0388 0.74 0.14395 0
1.0263 0.75 0.14395 0
1.0137 0.76 0.14395 0
1.0012 0.77 0.14395 0
0.98877 0.78 0.14395 0
0.97651 0.79 0.14395 0
0.96445 0.8 0.14395 0
0.95264 0.81 0.14395 0
0.94112 0.82 0.14395 0
0.92995 0.83 0.14395 0
0.91915 0.84 0.14395 0
0.90878 0.85 0.14395 0
0.89888 0.86 0.14395 0
0.88948 0.87 0.14395 0
0.88063 0.88 0.14395 0
0.87235 0.89 0.14395 0
0.86468 0.9 0.14395 0
0.85765 0.91 0.14395 0
0.85128 0.92 0.14395 0
0.8456 0.93 0.14395 0
0.84064 0.94 0.14395 0
0.8364 0.95 0.14395 0
0.83291 0.96 0.14395 0
0.83019 0.97 0.14395 0
0.82823 0.98 0.14395 0
0.82706 0.99 0.14395 0
0.82667 1 0.14395 0
0.83773 0 0.15276 0
0.8381 0.01 0.15276 0
0.83922 0.02 0.15276 0
0.84107 0.03 0.15276 0
0.84365 0.04 0.15276 0
0.84696 0.05 0.15276 0
0.85097 0.06 0.15276 0
0.85567 0.07 0.15276 0
0.86105 0.08 0.15276 0
0.86709 0.09 0.15276 0
0.87375 0.1 0.15276 0
0.88102 0.11 0.15276 0
0.88886 0.12 0.15276 0
0.89725 0.13 0.15276 0
0.90615 0.14 0.15276 0
0.91553 0.15 0.15276 0
0.92535 0.16 0.15276 0
0.93558 0.17 0.15276 0
0.94617 0.18 0.15276 0
0.95708 0.19 0.15276 0
0.96826 0.2 0.15276 0
0.97969 0.21 0.15276 0
0.9913 0.22 0.15276 0
1.0031 0.23 0.15276 0
1.0149 0.24 0.15276 0
1.0268 0.25 0.15276 0
1.0387 0.26 0.15276 0
1.0506 0.27 0.15276 0
1.0624 0.28 0.15276 0
1.074 0.29 0.15276 0
1.0854 0.3 0.15276 0
1.0967 0.31 0.15276 0
1.1076 0.32 0.15276 0
1.1182 0.33 0.15276 0
1.1285 0.34 0.15276 0
1.1384 0.35 0.15276 0
1.1478 0.36 0.15276 0
1.1568 0.37 0.15276 0
1.1652 0.38 0.15276 0
1.1731 0.39 0.15276 0
1.1804 0.4 0.15276 0
1.1872 0.41 0.15276 0
1.1932 0.42 0.15276 0
1.1987 0.43 0.15276 0
1.2034 0.44 0.15276 0
1.2075 0.45 0.15276 0
1.2108 0.46 0.15276 0
1.2134 0.47 0.15276 0
1.2153 0.48 0.15276 0
1.2164 0.49 0.15276 0
1.2168 0.5 0.15276 0
1.2164 0.51 0.15276 0
1.2153 0.52 0.15276 0
1.2134 0.53 0.15276 0
1.2108 0.54 0.15276 0
1.2075 0.55 0.15276 0
1.2034 0.56 0.15276 0
1.1987 0.57 0.15276 0
1.1932 0.58 0.15276 0
1.1872 0.59 0.15276 0
1.1804 0.6 0.15276 0
1.1731 0.61 0.15276 0
1.1652 0.62 0.15276 0
1.1568 0.63 0.15276 0
1.1478 0.64 0.15276 0
1.1384 0.65 0.15276 0
1.1285 0.66 0.15276 0
1.1182 0.67 0.15276 0
1.1076 0.68 0.15276 0
1.0967 0.69 0.15276 0
1.0854 0.7 0.15276 0
1.074 0.71 0.15276 0
1.0624 0.72 0.15276 0
1.0506 0.73 0.15276 0
1.0387 0.74 0.15276 0
1.0268 0.75 0.15276 0
1.0149 0.76 0.15276 0
1.0031 0.77 0.15276 0
0.9913 0.78 0.15276 0
0.97969 0.79 0.15276 0
0.96826 0.8 0.15276 0
0.95708 0.81 0.15276 0
0.94617 0.82 0.15276 0
0.93558 0.83 0.15276 0
0.92535 0.84 0.15276 0
0.91553 0.85 0.15276 0
0.90615 0.86 0.15276 0
0.89725 0.87 0.15276 0
0.88886 0.88 0.15276 0
0.88102 0.89 0.15276 0
0.87375 0.9 0.15276 0
0.86709 0.91 0.15276 0
0.86105 0.92 0.15276 0
0.85567 0.93 0.15276 0
0.85097 0.94 0.15276 0
0.84696 0.95 0.15276 0
0.84365 0.96 0.15276 0
0.84107 0.97 0.15276 0
0.83922 0.98 0.15276 0
0.8381 0.99 0.15276 0
0.83773 1 0.15276 0
0.84849 0 0.16187 0
0.84884 0.01 0.16187 0
0.84989 0.02 0.16187 0
0.85165 0.03 0.16187 0
0.85409 0.04 0.16187 0
0.85722 0.05 0.16187 0
0.86101 0.06 0.16187 0
0.86546 0.07 0.16187 0
0.87055 0.08 0.16187 0
0.87626 0.09 0.16187 0
