3.022E+00	1.680E+00	3.313E+00
3.117E+00	1.687E+00	3.551E+00
3.216E+00	1.694E+00	3.807E+00
3.317E+00	1.701E+00	4.080E+00
3.422E+00	1.709E+00	4.373E+00
3.530E+00	1.716E+00	4.686E+00
3.641E+00	1.724E+00	5.021E+00
3.756E+00	1.731E+00	5.379E+00
3.875E+00	1.739E+00	5.763E+00
3.997E+00	1.747E+00	6.173E+00
4.123E+00	1.755E+00	6.612E+00
4.253E+00	1.764E+00	7.081E+00
4.388E+00	1.772E+00	7.583E+00
4.526E+00	1.780E+00	8.120E+00
4.669E+00	1.789E+00	8.694E+00
4.816E+00	1.798E+00	9.308E+00
4.968E+00	1.806E+00	9.964E+00
5.125E+00	1.815E+00	1.067E+01
5.287E+00	1.824E+00	1.142E+01
5.454E+00	1.834E+00	1.222E+01
5.626E+00	1.843E+00	1.308E+01
5.803E+00	1.852E+00	1.399E+01
5.987E+00	1.862E+00	1.497E+01
6.175E+00	1.871E+00	1.602E+01
6.370E+00	1.881E+00	1.713E+01
6.571E+00	1.891E+00	1.833E+01
6.779E+00	1.901E+00	1.961E+01
6.993E+00	1.911E+00	2.097E+01
7.213E+00	1.921E+00	2.243E+01
7.441E+00	1.931E+00	2.398E+01
7.676E+00	1.941E+00	2.564E+01
7.918E+00	1.952E+00	2.742E+01
8.168E+00	1.962E+00	2.931E+01
8.426E+00	1.973E+00	3.134E+01
8.692E+00	1.983E+00	3.350E+01
8.966E+00	1.994E+00	3.581E+01
9.249E+00	2.005E+00	3.827E+01
9.541E+00	2.016E+00	4.091E+01
9.842E+00	2.027E+00	4.372E+01
1.015E+01	2.038E+00	4.672E+01
1.047E+01	2.049E+00	4.992E+01
1.080E+01	2.061E+00	5.334E+01
1.114E+01	2.072E+00	5.699E+01
1.150E+01	2.084E+00	6.088E+01
1.186E+01	2.095E+00	6.504E+01
1.223E+01	2.107E+00	6.948E+01
1.262E+01	2.119E+00	7.421E+01
1.302E+01	2.131E+00	7.927E+01
1.343E+01	2.142E+00	8.466E+01
1.385E+01	2.154E+00	9.042E+01
1.429E+01	2.167E+00	9.657E+01
1.474E+01	2.179E+00	1.031E+02
1.521E+01	2.191E+00	1.101E+02
1.569E+01	2.203E+00	1.176E+02
1.618E+01	2.216E+00	1.256E+02
1.669E+01	2.228E+00	1.341E+02
1.722E+01	2.241E+00	1.432E+02
1.776E+01	2.253E+00	1.529E+02
1.832E+01	2.266E+00	1.633E+02
1.890E+01	2.279E+00	1.744E+02
1.950E+01	2.292E+00	1.862E+02
2.011E+01	2.305E+00	1.988E+02
2.075E+01	2.318E+00	2.123E+02
2.140E+01	2.331E+00	2.267E+02
2.208E+01	2.344E+00	2.421E+02
2.277E+01	2.357E+00	2.585E+02
2.349E+01	2.370E+00	2.761E+02
2.424E+01	2.384E+00	2.324E+02
2.523E+01	2.401E+00	3.859E+02
2.547E+01	2.405E+00	3.242E+02
2.570E+01	2.409E+00	3.305E+02
2.594E+01	2.413E+00	3.369E+02
2.618E+01	2.417E+00	3.434E+02
2.643E+01	2.421E+00	3.501E+02
2.667E+01	2.425E+00	3.569E+02
2.692E+01	2.429E+00	3.638E+02
2.717E+01	2.433E+00	3.709E+02
2.742E+01	2.437E+00	3.781E+02
2.768E+01	2.441E+00	3.854E+02
2.793E+01	2.445E+00	3.929E+02
2.819E+01	2.449E+00	4.005E+02
2.845E+01	2.453E+00	4.082E+02
2.872E+01	2.457E+00	4.161E+02
2.898E+01	2.462E+00	4.242E+02
2.925E+01	2.466E+00	4.324E+02
2.952E+01	2.470E+00	4.408E+02
2.980E+01	2.474E+00	4.493E+02
3.008E+01	2.478E+00	4.580E+02
3.035E+01	2.482E+00	4.669E+02
3.064E+01	2.486E+00	4.759E+02
3.092E+01	2.490E+00	4.851E+02
3.121E+01	2.494E+00	4.945E+02
3.150E+01	2.499E+00	5.041E+02
