#"T"	"Points:0"	"Points:1"	"Points:2"
1.0129	0.21	0.18	0
1.0174	0.22	0.18	0
1.0218	0.23	0.18	0
1.0263	0.24	0.18	0
1.0309	0.25	0.18	0
1.0354	0.26	0.18	0
1.0399	0.27	0.18	0
1.0444	0.28	0.18	0
1.0488	0.29	0.18	0
1.0531	0.3	0.18	0
1.0574	0.31	0.18	0
1.0615	0.32	0.18	0
1.0656	0.33	0.18	0
1.0695	0.34	0.18	0
1.0732	0.35	0.18	0
1.0768	0.36	0.18	0
1.0802	0.37	0.18	0
1.0834	0.38	0.18	0
1.0864	0.39	0.18	0
1.0891	0.4	0.18	0
1.0917	0.41	0.18	0
1.094	0.42	0.18	0
1.096	0.43	0.18	0
1.0978	0.44	0.18	0
1.0993	0.45	0.18	0
1.1006	0.46	0.18	0
1.1016	0.47	0.18	0
1.1023	0.48	0.18	0
1.1027	0.49	0.18	0
1.1029	0.5	0.18	0
0.95475	0	0.19	0
0.9549	0.01	0.19	0
0.95535	0.02	0.19	0
0.9561	0.03	0.19	0
0.95714	0.04	0.19	0
0.95848	0.05	0.19	0
0.9601	0.06	0.19	0
0.962	0.07	0.19	0
0.96417	0.08	0.19	0
0.9666	0.09	0.19	0
0.96929	0.1	0.19	0
0.97222	0.11	0.19	0
0.97538	0.12	0.19	0
0.97876	0.13	0.19	0
0.98235	0.14	0.19	0
0.98612	0.15	0.19	0
0.99007	0.16	0.19	0
0.99419	0.17	0.19	0
0.99844	0.18	0.19	0
1.0028	0.19	0.19	0
1.0073	0.2	0.19	0
1.0119	0.21	0.19	0
1.0166	0.22	0.19	0
1.0213	0.23	0.19	0
1.026	0.24	0.19	0
1.0308	0.25	0.19	0
1.0356	0.26	0.19	0
1.0403	0.27	0.19	0
1.045	0.28	0.19	0
1.0497	0.29	0.19	0
1.0542	0.3	0.19	0
1.0587	0.31	0.19	0
1.0631	0.32	0.19	0
1.0673	0.33	0.19	0
1.0714	0.34	0.19	0
1.0754	0.35	0.19	0
1.0791	0.36	0.19	0
1.0827	0.37	0.19	0
1.0861	0.38	0.19	0
1.0892	0.39	0.19	0
1.0921	0.4	0.19	0
1.0948	0.41	0.19	0
1.0972	0.42	0.19	0
1.0994	0.43	0.19	0
1.1013	0.44	0.19	0
1.1029	0.45	0.19	0
1.1042	0.46	0.19	0
1.1053	0.47	0.19	0
1.106	0.48	0.19	0
1.1065	0.49	0.19	0
1.1066	0.5	0.19	0
0.95055	0	0.2	0
0.95071	0.01	0.2	0
0.95119	0.02	0.2	0
0.95198	0.03	0.2	0
0.95308	0.04	0.2	0
0.95448	0.05	0.2	0
0.95619	0.06	0.2	0
0.95819	0.07	0.2	0
0.96048	0.08	0.2	0
0.96305	0.09	0.2	0
0.96588	0.1	0.2	0
0.96897	0.11	0.2	0
0.9723	0.12	0.2	0
0.97586	0.13	0.2	0
0.97964	0.14	0.2	0
0.98362	0.15	0.2	0
0.98778	0.16	0.2	0
0.99212	0.17	0.2	0
0.9966	0.18	0.2	0
1.0012	0.19	0.2	0
1.006	0.2	0.2	0
1.0108	0.21	0.2	0
1.0157	0.22	0.2	0
1.0207	0.23	0.2	0
1.0257	0.24	0.2	0
1.0307	0.25	0.2	0
1.0357	0.26	0.2	0
1.0407	0.27	0.2	0
1.0457	0.28	0.2	0
1.0506	0.29	0.2	0
1.0554	0.3	0.2	0
1.0602	0.31	0.2	0
1.0648	0.32	0.2	0
1.0693	0.33	0.2	0
1.0736	0.34	0.2	0
1.0777	0.35	0.2	0
1.0817	0.36	0.2	0
1.0855	0.37	0.2	0
1.089	0.38	0.2	0
1.0923	0.39	0.2	0
1.0954	0.4	0.2	0
1.0982	0.41	0.2	0
1.1008	0.42	0.2	0
1.1031	0.43	0.2	0
1.1051	0.44	0.2	0
1.1068	0.45	0.2	0
1.1082	0.46	0.2	0
1.1093	0.47	0.2	0
1.11	0.48	0.2	0
1.1105	0.49	0.2	0
1.1107	0.5	0.2	0
0.94603	0	0.21	0
0.9462	0.01	0.21	0
0.9467	0.02	0.21	0
0.94753	0.03	0.21	0
0.94869	0.04	0.21	0
0.95018	0.05	0.21	0
0.95198	0.06	0.21	0
0.95409	0.07	0.21	0
0.9565	0.08	0.21	0
0.95921	0.09	0.21	0
0.9622	0.1	0.21	0
0.96546	0.11	0.21	0
0.96897	0.12	0.21	0
0.97273	0.13	0.21	0
0.97672	0.14	0.21	0
0.98092	0.15	0.21	0
0.98531	0.16	0.21	0
0.98989	0.17	0.21	0
0.99462	0.18	0.21	0
0.9995	0.19	0.21	0
1.0045	0.2	0.21	0
1.0096	0.21	0.21	0
1.0148	0.22	0.21	0
1.02	0.23	0.21	0
1.0253	0.24	0.21	0
1.0306	0.25	0.21	0
1.0359	0.26	0.21	0
1.0412	0.27	0.21	0
1.0464	0.28	0.21	0
1.0516	0.29	0.21	0
1.0567	0.3	0.21	0
1.0617	0.31	0.21	0
1.0666	0.32	0.21	0
1.0713	0.33	0.21	0
1.0759	0.34	0.21	0
1.0802	0.35	0.21	0
1.0844	0.36	0.21	0
1.0884	0.37	0.21	0
1.0922	0.38	0.21	0
1.0957	0.39	0.21	0
1.0989	0.4	0.21	0
1.1019	0.41	0.21	0
1.1046	0.42	0.21	0
1.107	0.43	0.21	0
1.1091	0.44	0.21	0
1.1109	0.45	0.21	0
1.1124	0.46	0.21	0
1.1135	0.47	0.21	0
1.1144	0.48	0.21	0
1.1149	0.49	0.21	0
1.115	0.5	0.21	0
0.94117	0	0.22	0
0.94134	0.01	0.22	0
0.94187	0.02	0.22	0
0.94275	0.03	0.22	0
0.94397	0.04	0.22	0
0.94554	0.05	0.22	0
0.94744	0.06	0.22	0
0.94967	0.07	0.22	0
0.95222	0.08	0.22	0
0.95508	0.09	0.22	0
0.95824	0.1	0.22	0
0.96168	0.11	0.22	0
0.96539	0.12	0.22	0
0.96936	0.13	0.22	0
0.97357	0.14	0.22	0
0.97801	0.15	0.22	0
0.98265	0.16	0.22	0
0.98748	0.17	0.22	0
0.99248	0.18	0.22	0
0.99763	0.19	0.22	0
1.0029	0.2	0.22	0
1.0083	0.21	0.22	0
1.0138	0.22	0.22	0
1.0193	0.23	0.22	0
1.0249	0.24	0.22	0
1.0305	0.25	0.22	0
1.0361	0.26	0.22	0
1.0417	0.27	0.22	0
1.0472	0.28	0.22	0
1.0527	0.29	0.22	0
1.0581	0.3	0.22	0
1.0634	0.31	0.22	0
1.0685	0.32	0.22	0
1.0735	0.33	0.22	0
1.0783	0.34	0.22	0
1.083	0.35	0.22	0
1.0874	0.36	0.22	0
1.0916	0.37	0.22	0
1.0955	0.38	0.22	0
1.0992	0.39	0.22	0
1.1027	0.4	0.22	0
1.1058	0.41	0.22	0
1.1087	0.42	0.22	0
1.1112	0.43	0.22	0
1.1134	0.44	0.22	0
1.1153	0.45	0.22	0
1.1169	0.46	0.22	0
1.1181	0.47	0.22	0
1.119	0.48	0.22	0
1.1195	0.49	0.22	0
1.1197	0.5	0.22	0
0.93593	0	0.23	0
0.93612	0.01	0.23	0
0.93668	0.02	0.23	0
0.93761	0.03	0.23	0
0.9389	0.04	0.23	0
0.94056	0.05	0.23	0
0.94257	0.06	0.23	0
0.94492	0.07	0.23	0
0.94762	0.08	0.23	0
0.95064	0.09	0.23	0
0.95398	0.1	0.23	0
0.95761	0.11	0.23	0
0.96154	0.12	0.23	0
0.96574	0.13	0.23	0
0.97019	0.14	0.23	0
0.97487	0.15	0.23	0
0.97978	0.16	0.23	0
0.98489	0.17	0.23	0
0.99018	0.18	0.23	0
0.99562	0.19	0.23	0
1.0012	0.2	0.23	0
1.0069	0.21	0.23	0
1.0127	0.22	0.23	0
1.0185	0.23	0.23	0
1.0244	0.24	0.23	0
1.0304	0.25	0.23	0
1.0363	0.26	0.23	0
1.0422	0.27	0.23	0
1.0481	0.28	0.23	0
1.0539	0.29	0.23	0
1.0595	0.3	0.23	0
1.0651	0.31	0.23	0
1.0706	0.32	0.23	0
1.0758	0.33	0.23	0
1.0809	0.34	0.23	0
1.0858	0.35	0.23	0
1.0905	0.36	0.23	0
1.095	0.37	0.23	0
1.0992	0.38	0.23	0
1.1031	0.39	0.23	0
1.1067	0.4	0.23	0
1.11	0.41	0.23	0
1.1131	0.42	0.23	0
1.1158	0.43	0.23	0
1.1181	0.44	0.23	0
1.1201	0.45	0.23	0
1.1218	0.46	0.23	0
1.1231	0.47	0.23	0
1.124	0.48	0.23	0
1.1245	0.49	0.23	0
1.1247	0.5	0.23	0
0.93031	0	0.24	0
0.93051	0.01	0.24	0
0.9311	0.02	0.24	0
0.93208	0.03	0.24	0
0.93345	0.04	0.24	0
0.9352	0.05	0.24	0
0.93733	0.06	0.24	0
0.93982	0.07	0.24	0
0.94267	0.08	0.24	0
0.94587	0.09	0.24	0
0.9494	0.1	0.24	0
0.95325	0.11	0.24	0
0.9574	0.12	0.24	0
0.96184	0.13	0.24	0
0.96655	0.14	0.24	0
0.97151	0.15	0.24	0
0.9767	0.16	0.24	0
0.9821	0.17	0.24	0
0.98769	0.18	0.24	0
0.99345	0.19	0.24	0
0.99936	0.2	0.24	0
1.0054	0.21	0.24	0
1.0115	0.22	0.24	0
1.0177	0.23	0.24	0
1.024	0.24	0.24	0
1.0302	0.25	0.24	0
1.0365	0.26	0.24	0
1.0428	0.27	0.24	0
1.049	0.28	0.24	0
1.0551	0.29	0.24	0
1.0611	0.3	0.24	0
1.067	0.31	0.24	0
1.0728	0.32	0.24	0
1.0784	0.33	0.24	0
1.0838	0.34	0.24	0
1.0889	0.35	0.24	0
1.0939	0.36	0.24	0
1.0986	0.37	0.24	0
1.103	0.38	0.24	0
1.1072	0.39	0.24	0
1.111	0.4	0.24	0
1.1146	0.41	0.24	0
1.1178	0.42	0.24	0
1.1206	0.43	0.24	0
1.1231	0.44	0.24	0
1.1252	0.45	0.24	0
1.127	0.46	0.24	0
1.1283	0.47	0.24	0
1.1293	0.48	0.24	0
1.1299	0.49	0.24	0
1.1301	0.5	0.24	0
0.92427	0	0.25	0
0.92448	0.01	0.25	0
0.92511	0.02	0.25	0
0.92615	0.03	0.25	0
0.9276	0.04	0.25	0
0.92945	0.05	0.25	0
0.9317	0.06	0.25	0
0.93434	0.07	0.25	0
0.93736	0.08	0.25	0
0.94074	0.09	0.25	0
0.94448	0.1	0.25	0
0.94855	0.11	0.25	0
0.95295	0.12	0.25	0
0.95765	0.13	0.25	0
0.96263	0.14	0.25	0
0.96789	0.15	0.25	0
0.97338	0.16	0.25	0
0.9791	0.17	0.25	0
0.98503	0.18	0.25	0
0.99113	0.19	0.25	0
0.99738	0.2	0.25	0
1.0038	0.21	0.25	0
1.0102	0.22	0.25	0
1.0168	0.23	0.25	0
1.0234	0.24	0.25	0
1.0301	0.25	0.25	0
1.0367	0.26	0.25	0
1.0433	0.27	0.25	0
1.0499	0.28	0.25	0
1.0564	0.29	0.25	0
1.0628	0.3	0.25	0
1.069	0.31	0.25	0
1.0751	0.32	0.25	0
1.081	0.33	0.25	0
1.0868	0.34	0.25	0
1.0923	0.35	0.25	0
1.0975	0.36	0.25	0
1.1025	0.37	0.25	0
1.1072	0.38	0.25	0
1.1116	0.39	0.25	0
1.1157	0.4	0.25	0
1.1194	0.41	0.25	0
1.1228	0.42	0.25	0
1.1258	0.43	0.25	0
1.1284	0.44	0.25	0
1.1307	0.45	0.25	0
1.1326	0.46	0.25	0
1.134	0.47	0.25	0
1.135	0.48	0.25	0
1.1357	0.49	0.25	0
1.1359	0.5	0.25	0
0.9178	0	0.26	0
0.91802	0.01	0.26	0
0.91868	0.02	0.26	0
0.91979	0.03	0.26	0
0.92132	0.04	0.26	0
0.92329	0.05	0.26	0
0.92567	0.06	0.26	0
0.92847	0.07	0.26	0
0.93166	0.08	0.26	0
0.93525	0.09	0.26	0
0.9392	0.1	0.26	0
0.94352	0.11	0.26	0
0.94817	0.12	0.26	0
0.95315	0.13	0.26	0
0.95843	0.14	0.26	0
0.964	0.15	0.26	0
0.96982	0.16	0.26	0
0.97588	0.17	0.26	0
0.98216	0.18	0.26	0
0.98862	0.19	0.26	0
0.99525	0.2	0.26	0
1.002	0.21	0.26	0
1.0089	0.22	0.26	0
1.0158	0.23	0.26	0
1.0229	0.24	0.26	0
1.0299	0.25	0.26	0
1.0369	0.26	0.26	0
1.0439	0.27	0.26	0
1.0509	0.28	0.26	0
1.0578	0.29	0.26	0
1.0645	0.3	0.26	0
1.0712	0.31	0.26	0
1.0776	0.32	0.26	0
1.0839	0.33	0.26	0
1.09	0.34	0.26	0
1.0958	0.35	0.26	0
1.1014	0.36	0.26	0
1.1067	0.37	0.26	0
1.1116	0.38	0.26	0
1.1163	0.39	0.26	0
1.1206	0.4	0.26	0
1.1246	0.41	0.26	0
1.1282	0.42	0.26	0
1.1314	0.43	0.26	0
1.1342	0.44	0.26	0
1.1366	0.45	0.26	0
1.1385	0.46	0.26	0
1.1401	0.47	0.26	0
1.1412	0.48	0.26	0
1.1418	0.49	0.26	0
1.142	0.5	0.26	0
0.91086	0	0.27	0
0.91109	0.01	0.27	0
0.9118	0.02	0.27	0
0.91296	0.03	0.27	0
0.91459	0.04	0.27	0
0.91667	0.05	0.27	0
0.9192	0.06	0.27	0
0.92216	0.07	0.27	0
0.92555	0.08	0.27	0
0.92935	0.09	0.27	0
0.93354	0.1	0.27	0
0.93812	0.11	0.27	0
0.94305	0.12	0.27	0
0.94833	0.13	0.27	0
0.95393	0.14	0.27	0
0.95982	0.15	0.27	0
0.966	0.16	0.27	0
0.97242	0.17	0.27	0
0.97908	0.18	0.27	0
0.98593	0.19	0.27	0
0.99295	0.2	0.27	0
1.0001	0.21	0.27	0
1.0074	0.22	0.27	0
1.0148	0.23	0.27	0
1.0222	0.24	0.27	0
1.0297	0.25	0.27	0
1.0372	0.26	0.27	0
1.0446	0.27	0.27	0
1.052	0.28	0.27	0
1.0593	0.29	0.27	0
1.0664	0.3	0.27	0
1.0735	0.31	0.27	0
1.0803	0.32	0.27	0
1.087	0.33	0.27	0
1.0934	0.34	0.27	0
1.0996	0.35	0.27	0
1.1055	0.36	0.27	0
1.1111	0.37	0.27	0
1.1164	0.38	0.27	0
1.1213	0.39	0.27	0
1.1259	0.4	0.27	0
1.1301	0.41	0.27	0
1.1339	0.42	0.27	0
1.1373	0.43	0.27	0
1.1403	0.44	0.27	0
1.1428	0.45	0.27	0
1.1449	0.46	0.27	0
1.1465	0.47	0.27	0
1.1477	0.48	0.27	0
1.1484	0.49	0.27	0
1.1486	0.5	0.27	0
0.90342	0	0.28	0
0.90367	0.01	0.28	0
0.90442	0.02	0.28	0
0.90565	0.03	0.28	0
0.90738	0.04	0.28	0
0.90959	0.05	0.28	0
0.91226	0.06	0.28	0
0.91541	0.07	0.28	0
0.919	0.08	0.28	0
0.92303	0.09	0.28	0
0.92747	0.1	0.28	0
0.93232	0.11	0.28	0
0.93756	0.12	0.28	0
0.94315	0.13	0.28	0
0.94909	0.14	0.28	0
0.95535	0.15	0.28	0
0.96189	0.16	0.28	0
0.96871	0.17	0.28	0
0.97576	0.18	0.28	0
0.98303	0.19	0.28	0
0.99048	0.2	0.28	0
0.99809	0.21	0.28	0
1.0058	0.22	0.28	0
1.0136	0.23	0.28	0
1.0215	0.24	0.28	0
1.0295	0.25	0.28	0
1.0374	0.26	0.28	0
1.0453	0.27	0.28	0
1.0531	0.28	0.28	0
1.0608	0.29	0.28	0
1.0684	0.3	0.28	0
1.0759	0.31	0.28	0
1.0832	0.32	0.28	0
1.0902	0.33	0.28	0
1.0971	0.34	0.28	0
1.1036	0.35	0.28	0
1.1099	0.36	0.28	0
1.1158	0.37	0.28	0
1.1214	0.38	0.28	0
1.1267	0.39	0.28	0
1.1316	0.4	0.28	0
1.136	0.41	0.28	0
1.1401	0.42	0.28	0
1.1437	0.43	0.28	0
1.1468	0.44	0.28	0
1.1495	0.45	0.28	0
1.1517	0.46	0.28	0
1.1534	0.47	0.28	0
1.1547	0.48	0.28	0
1.1554	0.49	0.28	0
1.1557	0.5	0.28	0
0.89546	0	0.29	0
0.89572	0.01	0.29	0
0.89651	0.02	0.29	0
0.89782	0.03	0.29	0
0.89965	0.04	0.29	0
0.90199	0.05	0.29	0
0.90483	0.06	0.29	0
0.90817	0.07	0.29	0
0.91198	0.08	0.29	0
0.91625	0.09	0.29	0
0.92097	0.1	0.29	0
0.92611	0.11	0.29	0
0.93167	0.12	0.29	0
0.93761	0.13	0.29	0
0.9439	0.14	0.29	0
0.95054	0.15	0.29	0
0.95749	0.16	0.29	0
0.96472	0.17	0.29	0
0.97221	0.18	0.29	0
0.97992	0.19	0.29	0
0.98783	0.2	0.29	0
0.9959	0.21	0.29	0
1.0041	0.22	0.29	0
1.0124	0.23	0.29	0
1.0208	0.24	0.29	0
1.0292	0.25	0.29	0
1.0376	0.26	0.29	0
1.046	0.27	0.29	0
1.0543	0.28	0.29	0
1.0625	0.29	0.29	0
1.0706	0.3	0.29	0
1.0785	0.31	0.29	0
1.0862	0.32	0.29	0
1.0937	0.33	0.29	0
1.101	0.34	0.29	0
1.1079	0.35	0.29	0
1.1146	0.36	0.29	0
1.1209	0.37	0.29	0
1.1269	0.38	0.29	0
1.1324	0.39	0.29	0
1.1376	0.4	0.29	0
1.1423	0.41	0.29	0
1.1466	0.42	0.29	0
1.1504	0.43	0.29	0
1.1538	0.44	0.29	0
1.1566	0.45	0.29	0
1.159	0.46	0.29	0
1.1608	0.47	0.29	0
1.1621	0.48	0.29	0
1.1629	0.49	0.29	0
1.1632	0.5	0.29	0
0.88692	0	0.3	0
0.8872	0.01	0.3	0
0.88804	0.02	0.3	0
0.88943	0.03	0.3	0
0.89138	0.04	0.3	0
0.89386	0.05	0.3	0
0.89688	0.06	0.3	0
0.90041	0.07	0.3	0
0.90446	0.08	0.3	0
0.90899	0.09	0.3	0
0.914	0.1	0.3	0
0.91946	0.11	0.3	0
0.92535	0.12	0.3	0
0.93166	0.13	0.3	0
0.93834	0.14	0.3	0
0.94539	0.15	0.3	0
0.95276	0.16	0.3	0
0.96044	0.17	0.3	0
0.96839	0.18	0.3	0
0.97658	0.19	0.3	0
0.98497	0.2	0.3	0
0.99354	0.21	0.3	0
1.0023	0.22	0.3	0
1.0111	0.23	0.3	0
1.02	0.24	0.3	0
1.0289	0.25	0.3	0
1.0378	0.26	0.3	0
1.0467	0.27	0.3	0
1.0555	0.28	0.3	0
1.0643	0.29	0.3	0
1.0728	0.3	0.3	0
1.0812	0.31	0.3	0
1.0895	0.32	0.3	0
1.0974	0.33	0.3	0
1.1051	0.34	0.3	0
1.1125	0.35	0.3	0
1.1196	0.36	0.3	0
1.1263	0.37	0.3	0
1.1326	0.38	0.3	0
1.1385	0.39	0.3	0
1.144	0.4	0.3	0
1.149	0.41	0.3	0
1.1536	0.42	0.3	0
1.1577	0.43	0.3	0
1.1612	0.44	0.3	0
1.1642	0.45	0.3	0
1.1667	0.46	0.3	0
1.1687	0.47	0.3	0
1.1701	0.48	0.3	0
1.1709	0.49	0.3	0
1.1712	0.5	0.3	0
0.87779	0	0.31	0
0.87808	0.01	0.31	0
0.87897	0.02	0.31	0
0.88045	0.03	0.31	0
0.88251	0.04	0.31	0
0.88515	0.05	0.31	0
0.88835	0.06	0.31	0
0.89211	0.07	0.31	0
0.8964	0.08	0.31	0
0.90122	0.09	0.31	0
0.90653	0.1	0.31	0
0.91233	0.11	0.31	0
0.91859	0.12	0.31	0
0.92528	0.13	0.31	0
0.93238	0.14	0.31	0
0.93986	0.15	0.31	0
0.9477	0.16	0.31	0
0.95585	0.17	0.31	0
0.96429	0.18	0.31	0
0.97299	0.19	0.31	0
0.9819	0.2	0.31	0
0.99101	0.21	0.31	0
1.0003	0.22	0.31	0
1.0096	0.23	0.31	0
1.0191	0.24	0.31	0
1.0286	0.25	0.31	0
1.038	0.26	0.31	0
1.0475	0.27	0.31	0
1.0569	0.28	0.31	0
1.0661	0.29	0.31	0
1.0752	0.3	0.31	0
1.0842	0.31	0.31	0
1.0929	0.32	0.31	0
1.1014	0.33	0.31	0
1.1095	0.34	0.31	0
1.1174	0.35	0.31	0
1.1249	0.36	0.31	0
1.132	0.37	0.31	0
1.1387	0.38	0.31	0
1.145	0.39	0.31	0
1.1509	0.4	0.31	0
1.1562	0.41	0.31	0
1.161	0.42	0.31	0
1.1654	0.43	0.31	0
1.1691	0.44	0.31	0
1.1724	0.45	0.31	0
1.175	0.46	0.31	0
1.1771	0.47	0.31	0
1.1786	0.48	0.31	0
1.1795	0.49	0.31	0
1.1798	0.5	0.31	0
0.868	0	0.32	0
0.86832	0.01	0.32	0
0.86926	0.02	0.32	0
0.87083	0.03	0.32	0
0.87302	0.04	0.32	0
0.87582	0.05	0.32	0
0.87923	0.06	0.32	0
0.88321	0.07	0.32	0
0.88777	0.08	0.32	0
0.89289	0.09	0.32	0
0.89853	0.1	0.32	0
0.90469	0.11	0.32	0
0.91134	0.12	0.32	0
0.91845	0.13	0.32	0
0.92599	0.14	0.32	0
0.93394	0.15	0.32	0
0.94226	0.16	0.32	0
0.95092	0.17	0.32	0
0.95989	0.18	0.32	0
0.96912	0.19	0.32	0
0.9786	0.2	0.32	0
0.98827	0.21	0.32	0
0.9981	0.22	0.32	0
1.0081	0.23	0.32	0
1.0181	0.24	0.32	0
1.0282	0.25	0.32	0
1.0382	0.26	0.32	0
1.0483	0.27	0.32	0
1.0582	0.28	0.32	0
1.0681	0.29	0.32	0
1.0778	0.3	0.32	0
1.0873	0.31	0.32	0
1.0965	0.32	0.32	0
1.1055	0.33	0.32	0
1.1142	0.34	0.32	0
1.1226	0.35	0.32	0
1.1306	0.36	0.32	0
1.1381	0.37	0.32	0
1.1453	0.38	0.32	0
1.152	0.39	0.32	0
1.1582	0.4	0.32	0
1.1638	0.41	0.32	0
1.169	0.42	0.32	0
1.1736	0.43	0.32	0
1.1776	0.44	0.32	0
1.181	0.45	0.32	0
1.1838	0.46	0.32	0
1.186	0.47	0.32	0
1.1876	0.48	0.32	0
1.1886	0.49	0.32	0
1.1889	0.5	0.32	0
0.85753	0	0.33	0
0.85787	0.01	0.33	0
0.85887	0.02	0.33	0
0.86054	0.03	0.33	0
0.86286	0.04	0.33	0
0.86584	0.05	0.33	0
0.86945	0.06	0.33	0
0.87369	0.07	0.33	0
0.87853	0.08	0.33	0
0.88397	0.09	0.33	0
0.88997	0.1	0.33	0
0.89651	0.11	0.33	0
0.90357	0.12	0.33	0
0.91112	0.13	0.33	0
0.91914	0.14	0.33	0
0.92758	0.15	0.33	0
0.93642	0.16	0.33	0
0.94563	0.17	0.33	0
0.95516	0.18	0.33	0
0.96498	0.19	0.33	0
0.97504	0.2	0.33	0
0.98532	0.21	0.33	0
0.99577	0.22	0.33	0
1.0063	0.23	0.33	0
1.017	0.24	0.33	0
1.0277	0.25	0.33	0
1.0384	0.26	0.33	0
1.0491	0.27	0.33	0
1.0597	0.28	0.33	0
1.0702	0.29	0.33	0
1.0805	0.3	0.33	0
1.0906	0.31	0.33	0
1.1004	0.32	0.33	0
1.11	0.33	0.33	0
1.1192	0.34	0.33	0
1.1281	0.35	0.33	0
1.1366	0.36	0.33	0
1.1446	0.37	0.33	0
1.1522	0.38	0.33	0
1.1593	0.39	0.33	0
1.1659	0.4	0.33	0
1.172	0.41	0.33	0
1.1774	0.42	0.33	0
1.1823	0.43	0.33	0
1.1866	0.44	0.33	0
1.1902	0.45	0.33	0
1.1932	0.46	0.33	0
1.1956	0.47	0.33	0
1.1972	0.48	0.33	0
1.1983	0.49	0.33	0
1.1986	0.5	0.33	0
0.84632	0	0.34	0
0.84668	0.01	0.34	0
0.84774	0.02	0.34	0
0.84952	0.03	0.34	0
0.85199	0.04	0.34	0
0.85515	0.05	0.34	0
0.85899	0.06	0.34	0
0.86349	0.07	0.34	0
0.86864	0.08	0.34	0
0.87441	0.09	0.34	0
0.88079	0.1	0.34	0
0.88774	0.11	0.34	0
0.89525	0.12	0.34	0
0.90327	0.13	0.34	0
0.91179	0.14	0.34	0
0.92077	0.15	0.34	0
0.93017	0.16	0.34	0
0.93995	0.17	0.34	0
0.95008	0.18	0.34	0
0.96052	0.19	0.34	0
0.97122	0.2	0.34	0
0.98215	0.21	0.34	0
0.99326	0.22	0.34	0
1.0045	0.23	0.34	0
1.0158	0.24	0.34	0
1.0272	0.25	0.34	0
1.0386	0.26	0.34	0
1.05	0.27	0.34	0
1.0612	0.28	0.34	0
1.0724	0.29	0.34	0
1.0833	0.3	0.34	0
1.094	0.31	0.34	0
1.1045	0.32	0.34	0
1.1147	0.33	0.34	0
1.1245	0.34	0.34	0
1.134	0.35	0.34	0
1.143	0.36	0.34	0
1.1516	0.37	0.34	0
1.1596	0.38	0.34	0
1.1672	0.39	0.34	0
1.1742	0.4	0.34	0
1.1806	0.41	0.34	0
1.1864	0.42	0.34	0
1.1916	0.43	0.34	0
1.1962	0.44	0.34	0
1.2	0.45	0.34	0
1.2032	0.46	0.34	0
1.2057	0.47	0.34	0
1.2075	0.48	0.34	0
1.2086	0.49	0.34	0
1.2089	0.5	0.34	0
0.83432	0	0.35	0
0.8347	0.01	0.35	0
0.83583	0.02	0.35	0
0.83772	0.03	0.35	0
0.84034	0.04	0.35	0
0.8437	0.05	0.35	0
0.84778	0.06	0.35	0
0.85257	0.07	0.35	0
0.85804	0.08	0.35	0
0.86418	0.09	0.35	0
0.87095	0.1	0.35	0
0.87835	0.11	0.35	0
0.88633	0.12	0.35	0
0.89486	0.13	0.35	0
0.90391	0.14	0.35	0
0.91346	0.15	0.35	0
0.92345	0.16	0.35	0
0.93385	0.17	0.35	0
0.94462	0.18	0.35	0
0.95572	0.19	0.35	0
0.9671	0.2	0.35	0
0.97872	0.21	0.35	0
0.99054	0.22	0.35	0
1.0025	0.23	0.35	0
1.0146	0.24	0.35	0
1.0267	0.25	0.35	0
1.0388	0.26	0.35	0
1.0508	0.27	0.35	0
1.0628	0.28	0.35	0
1.0747	0.29	0.35	0
1.0863	0.3	0.35	0
1.0977	0.31	0.35	0
1.1089	0.32	0.35	0
1.1197	0.33	0.35	0
1.1301	0.34	0.35	0
1.1402	0.35	0.35	0
1.1498	0.36	0.35	0
1.1589	0.37	0.35	0
1.1675	0.38	0.35	0
1.1755	0.39	0.35	0
1.183	0.4	0.35	0
1.1898	0.41	0.35	0
1.196	0.42	0.35	0
1.2015	0.43	0.35	0
1.2064	0.44	0.35	0
1.2105	0.45	0.35	0
1.2139	0.46	0.35	0
1.2165	0.47	0.35	0
1.2184	0.48	0.35	0
1.2196	0.49	0.35	0
1.2199	0.5	0.35	0
0.82147	0	0.36	0
0.82187	0.01	0.36	0
0.82308	0.02	0.36	0
0.82508	0.03	0.36	0
0.82787	0.04	0.36	0
0.83144	0.05	0.36	0
0.83578	0.06	0.36	0
0.84087	0.07	0.36	0
0.84669	0.08	0.36	0
0.85321	0.09	0.36	0
0.86042	0.1	0.36	0
0.86828	0.11	0.36	0
0.87676	0.12	0.36	0
0.88584	0.13	0.36	0
0.89547	0.14	0.36	0
0.90561	0.15	0.36	0
0.91624	0.16	0.36	0
0.9273	0.17	0.36	0
0.93876	0.18	0.36	0
0.95056	0.19	0.36	0
0.96267	0.2	0.36	0
0.97503	0.21	0.36	0
0.98759	0.22	0.36	0
1.0003	0.23	0.36	0
1.0131	0.24	0.36	0
1.026	0.25	0.36	0
1.0389	0.26	0.36	0
1.0518	0.27	0.36	0
1.0645	0.28	0.36	0
1.0771	0.29	0.36	0
1.0895	0.3	0.36	0
1.1016	0.31	0.36	0
1.1135	0.32	0.36	0
1.125	0.33	0.36	0
1.1361	0.34	0.36	0
1.1468	0.35	0.36	0
1.157	0.36	0.36	0
1.1667	0.37	0.36	0
1.1759	0.38	0.36	0
1.1844	0.39	0.36	0
1.1923	0.4	0.36	0
