#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
8.33333e-03 -5.61929e-05 -6.01112e-04 -1.38677e-03 -5.37719e-03
2.50000e-02 -1.68805e-04 -1.80360e-03 -4.16043e-03 -1.61301e-02
4.16667e-02 -2.81960e-04 -3.00710e-03 -6.93456e-03 -2.68824e-02
5.83333e-02 -3.95930e-04 -4.21211e-03 -9.70996e-03 -3.76363e-02
7.50000e-02 -5.10752e-04 -5.41923e-03 -1.24874e-02 -4.83999e-02
9.16667e-02 -6.25959e-04 -6.62902e-03 -1.52687e-02 -5.91831e-02
1.08333e-01 -7.41119e-04 -7.84229e-03 -1.80549e-02 -6.99912e-02
1.25000e-01 -8.55995e-04 -9.05979e-03 -2.08472e-02 -8.08276e-02
1.41667e-01 -9.70681e-04 -1.02819e-02 -2.36470e-02 -9.16953e-02
1.58333e-01 -1.08545e-03 -1.15090e-02 -2.64556e-02 -1.02592e-01
1.75000e-01 -1.20054e-03 -1.27413e-02 -2.92755e-02 -1.13520e-01
1.91667e-01 -1.31641e-03 -1.39797e-02 -3.21091e-02 -1.24484e-01
2.08333e-01 -1.43363e-03 -1.52249e-02 -3.49592e-02 -1.35480e-01
2.25000e-01 -1.55230e-03 -1.64780e-02 -3.78286e-02 -1.46516e-01
2.41667e-01 -1.67237e-03 -1.77400e-02 -4.07192e-02 -1.57611e-01
2.58333e-01 -1.79349e-03 -1.90121e-02 -4.36327e-02 -1.68775e-01
2.75000e-01 -1.91552e-03 -2.02954e-02 -4.65708e-02 -1.80023e-01
2.91667e-01 -2.03843e-03 -2.15913e-02 -4.95358e-02 -1.91360e-01
3.08333e-01 -2.16221e-03 -2.29016e-02 -5.25307e-02 -2.02778e-01
3.25000e-01 -2.28714e-03 -2.42278e-02 -5.55601e-02 -2.14278e-01
3.41667e-01 -2.41334e-03 -2.55715e-02 -5.86301e-02 -2.25883e-01
3.58333e-01 -2.54118e-03 -2.69346e-02 -6.17474e-02 -2.37626e-01
3.75000e-01 -2.67144e-03 -2.83203e-02 -6.49183e-02 -2.49529e-01
3.91667e-01 -2.80499e-03 -2.97336e-02 -6.81510e-02 -2.61614e-01
4.08333e-01 -2.94237e-03 -3.11804e-02 -7.14559e-02 -2.73909e-01
4.25000e-01 -3.08396e-03 -3.26689e-02 -7.48484e-02 -2.86455e-01
4.41667e-01 -3.23070e-03 -3.42112e-02 -7.83570e-02 -2.99332e-01
4.58333e-01 -3.38436e-03 -3.58300e-02 -8.20346e-02 -3.12647e-01
4.75000e-01 -3.54835e-03 -3.75603e-02 -8.59606e-02 -3.26647e-01
4.91667e-01 -3.72572e-03 -3.94335e-02 -9.01945e-02 -3.41329e-01
5.00000e-01 -3.81942e-03 -4.04238e-02 -9.24269e-02 -3.48926e-01
