#         x       U=0.1       U=1.0       U=2.0       U=5.0
0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
8.33333e-03 -1.80811e-03 -6.70100e-04 -1.22274e-03 -4.32753e-03
2.50000e-02 -5.42726e-03 -2.01004e-03 -3.66800e-03 -1.29816e-02
4.16667e-02 -9.05471e-03 -3.34946e-03 -6.11296e-03 -2.16348e-02
5.83333e-02 -1.26945e-02 -4.68870e-03 -8.55830e-03 -3.02885e-02
7.50000e-02 -1.63465e-02 -6.02883e-03 -1.10057e-02 -3.89475e-02
9.16667e-02 -2.00072e-02 -7.37154e-03 -1.34576e-02 -4.76191e-02
1.08333e-01 -2.36720e-02 -8.71846e-03 -1.59160e-02 -5.63076e-02
1.25000e-01 -2.73394e-02 -1.00710e-02 -1.83826e-02 -6.50157e-02
1.41667e-01 -3.10114e-02 -1.14299e-02 -2.08584e-02 -7.37440e-02
1.58333e-01 -3.46923e-02 -1.27957e-02 -2.33436e-02 -8.24908e-02
1.75000e-01 -3.83883e-02 -1.41684e-02 -2.58388e-02 -9.12546e-02
1.91667e-01 -4.21057e-02 -1.55481e-02 -2.83454e-02 -1.00036e-01
2.08333e-01 -4.58489e-02 -1.69352e-02 -3.08651e-02 -1.08833e-01
2.25000e-01 -4.96233e-02 -1.83306e-02 -3.34000e-02 -1.17650e-01
2.41667e-01 -5.34343e-02 -1.97357e-02 -3.59519e-02 -1.26501e-01
2.58333e-01 -5.72862e-02 -2.11520e-02 -3.85232e-02 -1.35393e-01
2.75000e-01 -6.11809e-02 -2.25811e-02 -4.11162e-02 -1.44338e-01
2.91667e-01 -6.51171e-02 -2.40244e-02 -4.37339e-02 -1.53340e-01
3.08333e-01 -6.90952e-02 -2.54837e-02 -4.63797e-02 -1.62392e-01
3.25000e-01 -7.31244e-02 -2.69613e-02 -4.90574e-02 -1.71497e-01
3.41667e-01 -7.72226e-02 -2.84600e-02 -5.17719e-02 -1.80670e-01
3.58333e-01 -8.14112e-02 -2.99831e-02 -5.45287e-02 -1.89938e-01
3.75000e-01 -8.57042e-02 -3.15347e-02 -5.73339e-02 -1.99323e-01
3.91667e-01 -9.01037e-02 -3.31203e-02 -6.01951e-02 -2.08845e-01
4.08333e-01 -9.46234e-02 -3.47459e-02 -6.31226e-02 -2.18531e-01
4.25000e-01 -9.93223e-02 -3.64211e-02 -6.61330e-02 -2.28424e-01
4.41667e-01 -1.04296e-01 -3.81636e-02 -6.92565e-02 -2.38589e-01
4.58333e-01 -1.09624e-01 -4.00077e-02 -7.25489e-02 -2.49139e-01
4.75000e-01 -1.15324e-01 -4.19953e-02 -7.60841e-02 -2.60314e-01
4.91667e-01 -1.21279e-01 -4.41542e-02 -7.99254e-02 -2.72203e-01
5.00000e-01 -1.24352e-01 -4.52978e-02 -8.19608e-02 -2.78415e-01
