#"p" "T" "U:0" "U:1" "U:2" "Points:0" "Points:1" "Points:2"
-1.4707 1.5388 -0.00091478 -2.4743e-06 0 1.7037 0.0037884 0
-1.7254 1.8719 -0.00022263 -9.3233e-06 0 1.9023 0.003944 0
-1.626 1.7055 -0.00070067 -1.0298e-05 0 1.7943 0.0035715 0
-1.3628 1.4567 -0.0008692 2.7564e-06 0 1.6644 0.0037787 0
-1.5224 1.9368 -7.3e-05 -2.2058e-11 0 -1.728 0 0
-1.5223 1.9393 -6.8037e-05 5.504e-06 0 -1.7375 0.017829 0
-1.521 1.876 -0.00021964 9.1774e-06 0 -1.5271 0.015723 0
-1.5103 1.6988 -0.00060904 -3.4192e-10 0 -1.1302 0 0
-1.5097 1.6945 -0.00061496 7.9531e-06 0 -1.1227 0.014613 0
-1.4971 1.5996 -0.00068109 3.8371e-06 0 -0.98033 0.01421 0
-1.7801 1.9964 -5.4863e-07 -4.84e-07 0 1.997 0.0035713 0
-1.7807 1.998 -1.9637e-07 4.6981e-13 0 2 0 0
-1.5215 1.8923 -0.00017756 7.6045e-06 0 -1.5756 0.015094 0
-1.3283 1.4344 -0.00084047 4.0836e-06 0 1.6545 0.0035939 0
-1.5147 1.7499 -0.0005258 9.9469e-06 0 -1.224 0.014894 0
-0.08548 1.0291 -2.5155e-05 4.729e-06 0 1.5082 0.0035828 0
-0.70664 1.1744 -0.00022758 8.6272e-06 0 1.5536 0.0033835 0
-1.7021 1.8269 -0.00035437 -9.9365e-06 0 1.8711 0.0035975 0
-1.5187 1.8181 -0.00037232 1.1568e-05 0 -1.3728 0.017204 0
-1.6511 1.7414 -0.00060499 -1.0405e-05 0 1.8158 0.0034456 0
-1.6023 1.6744 -0.00077177 -9.39e-06 0 1.7758 0.0034155 0
-0.24973 1.0612 -4.7788e-05 5.6083e-06 0 1.5177 0.0039114 0
-1.5226 1.9919 -1.3959e-06 7.0239e-07 0 -1.9601 0.016297 0
-0.79427 1.2011 -0.00028261 1.408e-05 0 1.5629 0.0034112 0
-1.4391 1.3913 -0.00049135 -1.242e-05 0 -0.7535 0.01237 0
-1.6601 1.7557 -0.00056438 -9.666e-06 0 1.8248 0.0031668 0
-1.6633 1.7613 -0.00054883 4.6404e-11 0 1.8283 0 0
-1.7347 1.8921 -0.00016801 -8.125e-06 0 1.9168 0.0035369 0
-1.668 1.7697 -0.00052478 -3.4678e-10 0 1.8333 0 0
-1.6715 1.7736 -0.0005122 -1.0358e-05 0 1.8361 0.0035695 0
-1.5226 1.9816 -7.2834e-06 1.5842e-06 0 -1.9117 0.016182 0
-1.6862 1.7978 -0.00044192 -1.0091e-05 0 1.8517 0.0035956 0
-1.1261 1.0523 2.9297e-05 3.8631e-06 0 -0.5256 0.010805 0
-1.223 1.115 -1.2099e-05 -1.4044e-05 0 -0.55905 0.011471 0
-1.5054 1.6567 -0.00065391 5.59e-06 0 -1.0622 0.012186 0
-1.7645 1.9587 -2.9974e-05 -3.2894e-06 0 1.9671 0.0032133 0
-1.6673 1.767 -0.00053195 -9.3913e-06 0 1.8317 0.0029861 0
-1.4965 1.5614 -0.00090947 -3.1327e-06 0 1.7148 0.0029916 0
-1.5203 1.8526 -0.00028262 8.6097e-06 0 -1.4608 0.013727 0
-1.2017 1.3626 -0.00070543 7.533e-06 0 1.6238 0.0030689 0
-1.7533 1.9329 -7.2912e-05 -4.3408e-06 0 1.9473 0.0028177 0
-1.0298 1.2854 -0.00049286 1.1889e-05 0 1.5934 0.0029667 0
-1.3415 1.2286 -0.00016375 -1.7271e-05 0 -0.62846 0.010351 0
-1.4503 1.5214 -0.00091265 -1.4926e-06 0 1.6949 0.0030041 0
-1.5223 1.9337 -7.9737e-05 4.6904e-06 0 -1.7156 0.013753 0
-1.5167 1.7797 -0.00046439 8.4734e-06 0 -1.2856 0.012263 0
-1.7095 1.8411 -0.00031145 -8.348e-06 0 1.8809 0.0030419 0
-1.5108 1.7046 -0.00060104 6.6455e-06 0 -1.1408 0.010962 0
-0.96453 1.2595 -0.00042189 9.8025e-06 0 1.5836 0.0029119 0
-1.6155 1.6912 -0.0007359 -8.3713e-06 0 1.7856 0.0028847 0
-1.5371 1.9918 0.00011562 2.0829e-05 0 -0.33813 1.9463 0
-1.5366 1.993 9.8238e-05 2.1606e-05 0 -0.35878 1.9457 0
-1.5371 1.9971 4.1025e-05 7.245e-06 0 -0.34332 1.9693 0
-1.3746 1.4606 -0.00091265 0.00017198 0 1.6154 0.35447 0
-1.3735 1.46 -0.00090631 0.00017499 0 1.6176 0.34655 0
-1.3507 1.4443 -0.00091703 0.0002403 0 1.6091 0.34972 0
-1.683 1.9109 0.00040521 -0.0010571 0 1.7357 0.81626 0
