#"temperature_average" "density_average" "mass_flow_average:0" "mass_flow_average:1" "Points:0" "Points:1"
0.83566 1.2022 0.0015296 -0.0034633 11 10
0.8452 1.1887 0.0016746 -0.0031565 12 10
0.85541 1.1745 0.0018192 -0.002839 13 10
0.86625 1.1599 0.0019619 -0.0025142 14 10
0.8777 1.1448 0.0021016 -0.0021854 15 10
0.88969 1.1294 0.0022366 -0.0018557 16 10
0.90219 1.1138 0.0023657 -0.0015277 17 10
0.91515 1.0981 0.0024873 -0.0012037 18 10
0.92851 1.0824 0.0026001 -0.00088568 19 10
0.94223 1.0667 0.0027028 -0.00057529 20 10
0.95625 1.0511 0.0027944 -0.00027397 21 10
0.97051 1.0358 0.0028737 1.7147e-05 22 10
0.98496 1.0206 0.0029399 0.00029728 23 10
0.99954 1.0058 0.0029924 0.00056583 24 10
1.0142 0.99138 0.0030306 0.00082248 25 10
1.0288 0.97732 0.0030542 0.001067 26 10
1.0435 0.9637 0.0030627 0.0012991 27 10
1.058 0.95056 0.0030562 0.001519 28 10
1.0723 0.93792 0.0030347 0.0017267 29 10
1.0864 0.92579 0.0029985 0.0019224 30 10
1.1002 0.91421 0.0029479 0.0021062 31 10
1.1137 0.90319 0.002883 0.0022783 32 10
1.1268 0.89274 0.0028045 0.0024388 33 10
1.1395 0.88288 0.0027129 0.002588 34 10
1.1517 0.8736 0.0026086 0.0027262 35 10
1.1633 0.86491 0.0024922 0.0028536 36 10
1.1744 0.85683 0.0023643 0.0029706 37 10
1.1848 0.84934 0.0022255 0.0030774 38 10
1.1945 0.84246 0.0020764 0.0031744 39 10
1.2035 0.83618 0.0019181 0.003262 40 10
1.2118 0.83051 0.0017515 0.0033402 41 10
1.2193 0.82544 0.0015774 0.0034096 42 10
1.226 0.82097 0.0013965 0.0034705 43 10
1.2318 0.81709 0.0012091 0.0035232 44 10
1.2368 0.81382 0.0010157 0.0035682 45 10
1.2409 0.81115 0.00081632 0.0036057 46 10
1.2441 0.80907 0.00061334 0.0036357 47 10
1.2464 0.80757 0.00040979 0.0036583 48 10
1.2478 0.80667 0.00022014 0.0036734 49 10
1.2483 0.80637 0.0001322 0.003679 50 10
0.79911 1.257 0.00011028 -0.005338 0 11
0.79954 1.2563 0.0001205 -0.0053358 1 11
0.80081 1.2543 0.00017853 -0.0053076 2 11
0.80292 1.251 0.00027291 -0.0052389 3 11
0.80584 1.2465 0.00036584 -0.0051372 4 11
0.80959 1.2407 0.00045854 -0.0050027 5 11
0.81413 1.2338 0.00055201 -0.0048355 6 11
0.81946 1.2258 0.00064755 -0.0046375 7 11
0.82556 1.2168 0.00074604 -0.0044114 8 11
0.8324 1.2068 0.00084818 -0.0041602 9 11
0.83997 1.196 0.00095419 -0.0038871 10 11
0.84823 1.1844 0.0010638 -0.0035955 11 11
0.85716 1.1721 0.0011763 -0.0032889 12 11
0.86672 1.1592 0.0012908 -0.0029707 13 11
0.87688 1.1458 0.0014061 -0.0026441 14 11
0.8876 1.1321 0.001521 -0.0023124 15 11
0.89883 1.118 0.0016342 -0.0019784 16 11
0.91054 1.1037 0.0017445 -0.0016448 17 11
0.92268 1.0892 0.0018503 -0.0013139 18 11
0.93521 1.0747 0.0019505 -0.00098783 19 11
0.94807 1.0602 0.0020437 -0.00066825 20 11
0.96121 1.0457 0.0021288 -0.00035672 21 11
0.97459 1.0314 0.0022049 -5.45e-05 22 11
0.98814 1.0174 0.0022707 0.00023751 23 11
1.0018 1.0035 0.0023258 0.0005186 24 11
1.0156 0.99002 0.0023693 0.00078829 25 11
1.0293 0.97685 0.0024008 0.0010462 26 11
1.043 0.96407 0.00242 0.0012919 27 11
1.0567 0.95171 0.0024265 0.0015254 28 11
1.0701 0.93979 0.0024202 0.0017467 29 11
1.0834 0.92835 0.0024014 0.0019558 30 11
1.0964 0.9174 0.00237 0.0021528 31 11
1.1091 0.90696 0.0023262 0.0023377 32 11
1.1214 0.89705 0.0022705 0.0025108 33 11
1.1333 0.88768 0.0022031 0.0026721 34 11
1.1448 0.87885 0.0021245 0.0028219 35 11
1.1557 0.87058 0.0020352 0.0029604 36 11
1.1661 0.86287 0.0019355 0.0030879 37 11
1.1759 0.85572 0.0018259 0.0032047 38 11
1.185 0.84915 0.0017071 0.0033109 39 11
1.1935 0.84314 0.0015798 0.003407 40 11
1.2013 0.83771 0.0014449 0.0034932 41 11
1.2084 0.83285 0.0013032 0.0035698 42 11
1.2147 0.82856 0.0011552 0.003637 43 11
1.2202 0.82485 0.0010013 0.0036953 44 11
1.2248 0.82171 0.00084185 0.0037451 45 11
1.2287 0.81914 0.00067685 0.0037865 46 11
1.2317 0.81714 0.0005085 0.0038196 47 11
1.2339 0.81571 0.0003398 0.0038443 48 11
1.2352 0.81484 0.00018474 0.0038607 49 11
1.2357 0.81455 0.00011391 0.0038668 50 11
0.81393 1.2341 8.4991e-05 -0.0054232 0 12
0.81433 1.2335 7.7974e-05 -0.0054198 1 12
0.81552 1.2317 9.8346e-05 -0.0053904 2 12
0.81749 1.2287 0.0001525 -0.0053217 3 12
0.82023 1.2246 0.00020611 -0.0052206 4 12
0.82374 1.2195 0.00026035 -0.0050874 5 12
0.82799 1.2132 0.00031657 -0.0049223 6 12
0.83299 1.206 0.00037599 -0.0047271 7 12
0.8387 1.1978 0.00043946 -0.0045041 8 12
0.84511 1.1887 0.00050773 -0.0042561 9 12
0.8522 1.1789 0.00058116 -0.0039861 10 12
0.85994 1.1683 0.00065971 -0.0036973 11 12
0.86831 1.1571 0.00074294 -0.0033928 12 12
0.87726 1.1453 0.00083007 -0.003076 13 12
0.88678 1.1331 0.00092013 -0.0027499 14 12
0.89683 1.1204 0.001012 -0.0024176 15 12
0.90736 1.1075 0.0011047 -0.0020818 16 12
0.91834 1.0943 0.0011967 -0.0017453 17 12
0.92972 1.081 0.0012871 -0.0014103 18 12
0.94147 1.0675 0.0013744 -0.0010789 19 12
0.95353 1.0541 0.0014575 -0.00075296 20 12
0.96586 1.0407 0.0015353 -0.00043405 21 12
0.9784 1.0274 0.0016066 -0.00012349 22 12
0.99112 1.0143 0.0016705 0.00017767 23 12
1.004 1.0014 0.0017262 0.00046863 24 12
1.0169 0.98875 0.001773 0.00074875 25 12
1.0298 0.97641 0.0018102 0.0010175 26 12
1.0427 0.96441 0.0018375 0.0012744 27 12
1.0554 0.95278 0.0018543 0.0015193 28 12
1.0681 0.94156 0.0018607 0.001752 29 12
1.0806 0.93076 0.0018564 0.0019726 30 12
1.0928 0.92041 0.0018414 0.0021809 31 12
1.1047 0.91053 0.001816 0.002377 32 12
1.1163 0.90113 0.0017801 0.002561 33 12
1.1275 0.89223 0.0017342 0.0027329 34 12
1.1382 0.88384 0.0016785 0.002893 35 12
1.1485 0.87597 0.0016133 0.0030414 36 12
1.1583 0.86862 0.001539 0.0031783 37 12
1.1675 0.86181 0.001456 0.003304 38 12
1.1761 0.85553 0.0013646 0.0034186 39 12
1.1841 0.84979 0.0012657 0.0035224 40 12
1.1915 0.84459 0.00116 0.0036158 41 12
1.1981 0.83994 0.0010481 0.0036988 42 12
1.204 0.83584 0.00093063 0.0037719 43 12
1.2092 0.83228 0.00080778 0.0038353 44 12
1.2136 0.82927 0.00067982 0.0038895 45 12
1.2172 0.8268 0.00054679 0.0039345 46 12
1.2201 0.82489 0.00041069 0.0039703 47 12
1.2222 0.82351 0.00027447 0.003997 48 12
1.2234 0.82267 0.00015168 0.0040146 49 12
1.2238 0.8224 9.6811e-05 0.004021 50 12
0.82772 1.2136 6.3081e-05 -0.0054716 0 13
0.82809 1.2131 4.1337e-05 -0.0054673 1 13
0.82921 1.2114 2.9547e-05 -0.005437 2 13
0.83105 1.2087 4.9278e-05 -0.0053686 3 13
0.83362 1.205 6.9146e-05 -0.0052687 4 13
0.83691 1.2003 9.0295e-05 -0.0051375 5 13
0.8409 1.1946 0.00011428 -0.0049753 6 13
0.84558 1.188 0.00014234 -0.0047837 7 13
0.85093 1.1806 0.00017526 -0.0045649 8 13
0.85694 1.1723 0.00021378 -0.0043214 9 13
0.86359 1.1633 0.00025843 -0.0040558 10 13
0.87085 1.1537 0.00030938 -0.0037712 11 13
0.87869 1.1434 0.00036634 -0.0034705 12 13
0.88709 1.1326 0.00042871 -0.0031568 13 13
0.89602 1.1214 0.00049568 -0.0028331 14 13
0.90544 1.1098 0.00056632 -0.0025022 15 13
0.91532 1.0979 0.00063962 -0.0021668 16 13
0.92561 1.0857 0.00071448 -0.0018297 17 13
0.93629 1.0734 0.00078978 -0.0014929 18 13
0.94731 1.061 0.00086436 -0.0011587 19 13
0.95863 1.0485 0.00093707 -0.00082891 20 13
0.97019 1.0361 0.0010068 -0.00050512 21 13
0.98197 1.0237 0.0010726 -0.00018874 22 13
0.99391 1.0115 0.0011333 0.00011908 23 13
1.006 0.99941 0.0011882 0.00041745 24 13
1.0181 0.98757 0.0012365 0.00070559 25 13
1.0302 0.976 0.0012776 0.00098286 26 13
1.0423 0.96473 0.001311 0.0012487 27 13
1.0543 0.9538 0.0013361 0.0015029 28 13
1.0662 0.94322 0.0013526 0.001745 29 13
1.0779 0.93303 0.0013605 0.0019751 30 13
1.0894 0.92325 0.0013597 0.002193 31 13
1.1006 0.9139 0.00135 0.0023986 32 13
1.1115 0.90499 0.0013315 0.002592 33 13
1.122 0.89655 0.0013045 0.0027731 34 13
1.1321 0.88858 0.0012691 0.0029421 35 13
1.1418 0.88109 0.0012255 0.0030991 36 13
1.151 0.8741 0.0011741 0.0032443 37 13
1.1597 0.8676 0.0011149 0.0033777 38 13
1.1678 0.86161 0.0010486 0.0034997 39 13
1.1753 0.85614 0.00097552 0.0036105 40 13
1.1822 0.85117 0.00089646 0.0037102 41 13
1.1884 0.84672 0.000812 0.0037991 42 13
1.194 0.8428 0.00072255 0.0038774 43 13
1.1989 0.83939 0.00062832 0.0039454 44 13
1.203 0.83651 0.00052951 0.0040035 45 13
1.2065 0.83415 0.0004261 0.0040517 46 13
1.2091 0.83231 0.00031989 0.00409 47 13
1.2111 0.83099 0.00021379 0.0041185 48 13
1.2123 0.83019 0.00012096 0.0041371 49 13
1.2126 0.82992 8.0898e-05 0.0041438 50 13
0.84055 1.1951 4.4127e-05 -0.0054864 0 14
0.8409 1.1946 9.8636e-06 -0.0054814 1 14
0.84194 1.1931 -2.9351e-05 -0.0054504 2 14
0.84368 1.1907 -3.9131e-05 -0.0053829 3 14
0.84609 1.1873 -4.8273e-05 -0.0052847 4 14
0.84917 1.183 -5.5625e-05 -0.0051561 5 14
0.85291 1.1778 -5.9514e-05 -0.0049975 6 14
0.8573 1.1718 -5.8697e-05 -0.0048104 7 14
0.86232 1.165 -5.2443e-05 -0.0045967 8 14
0.86796 1.1575 -3.9974e-05 -0.0043585 9 14
0.8742 1.1493 -2.0657e-05 -0.0040985 10 14
0.88101 1.1404 5.8018e-06 -0.0038193 11 14
0.88837 1.131 3.9278e-05 -0.0035238 12 14
0.89625 1.1211 7.9315e-05 -0.0032147 13 14
0.90463 1.1108 0.00012526 -0.0028949 14 14
0.91347 1.1001 0.00017634 -0.0025672 15 14
0.92274 1.0891 0.00023168 -0.0022343 16 14
0.9324 1.0778 0.00029031 -0.0018984 17 14
0.94242 1.0664 0.00035123 -0.0015621 18 14
0.95276 1.0549 0.00041337 -0.0012272 19 14
0.96338 1.0433 0.00047569 -0.00089576 20 14
0.97424 1.0318 0.00053714 -0.00056937 21 14
0.9853 1.0202 0.00059671 -0.00024944 22 14
0.99651 1.0088 0.00065342 6.2782e-05 23 14
1.0078 0.99756 0.00070645 0.0003663 24 14
1.0192 0.98648 0.00075504 0.00066025 25 14
1.0306 0.97563 0.00079848 0.00094389 26 14
1.042 0.96504 0.00083622 0.0012166 27 14
1.0532 0.95475 0.00086774 0.001478 28 14
1.0644 0.94479 0.00089266 0.0017277 29 14
1.0754 0.93518 0.00091071 0.0019655 30 14
1.0862 0.92594 0.00092174 0.0021912 31 14
1.0967 0.91709 0.0009256 0.0024047 32 14
1.107 0.90865 0.0009223 0.0026059 33 14
1.1169 0.90065 0.00091189 0.0027947 34 14
1.1264 0.89308 0.00089448 0.0029713 35 14
1.1355 0.88596 0.0008702 0.0031357 36 14
1.1441 0.87931 0.0008392 0.003288 37 14
1.1523 0.87312 0.00080166 0.0034283 38 14
1.1599 0.86742 0.00075789 0.0035567 39 14
1.167 0.86219 0.00070837 0.0036735 40 14
1.1735 0.85745 0.00065365 0.0037788 41 14
1.1793 0.8532 0.00059425 0.0038728 42 14
1.1846 0.84945 0.00053051 0.0039557 43 14
1.1892 0.84619 0.0004626 0.0040278 44 14
1.1931 0.84343 0.00039064 0.0040894 45 14
1.1963 0.84117 0.00031455 0.0041404 46 14
1.1988 0.83942 0.00023595 0.0041809 47 14
1.2007 0.83815 0.00015769 0.0042109 48 14
1.2018 0.83738 9.2524e-05 0.0042304 49 14
1.2021 0.83713 6.6138e-05 0.0042374 50 14
0.85249 1.1784 2.7783e-05 -0.0054715 0 15
0.85282 1.1779 -1.7149e-05 -0.0054658 1 15
0.8538 1.1766 -7.9812e-05 -0.0054346 2 15
0.85543 1.1743 -0.00011494 -0.0053682 3 15
0.85769 1.1713 -0.00014901 -0.0052722 4 15
0.86058 1.1673 -0.00018088 -0.0051468 5 15
0.8641 1.1626 -0.00020887 -0.0049924 6 15
0.86822 1.1571 -0.00023169 -0.0048103 7 15
0.87294 1.1509 -0.00024866 -0.0046022 8 15
0.87823 1.144 -0.00025898 -0.0043702 9 15
0.88409 1.1364 -0.00026195 -0.0041166 10 15
0.89048 1.1283 -0.00025717 -0.0038438 11 15
0.89739 1.1197 -0.00024465 -0.0035545 12 15
0.90479 1.1105 -0.00022468 -0.0032513 13 15
0.91265 1.101 -0.00019777 -0.0029369 14 15
0.92095 1.0912 -0.00016458 -0.002614 15 15
0.92965 1.081 -0.00012584 -0.0022849 16 15
0.93873 1.0706 -8.2347e-05 -0.0019522 17 15
0.94814 1.06 -3.5031e-05 -0.0016181 18 15
0.95785 1.0493 1.5147e-05 -0.0012845 19 15
0.96782 1.0386 6.7269e-05 -0.00095336 20 15
0.97802 1.0278 0.00012034 -0.00062636 21 15
0.9884 1.017 0.00017339 -0.00030495 22 15
0.99893 1.0064 0.00022551 9.6171e-06 23 15
1.0096 0.99584 0.00027587 0.00031624 24 15
1.0202 0.98546 0.00032372 0.00061397 25 15
1.0309 0.97528 0.00036833 0.00090199 26 15
1.0416 0.96534 0.00040912 0.0011797 27 15
1.0522 0.95566 0.00044554 0.0014464 28 15
1.0627 0.94627 0.00047714 0.0017018 29 15
1.0731 0.9372 0.00050361 0.0019456 30 15
1.0832 0.92848 0.00052469 0.0021775 31 15
1.0931 0.92011 0.00054021 0.0023973 32 15
1.1027 0.91212 0.00055005 0.0026048 33 15
1.112 0.90453 0.0005542 0.0028001 34 15
1.121 0.89735 0.00055268 0.0029829 35 15
1.1295 0.89059 0.00054555 0.0031535 36 15
1.1377 0.88426 0.00053286 0.0033118 37 15
1.1453 0.87838 0.00051473 0.0034578 38 15
1.1525 0.87294 0.00049138 0.0035918 39 15
1.1592 0.86796 0.00046318 0.0037138 40 15
1.1653 0.86344 0.00043061 0.0038239 41 15
1.1708 0.85939 0.00039409 0.0039223 42 15
1.1757 0.8558 0.00035387 0.0040092 43 15
1.1801 0.85269 0.00031007 0.0040848 44 15
1.1837 0.85005 0.00026277 0.0041493 45 15
1.1868 0.84789 0.0002118 0.0042029 46 15
1.1892 0.84621 0.00015864 0.0042452 47 15
1.1909 0.845 0.000106 0.0042765 48 15
1.1919 0.84427 6.6287e-05 0.0042967 49 15
1.1923 0.84402 5.2486e-05 0.004304 50 15
0.86362 1.1633 1.3659e-05 -0.0054307 0 16
0.86392 1.1628 -4.0339e-05 -0.0054246 1 16
0.86484 1.1616 -0.00012303 -0.0053934 2 16
0.86637 1.1595 -0.00017994 -0.0053286 3 16
0.8685 1.1567 -0.00023542 -0.0052351 4 16
0.87121 1.1531 -0.00028838 -0.0051132 5 16
0.87451 1.1488 -0.00033719 -0.0049633 6 16
0.87839 1.1438 -0.00038052 -0.0047866 7 16
0.88282 1.138 -0.00041771 -0.0045846 8 16
0.88779 1.1317 -0.00044794 -0.0043593 9 16
0.89329 1.1248 -0.0004705 -0.0041127 10 16
0.8993 1.1173 -0.00048489 -0.003847 11 16
0.90579 1.1093 -0.000491 -0.0035648 12 16
0.91274 1.1009 -0.00048901 -0.0032685 13 16
0.92013 1.0921 -0.00047928 -0.0029606 14 16
0.92793 1.083 -0.00046235 -0.0026437 15 16
0.9361 1.0736 -0.00043883 -0.00232 16 16
0.94462 1.0639 -0.00040939 -0.0019919 17 16
0.95346 1.0541 -0.00037483 -0.0016615 18 16
0.96259 1.0442 -0.000336 -0.0013308 19 16
0.97196 1.0342 -0.00029373 -0.0010017 20 16
0.98154 1.0241 -0.00024894 -0.00067592 21 16
0.99129 1.0141 -0.00020253 -0.00035482 22 16
1.0012 1.0041 -0.00015536 -3.9767e-05 23 16
1.0112 0.99425 -0.00010823 0.0002681 24 16
1.0212 0.98453 -6.1886e-05 0.00056777 25 16
1.0313 0.97497 -1.7042e-05 0.00085837 26 16
1.0413 0.96563 2.5697e-05 0.0011392 27 16
1.0513 0.95652 6.5767e-05 0.0014095 28 16
1.0611 0.94768 0.00010268 0.001669 29 16
1.0709 0.93912 0.00013606 0.0019171 30 16
1.0804 0.93088 0.0001656 0.0021537 31 16
1.0897 0.92297 0.00019108 0.0023783 32 16
1.0988 0.91541 0.0002123 0.0025908 33 16
1.1075 0.90822 0.00022918 0.002791 34 16
1.1159 0.9014 0.00024168 0.0029789 35 16
1.124 0.89499 0.00024976 0.0031545 36 16
1.1316 0.88897 0.00025342 0.0033176 37 16
1.1388 0.88338 0.0002527 0.0034685 38 16
1.1456 0.8782 0.00024774 0.003607 39 16
1.1518 0.87346 0.00023883 0.0037333 40 16
1.1576 0.86915 0.00022635 0.0038474 41 16
1.1628 0.86528 0.00021064 0.0039496 42 16
1.1674 0.86186 0.00019187 0.0040399 43 16
1.1715 0.85889 0.00017011 0.0041184 44 16
1.175 0.85637 0.00014536 0.0041855 45 16
1.1778 0.85431 0.00011744 0.0042411 46 16
1.18 0.85271 8.7632e-05 0.0042851 47 16
1.1817 0.85155 5.8517e-05 0.0043175 48 16
1.1826 0.85085 4.2137e-05 0.0043383 49 16
1.183 0.85061 3.9873e-05 0.0043458 50 16
0.87398 1.1495 1.4229e-06 -0.0053679 0 17
0.87426 1.1491 -6.0255e-05 -0.0053615 1 17
0.87513 1.148 -0.00016002 -0.0053306 2 17
0.87657 1.1461 -0.00023561 -0.0052674 3 17
0.87856 1.1435 -0.00030949 -0.0051767 4 17
0.88112 1.1402 -0.00038061 -0.0050585 5 17
0.88422 1.1362 -0.00044738 -0.0049134 6 17
0.88786 1.1316 -0.00050849 -0.0047423 7 17
0.89203 1.1263 -0.00056326 -0.0045468 8 17
0.8967 1.1205 -0.00061089 -0.0043285 9 17
0.90187 1.1141 -0.00065063 -0.0040893 10 17
0.90752 1.1072 -0.00068194 -0.0038314 11 17
0.91362 1.0998 -0.00070459 -0.0035569 12 17
0.92016 1.0921 -0.00071865 -0.0032683 13 17
0.9271 1.0839 -0.00072438 -0.0029678 14 17
0.93443 1.0755 -0.00072219 -0.0026578 15 17
0.94211 1.0667 -0.00071255 -0.0023405 16 17
0.95012 1.0578 -0.00069605 -0.0020182 17 17
0.95843 1.0487 -0.00067335 -0.001693 18 17
0.967 1.0394 -0.00064519 -0.0013666 19 17
0.97581 1.0301 -0.00061233 -0.0010411 20 17
0.98481 1.0207 -0.00057559 -0.00071802 21 17
0.99398 1.0113 -0.00053579 -0.00039885 22 17
1.0033 1.002 -0.00049375 -8.4939e-05 23 17
1.0127 0.99279 -0.00045023 0.00022252 24 17
1.0221 0.98367 -0.00040593 0.00052246 25 17
1.0316 0.9747 -0.00036158 0.00081399 26 17
1.041 0.96591 -0.00031777 0.0010963 27 17
1.0504 0.95734 -0.00027508 0.0013687 28 17
1.0596 0.94901 -0.00023402 0.0016306 29 17
1.0688 0.94094 -0.000195 0.0018816 30 17
1.0777 0.93315 -0.00015837 0.0021213 31 17
1.0865 0.92568 -0.00012442 0.0023493 32 17
1.095 0.91852 -9.3376e-05 0.0025654 33 17
1.1032 0.91171 -6.5388e-05 0.0027694 34 17
1.1112 0.90525 -4.0571e-05 0.0029612 35 17
1.1187 0.89916 -1.9017e-05 0.0031406 36 17
1.1259 0.89345 -7.9744e-07 0.0033076 37 17
1.1327 0.88813 1.4062e-05 0.0034622 38 17
1.139 0.88321 2.5631e-05 0.0036043 39 17
1.1449 0.87869 3.4114e-05 0.0037341 40 17
1.1503 0.87459 3.9813e-05 0.0038516 41 17
1.1552 0.8709 4.2982e-05 0.0039568 42 17
1.1596 0.86764 4.373e-05 0.0040498 43 17
1.1634 0.86481 4.2047e-05 0.0041309 44 17
1.1667 0.86241 3.7892e-05 0.0042001 45 17
1.1694 0.86044 3.1025e-05 0.0042574 46 17
1.1715 0.85891 2.2595e-05 0.0043026 47 17
1.173 0.8578 1.5021e-05 0.0043359 48 17
1.1739 0.85713 1.9982e-05 0.0043573 49 17
1.1742 0.8569 2.8252e-05 0.0043649 50 17
0.88363 1.137 -9.1622e-06 -0.0052861 0 18
0.8839 1.1366 -7.7364e-05 -0.0052795 1 18
0.88471 1.1356 -0.00019166 -0.0052491 2 18
0.88606 1.1338 -0.00028323 -0.0051878 3 18
0.88794 1.1315 -0.00037292 -0.0050999 4 18
0.89034 1.1284 -0.00045966 -0.0049856 5 18
0.89326 1.1248 -0.00054193 -0.0048454 6 18
0.89669 1.1205 -0.00061841 -0.0046802 7 18
0.90061 1.1156 -0.00068846 -0.0044913 8 18
0.90501 1.1102 -0.00075127 -0.0042803 9 18
0.90987 1.1043 -0.00080608 -0.0040488 10 18
0.91518 1.0979 -0.00085228 -0.003799 11 18
0.92092 1.0911 -0.00088958 -0.0035328 12 18
0.92706 1.0839 -0.00091794 -0.0032524 13 18
0.93359 1.0764 -0.00093753 -0.00296 14 18
0.94048 1.0686 -0.00094863 -0.0026578 15 18
0.94771 1.0605 -0.00095161 -0.0023479 16 18
0.95524 1.0521 -0.00094695 -0.0020324 17 18
0.96305 1.0436 -0.00093521 -0.0017133 18 18
0.97111 1.035 -0.00091701 -0.0013926 19 18
0.97939 1.0263 -0.00089303 -0.0010718 20 18
0.98786 1.0176 -0.00086401 -0.00075282 21 18
0.99648 1.0088 -0.00083068 -0.00043698 22 18
1.0052 1.0001 -0.00079381 -0.00012566 23 18
1.014 0.99144 -0.00075411 0.00017991 24 18
1.0229 0.98288 -0.00071226 0.00047865 25 18
1.0318 0.97445 -0.00066894 0.0007696 26 18
1.0407 0.96619 -0.00062477 0.0010519 27 18
1.0495 0.95812 -0.00058029 0.0013249 28 18
1.0582 0.95027 -0.00053605 0.0015878 29 18
1.0668 0.94266 -0.00049248 0.0018402 30 18
1.0752 0.93531 -0.00044997 0.0020817 31 18
1.0835 0.92824 -0.00040882 0.0023119 32 18
1.0915 0.92147 -0.00036933 0.0025303 33 18
1.0992 0.91502 -0.00033168 0.0027369 34 18
1.1067 0.9089 -0.00029605 0.0029313 35 18
1.1138 0.90312 -0.0002626 0.0031135 36 18
1.1206 0.8977 -0.00023144 0.0032834 37 18
1.1269 0.89264 -0.00020267 0.0034408 38 18
1.1329 0.88796 -0.00017629 0.0035857 39 18
1.1384 0.88367 -0.00015215 0.0037182 40 18
1.1435 0.87976 -0.00013005 0.0038382 41 18
1.1481 0.87625 -0.0001098 0.0039458 42 18
1.1522 0.87315 -9.1353e-05 0.004041 43 18
1.1558 0.87045 -7.4785e-05 0.004124 44 18
1.1589 0.86816 -6.0187e-05 0.0041949 45 18
1.1614 0.86628 -4.7872e-05 0.0042536 46 18
1.1634 0.86482 -3.68e-05 0.0042998 47 18
1.1649 0.86376 -2.4702e-05 0.0043338 48 18
1.1657 0.86312 -2.8752e-07 0.0043555 49 18
1.166 0.8629 1.7582e-05 0.0043632 50 18
0.89262 1.1256 -1.8337e-05 -0.0051881 0 19
0.89287 1.1252 -9.2053e-05 -0.0051813 1 19
0.89364 1.1243 -0.00021871 -0.0051515 2 19
0.89491 1.1227 -0.00032393 -0.0050922 3 19
0.89668 1.1205 -0.00042717 -0.0050072 4 19
0.89894 1.1177 -0.00052732 -0.004897 5 19
0.90169 1.1143 -0.00062294 -0.0047618 6 19
0.90491 1.1103 -0.00071272 -0.0046026 7 19
0.9086 1.1058 -0.00079603 -0.0044204 8 19
0.91274 1.1009 -0.00087207 -0.0042168 9 19
0.91732 1.0954 -0.00094006 -0.0039934 10 19
0.92231 1.0895 -0.00099936 -0.003752 11 19
0.92771 1.0832 -0.0010496 -0.0034944 12 19
0.9335 1.0765 -0.0010907 -0.0032227 13 19
0.93964 1.0695 -0.0011226 -0.0029389 14 19
0.94612 1.0622 -0.0011457 -0.0026451 15 19
0.95292 1.0547 -0.0011601 -0.0023433 16 19
0.96001 1.0469 -0.0011662 -0.0020354 17 19
0.96736 1.039 -0.0011645 -0.0017235 18 19
0.97494 1.031 -0.0011555 -0.0014092 19 19
0.98273 1.0229 -0.0011399 -0.0010944 20 19
0.99069 1.0147 -0.0011182 -0.0007806 21 19
0.9988 1.0065 -0.0010911 -0.0004693 22 19
1.007 0.99831 -0.0010593 -0.00016185 23 19
1.0153 0.99019 -0.0010236 0.00014054 24 19
1.0237 0.98216 -0.00098441 0.00043674 25 19
1.032 0.97424 -0.00094254 0.00072578 26 19
1.0404 0.96647 -0.00089854 0.0010068 27 19
1.0487 0.95887 -0.00085297 0.0012789 28 19
1.0569 0.95147 -0.00080634 0.0015416 29 19
1.065 0.94429 -0.00075914 0.0017942 30 19
1.0729 0.93735 -0.00071176 0.0020362 31 19
1.0806 0.93067 -0.00066454 0.0022672 32 19
1.0882 0.92426 -0.0006178 0.0024869 33 19
1.0954 0.91815 -0.00057178 0.0026948 34 19
1.1024 0.91235 -0.0005267 0.0028909 35 19
1.1091 0.90687 -0.00048276 0.0030749 36 19
1.1155 0.90173 -0.00044014 0.0032466 37 19
1.1215 0.89693 -0.00039898 0.0034059 38 19
1.1271 0.89248 -0.00035935 0.0035528 39 19
1.1324 0.8884 -0.00032117 0.0036872 40 19
1.1371 0.88468 -0.0002843 0.003809 41 19
1.1415 0.88134 -0.00024863 0.0039184 42 19
1.1453 0.87838 -0.00021418 0.0040152 43 19
1.1487 0.87581 -0.00018107 0.0040997 44 19
1.1516 0.87363 -0.00014945 0.0041718 45 19
1.154 0.87184 -0.0001197 0.0042315 46 19
1.1559 0.87045 -9.086e-05 0.0042785 47 19
1.1572 0.86944 -6.0864e-05 0.004313 48 19
1.158 0.86883 -1.8775e-05 0.0043349 49 19
1.1583 0.86862 7.8297e-06 0.0043427 50 19
0.901 1.1151 -2.6316e-05 -0.005076 0 20
0.90124 1.1148 -0.00010466 -0.0050692 1 20
0.90196 1.1139 -0.00024178 -0.00504 2 20
0.90316 1.1125 -0.00035867 -0.0049828 3 20
0.90482 1.1104 -0.00047349 -0.0049009 4 20
0.90695 1.1078 -0.00058514 -0.0047948 5 20
0.90954 1.1047 -0.00069224 -0.0046647 6 20
0.91258 1.101 -0.00079352 -0.0045115 7 20
0.91605 1.0969 -0.00088831 -0.0043362 8 20
0.91995 1.0923 -0.00097586 -0.0041402 9 20
0.92426 1.0872 -0.0010554 -0.0039249 10 20
0.92896 1.0817 -0.0011261 -0.003692 11 20
0.93405 1.0759 -0.0011878 -0.0034433 12 20
0.93949 1.0697 -0.0012401 -0.0031806 13 20
0.94527 1.0632 -0.0012831 -0.0029059 14 20
0.95138 1.0564 -0.0013168 -0.0026209 15 20
0.95778 1.0493 -0.0013415 -0.0023278 16 20
0.96445 1.0421 -0.0013574 -0.0020283 17 20
