#"temperature_average" "density_average" "mass_flow_average:0" "mass_flow_average:1" "Points:0" "Points:1"
0.99871 1.0065 -0.0023468 -0.0013775 18 30
1.0027 1.0025 -0.0023975 -0.0011675 19 30
1.0069 0.99842 -0.0024377 -0.00095413 20 30
1.0111 0.99427 -0.0024674 -0.00073845 21 30
1.0154 0.99008 -0.0024867 -0.00052142 22 30
1.0198 0.98588 -0.0024957 -0.00030399 23 30
1.0242 0.98168 -0.0024946 -8.7096e-05 24 30
1.0286 0.97749 -0.0024836 0.00012838 25 30
1.033 0.97334 -0.0024629 0.00034158 26 30
1.0374 0.96923 -0.0024328 0.0005517 27 30
1.0418 0.96519 -0.0023936 0.00075797 28 30
1.0461 0.96122 -0.0023457 0.00095966 29 30
1.0503 0.95735 -0.0022894 0.0011561 30 30
1.0545 0.95358 -0.002225 0.0013467 31 30
1.0586 0.94993 -0.002153 0.0015307 32 30
1.0625 0.94642 -0.0020736 0.0017078 33 30
1.0664 0.94304 -0.0019873 0.0018773 34 30
1.0701 0.93982 -0.0018946 0.0020388 35 30
1.0736 0.93676 -0.0017957 0.0021919 36 30
1.0769 0.93387 -0.0016912 0.0023361 37 30
1.0801 0.93116 -0.0015814 0.0024711 38 30
1.083 0.92865 -0.0014668 0.0025967 39 30
1.0857 0.92632 -0.0013478 0.0027124 40 30
1.0883 0.9242 -0.0012247 0.0028181 41 30
1.0905 0.92229 -0.0010978 0.0029134 42 30
1.0926 0.92059 -0.00096762 0.0029983 43 30
1.0943 0.91911 -0.00083471 0.0030725 44 30
1.0958 0.91785 -0.00069962 0.003136 45 30
1.0971 0.91681 -0.00056294 0.0031886 46 30
1.0981 0.916 -0.00042456 0.0032298 47 30
1.0988 0.91542 -0.00028456 0.0032595 48 30
1.0992 0.91506 -0.00013482 0.0032778 49 30
1.0993 0.91494 -5.5376e-05 0.0032841 50 30
0.96248 1.0442 -6.8175e-05 -0.0033619 0 31
0.9626 1.0441 -0.00016481 -0.003357 1 31
0.963 1.0436 -0.00034616 -0.0033387 2 31
0.96365 1.0429 -0.00051582 -0.0033047 3 31
0.96455 1.042 -0.00068407 -0.0032565 4 31
0.96571 1.0407 -0.00084903 -0.0031942 5 31
0.96711 1.0392 -0.0010101 -0.0031181 6 31
0.96876 1.0375 -0.0011663 -0.0030282 7 31
0.97064 1.0355 -0.0013169 -0.0029253 8 31
0.97275 1.0332 -0.0014613 -0.0028097 9 31
0.97509 1.0308 -0.0015988 -0.002682 10 31
0.97763 1.0281 -0.0017286 -0.0025429 11 31
0.98038 1.0252 -0.0018502 -0.0023933 12 31
0.98332 1.0222 -0.001963 -0.0022338 13 31
0.98644 1.019 -0.0020665 -0.0020653 14 31
0.98973 1.0156 -0.0021606 -0.0018888 15 31
0.99317 1.0121 -0.0022447 -0.0017052 16 31
0.99675 1.0085 -0.0023187 -0.0015153 17 31
1.0005 1.0048 -0.0023824 -0.0013202 18 31
1.0043 1.001 -0.0024357 -0.0011208 19 31
1.0082 0.9971 -0.0024784 -0.0009181 20 31
1.0122 0.99317 -0.0025105 -0.00071302 21 31
1.0163 0.98921 -0.0025321 -0.00050649 22 31
1.0204 0.98523 -0.0025433 -0.00029943 23 31
1.0246 0.98124 -0.0025441 -9.2712e-05 24 31
1.0288 0.97727 -0.0025349 0.00011281 25 31
1.033 0.97334 -0.0025158 0.00031632 26 31
1.0372 0.96944 -0.002487 0.00051704 27 31
1.0413 0.96561 -0.0024488 0.00071422 28 31
1.0454 0.96184 -0.0024016 0.00090718 29 31
1.0494 0.95817 -0.0023456 0.0010953 30 31
1.0534 0.95459 -0.0022813 0.0012778 31 31
1.0573 0.95113 -0.0022089 0.0014543 32 31
1.061 0.94778 -0.0021289 0.0016241 33 31
1.0646 0.94458 -0.0020417 0.0017868 34 31
1.0681 0.94151 -0.0019476 0.001942 35 31
1.0715 0.9386 -0.001847 0.002089 36 31
1.0746 0.93586 -0.0017405 0.0022277 37 31
1.0776 0.93328 -0.0016284 0.0023576 38 31
1.0804 0.93089 -0.0015111 0.0024784 39 31
1.083 0.92868 -0.0013891 0.0025899 40 31
1.0854 0.92666 -0.0012627 0.0026916 41 31
1.0875 0.92484 -0.0011323 0.0027835 42 31
1.0894 0.92322 -0.00099841 0.0028653 43 31
1.0911 0.92181 -0.00086153 0.0029369 44 31
1.0925 0.9206 -0.00072227 0.0029981 45 31
1.0937 0.91962 -0.00058121 0.0030488 46 31
1.0946 0.91885 -0.00043831 0.0030885 47 31
1.0953 0.9183 -0.0002938 0.0031171 48 31
1.0957 0.91795 -0.00013983 0.0031347 49 31
1.0958 0.91784 -5.837e-05 0.0031406 50 31
0.96595 1.0405 -6.9694e-05 -0.0031866 0 32
0.96608 1.0403 -0.00016639 -0.003182 1 32
0.96645 1.0399 -0.00034834 -0.0031648 2 32
0.96707 1.0393 -0.00051911 -0.0031328 3 32
0.96793 1.0384 -0.00068852 -0.0030875 4 32
0.96903 1.0372 -0.00085468 -0.0030289 5 32
0.97037 1.0358 -0.001017 -0.0029571 6 32
0.97193 1.0341 -0.0011745 -0.0028726 7 32
0.97373 1.0322 -0.0013266 -0.0027756 8 32
0.97574 1.0301 -0.0014725 -0.0026667 9 32
0.97795 1.0278 -0.0016116 -0.0025464 10 32
0.98038 1.0252 -0.0017432 -0.0024154 11 32
0.98299 1.0225 -0.0018666 -0.0022742 12 32
0.98578 1.0197 -0.0019814 -0.0021238 13 32
0.98875 1.0166 -0.002087 -0.0019648 14 32
0.99188 1.0134 -0.0021832 -0.0017981 15 32
0.99515 1.0101 -0.0022695 -0.0016246 16 32
0.99856 1.0067 -0.0023458 -0.0014451 17 32
1.0021 1.0032 -0.0024117 -0.0012605 18 32
1.0057 0.99955 -0.0024672 -0.0010718 19 32
1.0095 0.99588 -0.0025121 -0.00087975 20 32
1.0133 0.99216 -0.0025464 -0.00068534 21 32
1.0171 0.9884 -0.00257 -0.00048944 22 32
1.0211 0.98463 -0.0025832 -0.00029288 23 32
1.025 0.98085 -0.0025858 -9.6517e-05 24 32
1.029 0.97708 -0.0025782 9.885e-05 25 32
1.033 0.97334 -0.0025605 0.00029244 26 32
1.0369 0.96964 -0.0025329 0.00048351 27 32
1.0409 0.966 -0.0024957 0.00067135 28 32
1.0448 0.96243 -0.0024492 0.00085528 29 32
1.0486 0.95893 -0.0023937 0.0010347 30 32
1.0523 0.95553 -0.0023295 0.0012089 31 32
1.056 0.95224 -0.002257 0.0013775 32 32
1.0596 0.94906 -0.0021765 0.0015398 33 32
1.063 0.94601 -0.0020885 0.0016953 34 32
1.0663 0.9431 -0.0019933 0.0018437 35 32
1.0695 0.94033 -0.0018914 0.0019845 36 32
1.0725 0.93771 -0.0017831 0.0021173 37 32
1.0753 0.93526 -0.001669 0.0022418 38 32
1.078 0.93298 -0.0015495 0.0023576 39 32
1.0804 0.93087 -0.0014249 0.0024644 40 32
1.0827 0.92895 -0.0012958 0.0025621 41 32
1.0847 0.92721 -0.0011623 0.0026502 42 32
1.0865 0.92567 -0.0010252 0.0027287 43 32
1.0881 0.92433 -0.00088489 0.0027974 44 32
1.0895 0.92318 -0.00074199 0.0028562 45 32
1.0906 0.92224 -0.00059713 0.0029048 46 32
1.0915 0.92151 -0.00045029 0.0029429 47 32
1.0921 0.92098 -0.00030186 0.0029704 48 32
1.0925 0.92066 -0.00014424 0.0029871 49 32
1.0926 0.92054 -6.1066e-05 0.0029927 50 32
0.96917 1.037 -7.1038e-05 -0.0030104 0 33
0.96928 1.0369 -0.00016766 -0.0030061 1 33
0.96964 1.0365 -0.00034994 -0.00299 2 33
0.97023 1.0359 -0.00052152 -0.00296 3 33
0.97105 1.035 -0.0006918 -0.0029174 4 33
0.9721 1.0339 -0.00085887 -0.0028624 5 33
0.97337 1.0326 -0.0010221 -0.0027951 6 33
0.97486 1.031 -0.0011807 -0.0027157 7 33
0.97657 1.0292 -0.0013339 -0.0026246 8 33
0.97849 1.0272 -0.0014811 -0.0025223 9 33
0.9806 1.025 -0.0016215 -0.0024093 10 33
0.98291 1.0226 -0.0017545 -0.0022861 11 33
0.9854 1.02 -0.0018795 -0.0021534 12 33
0.98806 1.0173 -0.0019958 -0.0020119 13 33
0.99088 1.0144 -0.0021032 -0.0018623 14 33
0.99386 1.0114 -0.0022012 -0.0017054 15 33
0.99698 1.0083 -0.0022894 -0.0015419 16 33
1.0002 1.005 -0.0023676 -0.0013728 17 33
1.0036 1.0017 -0.0024355 -0.0011987 18 33
1.007 0.99825 -0.0024929 -0.0010206 19 33
1.0106 0.99477 -0.0025398 -0.00083932 20 33
1.0142 0.99123 -0.002576 -0.00065566 21 33
1.0179 0.98766 -0.0026015 -0.00047047 22 33
1.0216 0.98408 -0.0026163 -0.00028454 23 33
1.0254 0.98049 -0.0026206 -9.8663e-05 24 33
1.0292 0.97691 -0.0026145 8.6383e-05 25 33
1.033 0.97335 -0.0025981 0.00026987 26 33
1.0367 0.96984 -0.0025716 0.00045107 27 33
1.0405 0.96637 -0.0025354 0.00062933 28 33
1.0442 0.96297 -0.0024895 0.00080399 29 33
1.0478 0.95965 -0.0024345 0.00097443 30 33
1.0514 0.95641 -0.0023705 0.0011401 31 33
1.0549 0.95328 -0.002298 0.0013004 32 33
1.0582 0.95025 -0.0022172 0.0014549 33 33
1.0615 0.94735 -0.0021286 0.001603 34 33
1.0646 0.94457 -0.0020326 0.0017444 35 33
1.0676 0.94193 -0.0019295 0.0018786 36 33
1.0705 0.93944 -0.0018199 0.0020053 37 33
1.0732 0.9371 -0.0017041 0.002124 38 33
1.0757 0.93493 -0.0015826 0.0022345 39 33
1.078 0.93292 -0.0014559 0.0023365 40 33
1.0802 0.93109 -0.0013244 0.0024297 41 33
1.0821 0.92943 -0.0011883 0.002514 42 33
1.0838 0.92796 -0.0010484 0.002589 43 33
1.0853 0.92668 -0.00090513 0.0026546 44 33
1.0866 0.92559 -0.00075911 0.0027108 45 33
1.0877 0.92469 -0.00061094 0.0027572 46 33
1.0885 0.92399 -0.00046067 0.0027936 47 33
1.0891 0.92349 -0.00030884 0.0028198 48 33
1.0895 0.92318 -0.00014812 0.0028357 49 33
1.0896 0.92307 -6.3498e-05 0.002841 50 33
0.97213 1.0339 -7.2244e-05 -0.0028334 0 34
0.97224 1.0338 -0.00016868 -0.0028295 1 34
0.97257 1.0334 -0.00035104 -0.0028144 2 34
0.97314 1.0328 -0.00052321 -0.0027863 3 34
0.97392 1.032 -0.00069411 -0.0027465 4 34
0.97492 1.0309 -0.00086183 -0.0026951 5 34
0.97614 1.0297 -0.0010258 -0.0026321 6 34
0.97756 1.0282 -0.0011852 -0.0025578 7 34
0.97919 1.0265 -0.0013393 -0.0024725 8 34
0.98102 1.0246 -0.0014874 -0.0023767 9 34
0.98304 1.0225 -0.0016289 -0.0022709 10 34
0.98524 1.0202 -0.001763 -0.0021555 11 34
0.98761 1.0178 -0.0018892 -0.0020312 12 34
0.99015 1.0152 -0.002007 -0.0018985 13 34
0.99285 1.0124 -0.0021158 -0.0017582 14 34
0.99568 1.0096 -0.0022153 -0.0016109 15 34
0.99866 1.0066 -0.0023051 -0.0014575 16 34
1.0017 1.0035 -0.002385 -0.0012986 17 34
1.005 1.0003 -0.0024546 -0.0011351 18 34
1.0083 0.99706 -0.0025137 -0.00096762 19 34
1.0116 0.99375 -0.0025623 -0.00079707 20 34
1.0151 0.99038 -0.0026001 -0.0006242 21 34
1.0186 0.98699 -0.0026272 -0.00044978 22 34
1.0222 0.98358 -0.0026436 -0.00027456 23 34
1.0257 0.98016 -0.0026494 -9.9302e-05 24 34
1.0293 0.97676 -0.0026446 7.5285e-05 25 34
1.0329 0.97337 -0.0026294 0.0002485 26 34
1.0365 0.97002 -0.002604 0.00041966 27 34
1.0401 0.96672 -0.0025686 0.00058813 28 34
1.0436 0.96348 -0.0025235 0.0007533 29 34
1.0471 0.96032 -0.002469 0.00091457 30 34
1.0505 0.95723 -0.0024053 0.0010714 31 34
1.0538 0.95424 -0.0023328 0.0012232 32 34
1.057 0.95136 -0.0022518 0.0013696 33 34
1.0601 0.94859 -0.0021628 0.0015101 34 34
1.0631 0.94594 -0.0020661 0.0016442 35 34
1.0659 0.94342 -0.0019621 0.0017715 36 34
1.0687 0.94105 -0.0018513 0.0018918 37 34
1.0712 0.93882 -0.0017342 0.0020045 38 34
1.0736 0.93674 -0.0016111 0.0021095 39 34
1.0758 0.93482 -0.0014826 0.0022065 40 34
1.0779 0.93307 -0.001349 0.0022951 41 34
1.0797 0.93149 -0.0012107 0.0023752 42 34
1.0813 0.93009 -0.0010684 0.0024465 43 34
1.0828 0.92886 -0.0009226 0.0025089 44 34
1.084 0.92782 -0.00077388 0.0025623 45 34
1.085 0.92697 -0.00062287 0.0026065 46 34
1.0858 0.9263 -0.00046964 0.0026411 47 34
1.0864 0.92582 -0.00031488 0.002666 48 34
1.0867 0.92552 -0.00015152 0.0026809 49 34
1.0868 0.92542 -6.5697e-05 0.0026858 50 34
0.97485 1.031 -7.3337e-05 -0.0026559 0 35
0.97495 1.0309 -0.00016948 -0.0026523 1 35
0.97527 1.0306 -0.00035173 -0.0026384 2 35
0.97581 1.03 -0.00052428 -0.0026122 3 35
0.97656 1.0292 -0.00069561 -0.0025751 4 35
0.97752 1.0282 -0.00086378 -0.0025271 5 35
0.97868 1.027 -0.0010283 -0.0024684 6 35
0.98004 1.0256 -0.0011882 -0.0023991 7 35
0.9816 1.024 -0.0013429 -0.0023196 8 35
0.98335 1.0222 -0.0014918 -0.0022302 9 35
0.98528 1.0202 -0.0016341 -0.0021315 10 35
0.98738 1.018 -0.0017692 -0.0020238 11 35
0.98965 1.0157 -0.0018964 -0.0019077 12 35
0.99207 1.0132 -0.0020153 -0.0017838 13 35
0.99465 1.0106 -0.0021253 -0.0016527 14 35
0.99736 1.0079 -0.0022261 -0.001515 15 35
1.0002 1.005 -0.0023173 -0.0013715 16 35
1.0032 1.0021 -0.0023985 -0.0012229 17 35
1.0062 0.99907 -0.0024696 -0.0010698 18 35
1.0094 0.99597 -0.0025302 -0.000913 19 35
1.0126 0.99281 -0.0025802 -0.00075321 20 35
1.0159 0.98961 -0.0026196 -0.00059116 21 35
1.0192 0.98638 -0.0026481 -0.00042757 22 35
1.0226 0.98312 -0.0026659 -0.00026314 23 35
1.0261 0.97987 -0.002673 -9.8583e-05 24 35
1.0295 0.97662 -0.0026694 6.5429e-05 25 35
1.0329 0.97339 -0.0026554 0.00022824 26 35
1.0363 0.9702 -0.002631 0.0003892 27 35
1.0397 0.96705 -0.0025964 0.00054772 28 35
1.0431 0.96396 -0.002552 0.00070321 29 35
1.0464 0.96094 -0.0024979 0.0008551 30 35
1.0496 0.95799 -0.0024345 0.0010029 31 35
1.0528 0.95514 -0.0023621 0.001146 32 35
1.0559 0.95238 -0.0022811 0.0012841 33 35
1.0588 0.94974 -0.0021918 0.0014166 34 35
1.0617 0.94721 -0.0020945 0.0015432 35 35
1.0644 0.94481 -0.0019899 0.0016635 36 35
1.067 0.94253 -0.0018781 0.0017771 37 35
1.0694 0.9404 -0.0017598 0.0018836 38 35
1.0717 0.93842 -0.0016354 0.0019829 39 35
1.0738 0.93659 -0.0015054 0.0020746 40 35
1.0757 0.93491 -0.0013701 0.0021584 41 35
1.0775 0.9334 -0.00123 0.0022342 42 35
1.079 0.93206 -0.0010856 0.0023017 43 35
1.0804 0.93089 -0.00093761 0.0023607 44 35
1.0816 0.92989 -0.00078658 0.0024113 45 35
1.0825 0.92907 -0.00063312 0.0024531 46 35
1.0833 0.92844 -0.00047735 0.0024858 47 35
1.0838 0.92798 -0.00032005 0.0025093 48 35
1.0842 0.92769 -0.00015448 0.0025233 49 35
1.0843 0.9276 -6.7701e-05 0.0025278 50 35
0.97734 1.0284 -7.4345e-05 -0.002478 0 36
0.97744 1.0283 -0.00017011 -0.0024748 1 36
0.97775 1.028 -0.00035209 -0.002462 2 36
0.97826 1.0274 -0.00052486 -0.0024377 3 36
0.97898 1.0267 -0.00069643 -0.0024032 4 36
0.9799 1.0257 -0.00086489 -0.0023587 5 36
0.98101 1.0246 -0.0010297 -0.0023042 6 36
0.98232 1.0232 -0.0011901 -0.0022398 7 36
0.98381 1.0217 -0.0013453 -0.002166 8 36
0.98548 1.02 -0.0014947 -0.002083 9 36
0.98733 1.0181 -0.0016376 -0.0019912 10 36
0.98934 1.016 -0.0017734 -0.0018911 11 36
0.99151 1.0138 -0.0019014 -0.0017832 12 36
0.99383 1.0114 -0.0020212 -0.0016679 13 36
0.9963 1.009 -0.0021323 -0.001546 14 36
0.99889 1.0063 -0.0022341 -0.0014179 15 36
1.0016 1.0036 -0.0023265 -0.0012843 16 36
1.0044 1.0008 -0.0024089 -0.0011458 17 36
1.0074 0.99794 -0.0024812 -0.0010032 18 36
1.0104 0.99498 -0.0025431 -0.00085699 19 36
1.0135 0.99196 -0.0025944 -0.00070795 20 36
1.0166 0.98891 -0.002635 -0.00055674 21 36
1.0198 0.98582 -0.0026649 -0.00040401 22 36
1.0231 0.98271 -0.0026839 -0.00025043 23 36
1.0263 0.9796 -0.0026922 -9.6651e-05 24 36
1.0296 0.9765 -0.0026897 5.6692e-05 25 36
1.0329 0.97341 -0.0026766 0.00020898 26 36
1.0362 0.97036 -0.0026531 0.00035962 27 36
1.0394 0.96735 -0.0026194 0.00050804 28 36
1.0426 0.9644 -0.0025756 0.00065369 29 36
1.0458 0.96151 -0.002522 0.00079603 30 36
1.0489 0.9587 -0.0024589 0.00093458 31 36
1.0519 0.95597 -0.0023867 0.0010689 32 36
1.0548 0.95333 -0.0023057 0.0011984 33 36
1.0576 0.9508 -0.0022162 0.0013228 34 36
1.0603 0.94838 -0.0021186 0.0014417 35 36
1.0629 0.94608 -0.0020133 0.0015547 36 36
1.0654 0.94391 -0.0019009 0.0016614 37 36
1.0677 0.94187 -0.0017816 0.0017616 38 36
1.0699 0.93997 -0.0016561 0.0018549 39 36
1.0719 0.93822 -0.0015248 0.0019411 40 36
1.0738 0.93661 -0.001388 0.00202 41 36
1.0754 0.93517 -0.0012463 0.0020913 42 36
1.0769 0.93388 -0.0011003 0.0021548 43 36
1.0782 0.93276 -0.00095042 0.0022104 44 36
1.0793 0.93181 -0.00079743 0.002258 45 36
1.0803 0.93102 -0.00064188 0.0022973 46 36
1.081 0.93041 -0.00048394 0.0023281 47 36
1.0815 0.92997 -0.00032445 0.0023502 48 36
1.0818 0.9297 -0.00015706 0.0023631 49 36
1.0819 0.92961 -6.9542e-05 0.0023672 50 36
0.97961 1.026 -7.5291e-05 -0.0022999 0 37
0.97971 1.0259 -0.0001706 -0.0022971 1 37
0.98001 1.0256 -0.00035217 -0.0022854 2 37
0.9805 1.0251 -0.00052503 -0.0022629 3 37
0.98119 1.0244 -0.00069672 -0.0022312 4 37
0.98207 1.0235 -0.00086532 -0.00219 5 37
0.98314 1.0224 -0.0010303 -0.0021396 6 37
0.98439 1.0211 -0.0011909 -0.0020802 7 37
0.98582 1.0196 -0.0013465 -0.002012 8 37
0.98743 1.018 -0.0014963 -0.0019352 9 37
0.9892 1.0161 -0.0016397 -0.0018504 10 37
0.99113 1.0142 -0.001776 -0.0017578 11 37
0.99321 1.0121 -0.0019047 -0.0016579 12 37
0.99544 1.0098 -0.0020252 -0.0015512 13 37
0.9978 1.0074 -0.0021371 -0.0014383 14 37
1.0003 1.0049 -0.0022399 -0.0013197 15 37
1.0029 1.0024 -0.0023331 -0.0011959 16 37
1.0056 0.99967 -0.0024166 -0.0010676 17 37
1.0084 0.9969 -0.00249 -0.00093535 18 37
1.0113 0.99407 -0.002553 -0.00079977 19 37
1.0143 0.99119 -0.0026054 -0.00066148 20 37
1.0173 0.98827 -0.0026472 -0.0005211 21 37
1.0203 0.98531 -0.0026781 -0.00037927 22 37
1.0235 0.98234 -0.0026983 -0.00023658 23 37
1.0266 0.97936 -0.0027076 -9.3637e-05 24 37
1.0297 0.97639 -0.0027061 4.8961e-05 25 37
1.0329 0.97344 -0.0026939 0.00019064 26 37
1.036 0.97052 -0.0026713 0.00033085 27 37
1.0391 0.96764 -0.0026382 0.00046905 28 37
1.0422 0.96481 -0.002595 0.00060472 29 37
1.0452 0.96204 -0.0025419 0.00073737 30 37
1.0481 0.95934 -0.0024792 0.00086653 31 37
1.051 0.95673 -0.0024072 0.00099176 32 37
1.0538 0.9542 -0.0023262 0.0011126 33 37
1.0565 0.95178 -0.0022366 0.0012287 34 37
1.0591 0.94946 -0.0021388 0.0013397 35 37
1.0616 0.94725 -0.0020331 0.0014452 36 37
1.064 0.94517 -0.00192 0.001545 37 37
1.0662 0.94322 -0.0018 0.0016386 38 37
1.0683 0.9414 -0.0016736 0.0017258 39 37
1.0702 0.93971 -0.0015412 0.0018064 40 37
1.072 0.93818 -0.0014033 0.0018802 41 37
1.0736 0.93679 -0.0012602 0.0019468 42 37
1.075 0.93556 -0.0011127 0.0020063 43 37
1.0762 0.93448 -0.00096132 0.0020583 44 37
1.0773 0.93357 -0.00080665 0.0021028 45 37
1.0782 0.93281 -0.00064933 0.0021395 46 37
1.0789 0.93223 -0.00048953 0.0021683 47 37
1.0793 0.93181 -0.00032818 0.0021889 48 37
1.0796 0.93155 -0.0001593 0.0022009 49 37
1.0797 0.93146 -7.1239e-05 0.0022045 50 37
0.98168 1.0239 -7.6188e-05 -0.0021217 0 38
0.98178 1.0238 -0.00017099 -0.0021193 1 38
0.98206 1.0235 -0.00035205 -0.0021087 2 38
0.98254 1.023 -0.00052488 -0.0020881 3 38
0.9832 1.0223 -0.00069659 -0.002059 4 38
0.98405 1.0214 -0.00086524 -0.0020212 5 38
0.98507 1.0204 -0.0010303 -0.0019749 6 38
0.98628 1.0191 -0.0011911 -0.0019203 7 38
0.98765 1.0177 -0.0013468 -0.0018576 8 38
0.9892 1.0161 -0.0014969 -0.001787 9 38
0.9909 1.0144 -0.0016406 -0.001709 10 38
0.99276 1.0125 -0.0017774 -0.0016238 11 38
0.99476 1.0105 -0.0019066 -0.0015319 12 38
0.9969 1.0083 -0.0020277 -0.0014338 13 38
0.99917 1.0061 -0.0021402 -0.0013299 14 38
1.0016 1.0037 -0.0022437 -0.0012206 15 38
1.0041 1.0012 -0.0023378 -0.0011066 16 38
1.0067 0.99862 -0.0024222 -0.0009884 17 38
1.0094 0.99597 -0.0024964 -0.0008665 18 38
1.0121 0.99326 -0.0025604 -0.00074149 19 38
1.015 0.99049 -0.0026138 -0.00061393 20 38
1.0179 0.98769 -0.0026565 -0.0004844 21 38
1.0208 0.98485 -0.0026884 -0.00035347 22 38
1.0238 0.982 -0.0027095 -0.0002217 23 38
1.0268 0.97915 -0.0027198 -8.9648e-05 24 38
1.0298 0.9763 -0.0027192 4.2143e-05 25 38
1.0328 0.97346 -0.0027079 0.00017314 26 38
1.0358 0.97066 -0.0026859 0.00030282 27 38
1.0388 0.9679 -0.0026536 0.00043069 28 38
1.0418 0.96518 -0.002611 0.00055627 29 38
1.0447 0.96252 -0.0025583 0.0006791 30 38
1.0475 0.95994 -0.002496 0.00079874 31 38
1.0503 0.95743 -0.0024242 0.00091478 32 38
1.0529 0.955 -0.0023433 0.0010268 33 38
1.0555 0.95267 -0.0022536 0.0011345 34 38
1.058 0.95045 -0.0021556 0.0012374 35 38
1.0604 0.94833 -0.0020496 0.0013353 36 38
1.0627 0.94633 -0.0019361 0.0014279 37 38
1.0648 0.94445 -0.0018155 0.0015148 38 38
1.0668 0.9427 -0.0016883 0.0015958 39 38
1.0686 0.94109 -0.001555 0.0016706 40 38
1.0703 0.93961 -0.0014161 0.0017391 41 38
1.0718 0.93828 -0.001272 0.0018011 42 38
1.0732 0.93709 -0.0011232 0.0018563 43 38
1.0744 0.93606 -0.00097052 0.0019046 44 38
1.0754 0.93518 -0.00081445 0.0019459 45 38
1.0763 0.93446 -0.00065561 0.0019801 46 38
1.0769 0.93389 -0.00049425 0.0020068 47 38
1.0774 0.93349 -0.00033131 0.0020259 48 38
1.0777 0.93324 -0.00016126 0.0020368 49 38
1.0778 0.93315 -7.2826e-05 0.00204 50 38
0.98356 1.022 -7.7066e-05 -0.0019436 0 39
0.98365 1.0219 -0.00017131 -0.0019416 1 39
0.98392 1.0216 -0.00035175 -0.0019321 2 39
0.98438 1.0211 -0.0005245 -0.0019133 3 39
0.98502 1.0204 -0.00069614 -0.0018867 4 39
0.98583 1.0196 -0.00086475 -0.0018523 5 39
0.98682 1.0186 -0.0010298 -0.00181 6 39
0.98798 1.0174 -0.0011906 -0.0017602 7 39
0.98931 1.016 -0.0013465 -0.0017029 8 39
0.9908 1.0145 -0.0014967 -0.0016385 9 39
0.99244 1.0128 -0.0016407 -0.0015672 10 39
0.99423 1.011 -0.0017778 -0.0014894 11 39
0.99616 1.0091 -0.0019074 -0.0014054 12 39
0.99822 1.007 -0.002029 -0.0013157 13 39
1.0004 1.0048 -0.002142 -0.0012207 14 39
1.0027 1.0025 -0.0022461 -0.0011208 15 39
1.0051 1.0001 -0.0023409 -0.0010165 16 39
1.0076 0.99767 -0.002426 -0.00090833 17 39
1.0102 0.99513 -0.002501 -0.00079674 18 39
1.0129 0.99252 -0.0025657 -0.00068227 19 39
1.0156 0.98986 -0.00262 -0.00056543 20 39
1.0184 0.98717 -0.0026636 -0.00044675 21 39
1.0213 0.98444 -0.0026963 -0.00032673 22 39
1.0241 0.9817 -0.0027183 -0.0002059 23 39
1.027 0.97895 -0.0027293 -8.477e-05 24 39
1.0299 0.97621 -0.0027295 3.6166e-05 25 39
1.0328 0.97349 -0.002719 0.00015641 26 39
1.0357 0.97079 -0.0026977 0.0002755 27 39
1.0386 0.96813 -0.002666 0.00039296 28 39
1.0414 0.96552 -0.0026239 0.00050835 29 39
1.0442 0.96297 -0.0025717 0.00062125 30 39
1.0469 0.96048 -0.0025097 0.00073126 31 39
1.0496 0.95806 -0.0024381 0.00083798 32 39
1.0521 0.95573 -0.0023573 0.00094106 33 39
1.0546 0.95349 -0.0022677 0.0010401 34 39
1.057 0.95134 -0.0021696 0.0011349 35 39
1.0593 0.94931 -0.0020633 0.001225 36 39
1.0615 0.94738 -0.0019494 0.0013103 37 39
1.0635 0.94557 -0.0018284 0.0013903 38 39
1.0654 0.94389 -0.0017006 0.0014649 39 39
1.0672 0.94233 -0.0015666 0.0015339 40 39
1.0688 0.94091 -0.0014268 0.0015971 41 39
1.0703 0.93963 -0.0012818 0.0016542 42 39
1.0716 0.93849 -0.0011321 0.001705 43 39
1.0728 0.93749 -0.00097825 0.0017496 44 39
1.0737 0.93665 -0.00082099 0.0017877 45 39
1.0745 0.93595 -0.00066088 0.0018191 46 39
1.0752 0.93541 -0.0004982 0.0018437 47 39
1.0756 0.93502 -0.00033393 0.0018613 48 39
1.0759 0.93478 -0.00016298 0.0018711 49 39
1.076 0.9347 -7.4316e-05 0.0018738 50 39
0.98524 1.0202 -7.7949e-05 -0.0017655 0 40
0.98533 1.0201 -0.00017156 -0.0017639 1 40
0.98559 1.0198 -0.00035133 -0.0017556 2 40
0.98604 1.0194 -0.00052395 -0.0017386 3 40
0.98665 1.0188 -0.00069546 -0.0017145 4 40
0.98744 1.0179 -0.00086399 -0.0016833 5 40
0.9884 1.017 -0.001029 -0.0016451 6 40
0.98952 1.0158 -0.0011898 -0.0015999 7 40
0.9908 1.0145 -0.0013457 -0.0015481 8 40
0.99224 1.0131 -0.001496 -0.0014897 9 40
0.99382 1.0114 -0.0016402 -0.0014251 10 40
0.99555 1.0097 -0.0017775 -0.0013546 11 40
0.99741 1.0078 -0.0019074 -0.0012785 12 40
0.9994 1.0058 -0.0020293 -0.0011971 13 40
1.0015 1.0037 -0.0021428 -0.001111 14 40
1.0037 1.0015 -0.0022474 -0.0010203 15 40
1.0061 0.99921 -0.0023427 -0.0009257 16 40
1.0085 0.99683 -0.0024284 -0.0008275 17 40
