#           y      vel_x       p_xy        q_x
1.14594e-02 1.46734e-04 -2.66837e-03 -2.16021e-06
3.43783e-02 4.40206e-04 -2.66837e-03 -6.48438e-06
5.72972e-02 7.33706e-04 -2.66836e-03 -1.08302e-05
8.02161e-02 1.02721e-03 -2.66837e-03 -1.51881e-05
1.03135e-01 1.32085e-03 -2.66835e-03 -1.96392e-05
1.26054e-01 1.61431e-03 -2.66842e-03 -2.39587e-05
1.48973e-01 1.90853e-03 -2.66822e-03 -2.89579e-05
1.71892e-01 2.20073e-03 -2.66872e-03 -3.19261e-05
1.94811e-01 2.49913e-03 -2.66725e-03 -4.21157e-05
2.17730e-01 2.77806e-03 -2.66979e-03 -2.78555e-05
2.41602e-01 3.26450e-03 -2.69240e-03 -1.74577e-04
2.65553e-01 3.53899e-03 -2.66153e-03 -1.66613e-04
2.87820e-01 3.86557e-03 -2.67069e-03 -1.86626e-04
3.08519e-01 4.15023e-03 -2.66766e-03 -1.99326e-04
3.27762e-01 4.42461e-03 -2.66859e-03 -2.14933e-04
3.45651e-01 4.68088e-03 -2.66830e-03 -2.30470e-04
3.62281e-01 4.92309e-03 -2.66839e-03 -2.46796e-04
3.77742e-01 5.15150e-03 -2.66836e-03 -2.63660e-04
3.92114e-01 5.36746e-03 -2.66837e-03 -2.81144e-04
4.05475e-01 5.57190e-03 -2.66837e-03 -2.99244e-04
4.17896e-01 5.76580e-03 -2.66837e-03 -3.18009e-04
4.29442e-01 5.95018e-03 -2.66837e-03 -3.37513e-04
4.40177e-01 6.12606e-03 -2.66837e-03 -3.57891e-04
4.50156e-01 6.29461e-03 -2.66837e-03 -3.79362e-04
4.59433e-01 6.45717e-03 -2.66838e-03 -4.02261e-04
4.68057e-01 6.61534e-03 -2.66838e-03 -4.27066e-04
4.76074e-01 6.77096e-03 -2.66838e-03 -4.54445e-04
4.83527e-01 6.92639e-03 -2.66841e-03 -4.85206e-04
4.90456e-01 7.08370e-03 -2.66827e-03 -5.20450e-04
4.96897e-01 7.24662e-03 -2.66863e-03 -5.60803e-04
