#           y      vel_x       p_xy        q_x
1.14594e-02 1.51530e-04 -2.63595e-03 -6.04750e-06
3.43783e-02 4.54695e-04 -2.63595e-03 -1.81809e-05
5.72972e-02 7.58179e-04 -2.63595e-03 -3.04303e-05
8.02161e-02 1.06221e-03 -2.63595e-03 -4.28751e-05
1.03135e-01 1.36701e-03 -2.63595e-03 -5.55982e-05
1.26054e-01 1.67287e-03 -2.63595e-03 -6.86872e-05
1.48973e-01 1.98005e-03 -2.63595e-03 -8.22363e-05
1.71892e-01 2.28891e-03 -2.63595e-03 -9.63480e-05
1.94811e-01 2.59983e-03 -2.63595e-03 -1.11136e-04
2.17730e-01 2.91324e-03 -2.63597e-03 -1.26730e-04
2.41602e-01 3.24293e-03 -2.63596e-03 -1.43975e-04
2.65553e-01 3.57761e-03 -2.63595e-03 -1.62453e-04
2.87820e-01 3.89312e-03 -2.63595e-03 -1.80925e-04
3.08519e-01 4.19086e-03 -2.63594e-03 -1.99362e-04
3.27762e-01 4.47220e-03 -2.63594e-03 -2.17765e-04
3.45651e-01 4.73831e-03 -2.63594e-03 -2.36111e-04
3.62281e-01 4.99024e-03 -2.63594e-03 -2.54371e-04
3.77742e-01 5.22894e-03 -2.63594e-03 -2.72510e-04
3.92114e-01 5.45523e-03 -2.63594e-03 -2.90490e-04
4.05475e-01 5.66986e-03 -2.63594e-03 -3.08268e-04
4.17896e-01 5.87347e-03 -2.63594e-03 -3.25802e-04
4.29442e-01 6.06667e-03 -2.63594e-03 -3.43051e-04
4.40177e-01 6.24997e-03 -2.63594e-03 -3.59973e-04
4.50156e-01 6.42387e-03 -2.63594e-03 -3.76532e-04
4.59433e-01 6.58880e-03 -2.63594e-03 -3.92693e-04
4.68057e-01 6.74518e-03 -2.63594e-03 -4.08420e-04
4.76074e-01 6.89337e-03 -2.63593e-03 -4.23702e-04
4.83527e-01 7.03378e-03 -2.63597e-03 -4.38464e-04
4.90456e-01 7.16649e-03 -2.63580e-03 -4.52847e-04
4.96897e-01 7.29272e-03 -2.63631e-03 -4.66396e-04
