#           y      vel_x       p_xy        q_x
1.43243e-02 2.38623e-04 -1.17588e-03 -3.20010e-07
4.29729e-02 7.15904e-04 -1.17588e-03 -9.77890e-07
7.16216e-02 1.19330e-03 -1.17588e-03 -1.70622e-06
1.00270e-01 1.67091e-03 -1.17588e-03 -2.52447e-06
1.28919e-01 2.14894e-03 -1.17590e-03 -3.61901e-06
1.57567e-01 2.62753e-03 -1.17585e-03 -4.65819e-06
1.86216e-01 3.10807e-03 -1.17602e-03 -7.37478e-06
2.14865e-01 3.58736e-03 -1.17565e-03 -5.99984e-06
2.42662e-01 4.06959e-03 -1.17649e-03 -2.19883e-05
2.68515e-01 4.50309e-03 -1.17589e-03 -2.07606e-05
2.92267e-01 4.90628e-03 -1.17592e-03 -2.55139e-05
3.14090e-01 5.27744e-03 -1.17587e-03 -2.94933e-05
3.34141e-01 5.62057e-03 -1.17588e-03 -3.44047e-05
3.52564e-01 5.93776e-03 -1.17588e-03 -3.98379e-05
3.69490e-01 6.23136e-03 -1.17588e-03 -4.59241e-05
3.85041e-01 6.50342e-03 -1.17588e-03 -5.26698e-05
3.99330e-01 6.75589e-03 -1.17588e-03 -6.01204e-05
4.12458e-01 6.99057e-03 -1.17588e-03 -6.83218e-05
4.24519e-01 7.20914e-03 -1.17588e-03 -7.73331e-05
4.35601e-01 7.41319e-03 -1.17588e-03 -8.72281e-05
4.45783e-01 7.60422e-03 -1.17588e-03 -9.80994e-05
4.55138e-01 7.78370e-03 -1.17589e-03 -1.10064e-04
4.63734e-01 7.95303e-03 -1.17589e-03 -1.23277e-04
4.71631e-01 8.11374e-03 -1.17590e-03 -1.37977e-04
4.78886e-01 8.26767e-03 -1.17591e-03 -1.54646e-04
4.85553e-01 8.41796e-03 -1.17594e-03 -1.74309e-04
4.91678e-01 8.56930e-03 -1.17586e-03 -1.99309e-04
4.97305e-01 8.73267e-03 -1.17601e-03 -2.33439e-04
