#           y      vel_x       p_xy        q_x
9.11486e-03 1.51997e-04 -1.17705e-03 -2.30987e-07
2.73446e-02 4.55995e-04 -1.17705e-03 -6.96374e-07
4.55743e-02 7.60006e-04 -1.17705e-03 -1.17205e-06
6.38040e-02 1.06404e-03 -1.17705e-03 -1.66503e-06
8.20338e-02 1.36810e-03 -1.17705e-03 -2.18260e-06
1.00263e-01 1.67220e-03 -1.17705e-03 -2.73242e-06
1.18493e-01 1.97635e-03 -1.17705e-03 -3.32259e-06
1.36723e-01 2.28055e-03 -1.17705e-03 -3.96184e-06
1.54953e-01 2.58483e-03 -1.17705e-03 -4.65963e-06
1.73182e-01 2.88919e-03 -1.17705e-03 -5.42618e-06
1.91412e-01 3.19365e-03 -1.17705e-03 -6.27321e-06
2.09642e-01 3.49822e-03 -1.17705e-03 -7.21181e-06
2.27872e-01 3.80291e-03 -1.17705e-03 -8.26078e-06
2.46101e-01 4.10776e-03 -1.17705e-03 -9.41867e-06
2.64331e-01 4.41276e-03 -1.17706e-03 -1.07609e-05
2.82561e-01 4.71798e-03 -1.17701e-03 -1.21065e-05
3.00790e-01 5.02331e-03 -1.17720e-03 -1.41657e-05
3.19020e-01 5.32925e-03 -1.17655e-03 -1.45905e-05
3.37250e-01 5.63427e-03 -1.17875e-03 -2.15454e-05
3.55480e-01 5.94339e-03 -1.17129e-03 -6.95827e-06
3.73542e-01 6.30308e-03 -1.17987e-03 -5.31144e-05
3.90466e-01 6.58958e-03 -1.17627e-03 -5.18602e-05
4.05551e-01 6.86179e-03 -1.17732e-03 -6.30527e-05
4.18998e-01 7.10354e-03 -1.17697e-03 -7.18121e-05
4.30985e-01 7.32346e-03 -1.17708e-03 -8.20115e-05
4.41671e-01 7.52266e-03 -1.17704e-03 -9.26673e-05
4.51195e-01 7.70400e-03 -1.17705e-03 -1.04053e-04
4.59686e-01 7.86947e-03 -1.17705e-03 -1.16121e-04
4.67254e-01 8.02105e-03 -1.17705e-03 -1.28919e-04
4.74001e-01 8.16056e-03 -1.17706e-03 -1.42520e-04
4.80015e-01 8.28987e-03 -1.17706e-03 -1.57121e-04
4.85375e-01 8.41114e-03 -1.17707e-03 -1.73154e-04
4.90154e-01 8.52729e-03 -1.17709e-03 -1.91422e-04
4.94413e-01 8.64163e-03 -1.17701e-03 -2.13285e-04
4.98210e-01 8.75963e-03 -1.17718e-03 -2.40206e-04
