#           y      vel_x       p_xy        q_x
1.14594e-02 1.46968e-04 -2.66994e-03 -1.35252e-06
3.43783e-02 4.40907e-04 -2.66994e-03 -4.05980e-06
5.72972e-02 7.34875e-04 -2.66994e-03 -6.78008e-06
8.02161e-02 1.02885e-03 -2.66995e-03 -9.50760e-06
1.03135e-01 1.32295e-03 -2.66992e-03 -1.22909e-05
1.26054e-01 1.61687e-03 -2.67000e-03 -1.49960e-05
1.48973e-01 1.91161e-03 -2.66977e-03 -1.81054e-05
1.71892e-01 2.20415e-03 -2.67037e-03 -2.00086e-05
1.94811e-01 2.50342e-03 -2.66859e-03 -2.61982e-05
2.17730e-01 2.78162e-03 -2.67208e-03 -1.78478e-05
2.41602e-01 3.26094e-03 -2.69285e-03 -1.73127e-04
2.65553e-01 3.53650e-03 -2.66327e-03 -1.63488e-04
2.87820e-01 3.86263e-03 -2.67218e-03 -1.84664e-04
3.08519e-01 4.14749e-03 -2.66926e-03 -1.97477e-04
3.27762e-01 4.42192e-03 -2.67016e-03 -2.13376e-04
3.45651e-01 4.67829e-03 -2.66987e-03 -2.29084e-04
3.62281e-01 4.92058e-03 -2.66996e-03 -2.45565e-04
3.77742e-01 5.14909e-03 -2.66994e-03 -2.62554e-04
3.92114e-01 5.36514e-03 -2.66995e-03 -2.80145e-04
4.05475e-01 5.56966e-03 -2.66994e-03 -2.98337e-04
4.17896e-01 5.76365e-03 -2.66994e-03 -3.17181e-04
4.29442e-01 5.94811e-03 -2.66995e-03 -3.36754e-04
4.40177e-01 6.12407e-03 -2.66995e-03 -3.57195e-04
4.50156e-01 6.29270e-03 -2.66995e-03 -3.78722e-04
4.59433e-01 6.45534e-03 -2.66995e-03 -4.01672e-04
4.68057e-01 6.61358e-03 -2.66996e-03 -4.26525e-04
4.76074e-01 6.76928e-03 -2.66995e-03 -4.53949e-04
4.83527e-01 6.92479e-03 -2.66999e-03 -4.84754e-04
4.90456e-01 7.08217e-03 -2.66984e-03 -5.20040e-04
4.96897e-01 7.24517e-03 -2.67020e-03 -5.60436e-04
