#           y      vel_x       p_xy        q_x
9.82494e-03 1.63793e-04 -1.17882e-03 -1.82731e-08
2.94748e-02 4.91380e-04 -1.17882e-03 -5.47558e-08
4.91247e-02 8.18966e-04 -1.17882e-03 -9.10487e-08
6.87746e-02 1.14655e-03 -1.17882e-03 -1.27025e-07
8.84244e-02 1.47414e-03 -1.17882e-03 -1.62553e-07
1.08074e-01 1.80172e-03 -1.17882e-03 -1.97525e-07
1.27724e-01 2.12931e-03 -1.17882e-03 -2.31766e-07
1.47374e-01 2.45689e-03 -1.17882e-03 -2.65183e-07
1.67024e-01 2.78448e-03 -1.17882e-03 -2.97631e-07
1.86674e-01 3.11206e-03 -1.17882e-03 -3.28976e-07
2.06324e-01 3.43964e-03 -1.17882e-03 -3.59078e-07
2.25974e-01 3.76723e-03 -1.17882e-03 -3.87798e-07
2.45623e-01 4.09481e-03 -1.17882e-03 -4.14991e-07
2.65273e-01 4.42239e-03 -1.17882e-03 -4.40515e-07
2.84923e-01 4.74996e-03 -1.17882e-03 -4.64203e-07
3.04573e-01 5.07755e-03 -1.17881e-03 -4.85956e-07
3.24223e-01 5.40509e-03 -1.17884e-03 -5.05439e-07
3.43873e-01 5.73280e-03 -1.17876e-03 -5.23068e-07
3.63523e-01 6.05995e-03 -1.17899e-03 -5.36798e-07
3.83173e-01 6.38878e-03 -1.17827e-03 -5.52549e-07
4.02822e-01 6.71234e-03 -1.18040e-03 -5.50772e-07
4.22472e-01 7.05134e-03 -1.17340e-03 -5.89888e-07
4.41888e-01 7.53900e-03 -1.19220e-03 -1.02431e-04
4.58604e-01 7.83589e-03 -1.17654e-03 -1.09675e-04
4.71025e-01 8.09499e-03 -1.17957e-03 -1.35376e-04
4.80253e-01 8.29066e-03 -1.17860e-03 -1.56324e-04
4.87109e-01 8.44859e-03 -1.17885e-03 -1.78107e-04
4.92204e-01 8.57705e-03 -1.17878e-03 -1.99872e-04
4.95989e-01 8.68455e-03 -1.17877e-03 -2.22153e-04
4.98801e-01 8.77651e-03 -1.17892e-03 -2.44400e-04
