#           y      vel_x       p_xy        q_x
1.14594e-02 1.52096e-04 -2.64346e-03 -4.65684e-06
3.43783e-02 4.56361e-04 -2.64346e-03 -1.40065e-05
5.72972e-02 7.60843e-04 -2.64346e-03 -2.34649e-05
8.02161e-02 1.06569e-03 -2.64346e-03 -3.31070e-05
1.03135e-01 1.37107e-03 -2.64346e-03 -4.30121e-05
1.26054e-01 1.67714e-03 -2.64346e-03 -5.32654e-05
1.48973e-01 1.98410e-03 -2.64346e-03 -6.39604e-05
1.71892e-01 2.29214e-03 -2.64347e-03 -7.52021e-05
1.94811e-01 2.60153e-03 -2.64347e-03 -8.71103e-05
2.17730e-01 2.91252e-03 -2.64347e-03 -9.98284e-05
2.41602e-01 3.23853e-03 -2.64347e-03 -1.14109e-04
2.65553e-01 3.56812e-03 -2.64346e-03 -1.29681e-04
2.87820e-01 3.87734e-03 -2.64346e-03 -1.45574e-04
3.08519e-01 4.16771e-03 -2.64346e-03 -1.61802e-04
3.27762e-01 4.44069e-03 -2.64346e-03 -1.78408e-04
3.45651e-01 4.69761e-03 -2.64346e-03 -1.95419e-04
3.62281e-01 4.93970e-03 -2.64346e-03 -2.12862e-04
3.77742e-01 5.16813e-03 -2.64346e-03 -2.30760e-04
3.92114e-01 5.38396e-03 -2.64346e-03 -2.49139e-04
4.05475e-01 5.58822e-03 -2.64346e-03 -2.68033e-04
4.17896e-01 5.78191e-03 -2.64346e-03 -2.87496e-04
4.29442e-01 5.96602e-03 -2.64346e-03 -3.07615e-04
4.40177e-01 6.14160e-03 -2.64346e-03 -3.28534e-04
4.50156e-01 6.30983e-03 -2.64346e-03 -3.50479e-04
4.59433e-01 6.47203e-03 -2.64347e-03 -3.73790e-04
4.68057e-01 6.62981e-03 -2.64347e-03 -3.98948e-04
4.76074e-01 6.78502e-03 -2.64347e-03 -4.26625e-04
4.83527e-01 6.94000e-03 -2.64350e-03 -4.57629e-04
4.90456e-01 7.09681e-03 -2.64336e-03 -4.93058e-04
4.96897e-01 7.25918e-03 -2.64372e-03 -5.33541e-04
