#           y      vel_x       p_xy        q_x
9.11486e-03 1.51952e-04 -1.17440e-03 -4.03036e-07
2.73446e-02 4.55866e-04 -1.17440e-03 -1.21755e-06
4.55743e-02 7.59814e-04 -1.17440e-03 -2.05761e-06
6.38040e-02 1.06382e-03 -1.17440e-03 -2.94090e-06
8.20338e-02 1.36790e-03 -1.17440e-03 -3.88614e-06
1.00263e-01 1.67209e-03 -1.17440e-03 -4.91354e-06
1.18493e-01 1.97642e-03 -1.17440e-03 -6.04527e-06
1.36723e-01 2.28091e-03 -1.17440e-03 -7.30609e-06
1.54953e-01 2.58561e-03 -1.17440e-03 -8.72391e-06
1.73182e-01 2.89055e-03 -1.17440e-03 -1.03307e-05
1.91412e-01 3.19579e-03 -1.17441e-03 -1.21632e-05
2.09642e-01 3.50139e-03 -1.17441e-03 -1.42645e-05
2.27872e-01 3.80742e-03 -1.17441e-03 -1.66849e-05
2.46101e-01 4.11397e-03 -1.17441e-03 -1.94843e-05
2.64331e-01 4.42115e-03 -1.17441e-03 -2.27346e-05
2.82561e-01 4.72914e-03 -1.17441e-03 -2.65228e-05
3.00790e-01 5.03813e-03 -1.17441e-03 -3.09561e-05
3.19020e-01 5.34841e-03 -1.17442e-03 -3.61680e-05
3.37250e-01 5.66039e-03 -1.17442e-03 -4.23279e-05
3.55480e-01 5.97466e-03 -1.17443e-03 -4.96514e-05
3.73542e-01 6.28912e-03 -1.17442e-03 -5.83271e-05
3.90466e-01 6.58758e-03 -1.17441e-03 -6.80596e-05
4.05551e-01 6.85804e-03 -1.17441e-03 -7.84142e-05
4.18998e-01 7.10389e-03 -1.17441e-03 -8.92984e-05
4.30985e-01 7.32811e-03 -1.17441e-03 -1.00631e-04
4.41671e-01 7.53323e-03 -1.17440e-03 -1.12313e-04
4.51195e-01 7.72139e-03 -1.17440e-03 -1.24241e-04
4.59686e-01 7.89437e-03 -1.17440e-03 -1.36303e-04
4.67254e-01 8.05366e-03 -1.17440e-03 -1.48387e-04
4.74001e-01 8.20048e-03 -1.17440e-03 -1.60384e-04
4.80015e-01 8.33586e-03 -1.17440e-03 -1.72189e-04
4.85375e-01 8.46067e-03 -1.17439e-03 -1.83714e-04
4.90154e-01 8.57569e-03 -1.17442e-03 -1.94847e-04
4.94413e-01 8.68139e-03 -1.17430e-03 -2.05624e-04
4.98210e-01 8.77909e-03 -1.17465e-03 -2.15680e-04
