#           y      vel_x       p_xy        q_x
9.96115e-03 1.87775e-04 -3.99919e-04 -1.49998e-08
2.98834e-02 5.63326e-04 -3.99919e-04 -4.49434e-08
4.98057e-02 9.38876e-04 -3.99919e-04 -7.47293e-08
6.97280e-02 1.31443e-03 -3.99919e-04 -1.04244e-07
8.96503e-02 1.68998e-03 -3.99919e-04 -1.33376e-07
1.09573e-01 2.06553e-03 -3.99919e-04 -1.62006e-07
1.29495e-01 2.44107e-03 -3.99919e-04 -1.90009e-07
1.49417e-01 2.81662e-03 -3.99919e-04 -2.17253e-07
1.69339e-01 3.19217e-03 -3.99919e-04 -2.43596e-07
1.89262e-01 3.56772e-03 -3.99919e-04 -2.68885e-07
2.09184e-01 3.94326e-03 -3.99920e-04 -2.92956e-07
2.29106e-01 4.31881e-03 -3.99920e-04 -3.15634e-07
2.49029e-01 4.69435e-03 -3.99920e-04 -3.36728e-07
2.68951e-01 5.06990e-03 -3.99920e-04 -3.56038e-07
2.88873e-01 5.44544e-03 -3.99920e-04 -3.73330e-07
3.08796e-01 5.82098e-03 -3.99919e-04 -3.88430e-07
3.28718e-01 6.19651e-03 -3.99923e-04 -4.00861e-07
3.48640e-01 6.57207e-03 -3.99910e-04 -4.11214e-07
3.68562e-01 6.94753e-03 -3.99954e-04 -4.16181e-07
3.88485e-01 7.32335e-03 -3.99804e-04 -4.27281e-07
4.08883e-01 7.71643e-03 -4.00353e-04 -5.30854e-06
4.27785e-01 8.07689e-03 -3.99943e-04 -6.85054e-06
4.43117e-01 8.37212e-03 -3.99944e-04 -1.00089e-05
4.55554e-01 8.61406e-03 -3.99926e-04 -1.37378e-05
4.65641e-01 8.81333e-03 -3.99924e-04 -1.83012e-05
4.73824e-01 8.97826e-03 -3.99922e-04 -2.36479e-05
4.80461e-01 9.11564e-03 -3.99922e-04 -2.97880e-05
4.85844e-01 9.23098e-03 -3.99921e-04 -3.67220e-05
4.90211e-01 9.32880e-03 -3.99929e-04 -4.44828e-05
4.93753e-01 9.41320e-03 -3.99934e-04 -5.32793e-05
4.96626e-01 9.48833e-03 -3.99928e-04 -6.38747e-05
4.98956e-01 9.56092e-03 -3.99945e-04 -7.78554e-05
