#           y      vel_x       p_xy        q_x
9.11486e-03 1.52051e-04 -1.17773e-03 -1.74183e-07
2.73446e-02 4.56158e-04 -1.17773e-03 -5.26334e-07
4.55743e-02 7.60280e-04 -1.17773e-03 -8.89943e-07
6.38040e-02 1.06443e-03 -1.17773e-03 -1.27299e-06
8.20338e-02 1.36861e-03 -1.17773e-03 -1.68397e-06
1.00263e-01 1.67285e-03 -1.17773e-03 -2.13217e-06
1.18493e-01 1.97715e-03 -1.17773e-03 -2.62792e-06
1.36723e-01 2.28153e-03 -1.17773e-03 -3.18298e-06
1.54953e-01 2.58601e-03 -1.17773e-03 -3.81098e-06
1.73182e-01 2.89063e-03 -1.17773e-03 -4.52793e-06
1.91412e-01 3.19542e-03 -1.17773e-03 -5.35347e-06
2.09642e-01 3.50042e-03 -1.17773e-03 -6.31020e-06
2.27872e-01 3.80571e-03 -1.17774e-03 -7.43177e-06
2.46101e-01 4.11139e-03 -1.17773e-03 -8.74272e-06
2.64331e-01 4.41760e-03 -1.17775e-03 -1.03400e-05
2.82561e-01 4.72454e-03 -1.17771e-03 -1.21289e-05
3.00790e-01 5.03263e-03 -1.17786e-03 -1.47619e-05
3.19020e-01 5.34191e-03 -1.17739e-03 -1.64225e-05
3.37250e-01 5.65505e-03 -1.17893e-03 -2.40065e-05
3.55480e-01 5.96415e-03 -1.17391e-03 -1.41836e-05
3.73542e-01 6.30703e-03 -1.17954e-03 -5.63186e-05
3.90466e-01 6.59389e-03 -1.17703e-03 -5.51877e-05
4.05551e-01 6.86434e-03 -1.17794e-03 -6.57289e-05
4.18998e-01 7.10559e-03 -1.17766e-03 -7.42088e-05
4.30985e-01 7.32499e-03 -1.17776e-03 -8.41501e-05
4.41671e-01 7.52386e-03 -1.17773e-03 -9.46205e-05
4.51195e-01 7.70494e-03 -1.17774e-03 -1.05857e-04
4.59686e-01 7.87022e-03 -1.17773e-03 -1.17805e-04
4.67254e-01 8.02165e-03 -1.17774e-03 -1.30506e-04
4.74001e-01 8.16103e-03 -1.17774e-03 -1.44027e-04
4.80015e-01 8.29025e-03 -1.17774e-03 -1.58561e-04
4.85375e-01 8.41145e-03 -1.17775e-03 -1.74538e-04
4.90154e-01 8.52754e-03 -1.17777e-03 -1.92759e-04
4.94413e-01 8.64182e-03 -1.17769e-03 -2.14580e-04
4.98210e-01 8.75977e-03 -1.17787e-03 -2.41466e-04
