#           y      vel_x       p_xy        q_x
1.14594e-02 1.50000e-04 -2.66843e-03 -3.06658e-06
3.43783e-02 4.50104e-04 -2.66843e-03 -9.22489e-06
5.72972e-02 7.50565e-04 -2.66843e-03 -1.54778e-05
8.02161e-02 1.05156e-03 -2.66844e-03 -2.18488e-05
1.03135e-01 1.35354e-03 -2.66840e-03 -2.85188e-05
1.26054e-01 1.65616e-03 -2.66852e-03 -3.51656e-05
1.48973e-01 1.96173e-03 -2.66819e-03 -4.31544e-05
1.71892e-01 2.26438e-03 -2.66907e-03 -4.82683e-05
1.94811e-01 2.58386e-03 -2.66655e-03 -6.48449e-05
2.17730e-01 2.85871e-03 -2.67220e-03 -4.51182e-05
2.41602e-01 3.28117e-03 -2.68358e-03 -1.83951e-04
2.65553e-01 3.56373e-03 -2.66323e-03 -1.74528e-04
2.87820e-01 3.88266e-03 -2.67005e-03 -1.94223e-04
3.08519e-01 4.16641e-03 -2.66790e-03 -2.06446e-04
3.27762e-01 4.43865e-03 -2.66859e-03 -2.21692e-04
3.45651e-01 4.69361e-03 -2.66837e-03 -2.36898e-04
3.62281e-01 4.93457e-03 -2.66844e-03 -2.52931e-04
3.77742e-01 5.16196e-03 -2.66842e-03 -2.69535e-04
3.92114e-01 5.37703e-03 -2.66843e-03 -2.86785e-04
4.05475e-01 5.58068e-03 -2.66843e-03 -3.04675e-04
4.17896e-01 5.77390e-03 -2.66843e-03 -3.23249e-04
4.29442e-01 5.95766e-03 -2.66843e-03 -3.42579e-04
4.40177e-01 6.13299e-03 -2.66843e-03 -3.62797e-04
4.50156e-01 6.30105e-03 -2.66843e-03 -3.84121e-04
4.59433e-01 6.46316e-03 -2.66844e-03 -4.06882e-04
4.68057e-01 6.62091e-03 -2.66844e-03 -4.31558e-04
4.76074e-01 6.77615e-03 -2.66844e-03 -4.58813e-04
4.83527e-01 6.93122e-03 -2.66847e-03 -4.89454e-04
4.90456e-01 7.08818e-03 -2.66833e-03 -5.24578e-04
4.96897e-01 7.25077e-03 -2.66869e-03 -5.64812e-04
