#           y      vel_x       p_xy        q_x
9.96115e-03 1.87788e-04 -3.99956e-04 -8.62758e-11
2.98834e-02 5.63363e-04 -3.99956e-04 -2.66553e-10
4.98057e-02 9.38938e-04 -3.99956e-04 -4.72001e-10
6.97280e-02 1.31451e-03 -3.99956e-04 -7.26585e-10
8.96503e-02 1.69009e-03 -3.99956e-04 -1.06701e-09
1.09573e-01 2.06567e-03 -3.99956e-04 -1.55230e-09
1.29495e-01 2.44124e-03 -3.99956e-04 -2.27938e-09
1.49417e-01 2.81682e-03 -3.99956e-04 -3.40874e-09
1.69339e-01 3.19240e-03 -3.99956e-04 -5.20817e-09
1.89262e-01 3.56798e-03 -3.99956e-04 -8.12482e-09
2.09184e-01 3.94356e-03 -3.99956e-04 -1.29161e-08
2.29106e-01 4.31915e-03 -3.99956e-04 -2.08446e-08
2.49029e-01 4.69474e-03 -3.99956e-04 -3.41320e-08
2.68951e-01 5.07035e-03 -3.99956e-04 -5.62799e-08
2.88873e-01 5.44598e-03 -3.99957e-04 -9.44813e-08
3.08796e-01 5.82164e-03 -3.99956e-04 -1.56575e-07
3.28718e-01 6.19737e-03 -3.99965e-04 -2.76156e-07
3.48640e-01 6.57322e-03 -3.99952e-04 -4.38396e-07
3.68562e-01 6.94943e-03 -4.00029e-04 -9.59797e-07
3.88485e-01 7.32619e-03 -3.99887e-04 -1.02822e-06
4.08883e-01 7.71662e-03 -4.00134e-04 -5.44994e-06
4.27785e-01 8.07700e-03 -3.99982e-04 -6.95433e-06
4.43117e-01 8.37210e-03 -3.99968e-04 -1.00779e-05
4.55554e-01 8.61403e-03 -3.99962e-04 -1.37919e-05
4.65641e-01 8.81329e-03 -3.99959e-04 -1.83457e-05
4.73824e-01 8.97821e-03 -3.99957e-04 -2.36863e-05
4.80461e-01 9.11560e-03 -3.99957e-04 -2.98224e-05
4.85844e-01 9.23094e-03 -3.99956e-04 -3.67537e-05
4.90211e-01 9.32876e-03 -3.99964e-04 -4.45126e-05
4.93753e-01 9.41316e-03 -3.99969e-04 -5.33079e-05
4.96626e-01 9.48830e-03 -3.99963e-04 -6.39027e-05
4.98956e-01 9.56089e-03 -3.99981e-04 -7.78832e-05
