#           y      vel_x       p_xy        q_x
1.14594e-02 1.46964e-04 -3.77584e-03 -1.35497e-06
3.43783e-02 4.40895e-04 -3.77584e-03 -4.06716e-06
5.72972e-02 7.34855e-04 -3.77584e-03 -6.79232e-06
8.02161e-02 1.02882e-03 -3.77585e-03 -9.52470e-06
1.03135e-01 1.32292e-03 -3.77581e-03 -1.23127e-05
1.26054e-01 1.61683e-03 -3.77592e-03 -1.50228e-05
1.48973e-01 1.91156e-03 -3.77560e-03 -1.81364e-05
1.71892e-01 2.20409e-03 -3.77645e-03 -2.00458e-05
1.94811e-01 2.50337e-03 -3.77392e-03 -2.62348e-05
2.17730e-01 2.78152e-03 -3.77890e-03 -1.79066e-05
2.41602e-01 3.26106e-03 -3.80817e-03 -1.73041e-04
2.65553e-01 3.53669e-03 -3.76644e-03 -1.63513e-04
2.87820e-01 3.86280e-03 -3.77899e-03 -1.84665e-04
3.08519e-01 4.14765e-03 -3.77487e-03 -1.97494e-04
3.27762e-01 4.42207e-03 -3.77615e-03 -2.13396e-04
3.45651e-01 4.67843e-03 -3.77574e-03 -2.29110e-04
3.62281e-01 4.92072e-03 -3.77587e-03 -2.45596e-04
3.77742e-01 5.14922e-03 -3.77583e-03 -2.62589e-04
3.92114e-01 5.36526e-03 -3.77584e-03 -2.80184e-04
4.05475e-01 5.56977e-03 -3.77584e-03 -2.98380e-04
4.17896e-01 5.76376e-03 -3.77584e-03 -3.17227e-04
4.29442e-01 5.94821e-03 -3.77584e-03 -3.36804e-04
4.40177e-01 6.12417e-03 -3.77585e-03 -3.57247e-04
4.50156e-01 6.29280e-03 -3.77585e-03 -3.78777e-04
4.59433e-01 6.45543e-03 -3.77585e-03 -4.01731e-04
4.68057e-01 6.61367e-03 -3.77586e-03 -4.26586e-04
4.76074e-01 6.76937e-03 -3.77585e-03 -4.54012e-04
4.83527e-01 6.92487e-03 -3.77590e-03 -4.84820e-04
4.90456e-01 7.08225e-03 -3.77570e-03 -5.20109e-04
4.96897e-01 7.24525e-03 -3.77621e-03 -5.60508e-04
