#           y      vel_x       p_xy        q_x
1.14594e-02 1.52096e-04 -3.73849e-03 -4.65930e-06
3.43783e-02 4.56359e-04 -3.73849e-03 -1.40139e-05
5.72972e-02 7.60840e-04 -3.73849e-03 -2.34771e-05
8.02161e-02 1.06569e-03 -3.73849e-03 -3.31242e-05
1.03135e-01 1.37106e-03 -3.73849e-03 -4.30342e-05
1.26054e-01 1.67713e-03 -3.73850e-03 -5.32923e-05
1.48973e-01 1.98409e-03 -3.73850e-03 -6.39923e-05
1.71892e-01 2.29213e-03 -3.73850e-03 -7.52388e-05
1.94811e-01 2.60152e-03 -3.73850e-03 -8.71519e-05
2.17730e-01 2.91251e-03 -3.73851e-03 -9.98749e-05
2.41602e-01 3.23852e-03 -3.73851e-03 -1.14161e-04
2.65553e-01 3.56811e-03 -3.73849e-03 -1.29738e-04
2.87820e-01 3.87733e-03 -3.73849e-03 -1.45636e-04
3.08519e-01 4.16770e-03 -3.73849e-03 -1.61868e-04
3.27762e-01 4.44067e-03 -3.73849e-03 -1.78478e-04
3.45651e-01 4.69759e-03 -3.73849e-03 -1.95493e-04
3.62281e-01 4.93968e-03 -3.73849e-03 -2.12939e-04
3.77742e-01 5.16811e-03 -3.73849e-03 -2.30841e-04
3.92114e-01 5.38394e-03 -3.73849e-03 -2.49223e-04
4.05475e-01 5.58821e-03 -3.73849e-03 -2.68120e-04
4.17896e-01 5.78189e-03 -3.73849e-03 -2.87586e-04
4.29442e-01 5.96600e-03 -3.73849e-03 -3.07708e-04
4.40177e-01 6.14159e-03 -3.73849e-03 -3.28630e-04
4.50156e-01 6.30981e-03 -3.73850e-03 -3.50577e-04
4.59433e-01 6.47202e-03 -3.73850e-03 -3.73891e-04
4.68057e-01 6.62980e-03 -3.73851e-03 -3.99052e-04
4.76074e-01 6.78501e-03 -3.73850e-03 -4.26731e-04
4.83527e-01 6.93998e-03 -3.73855e-03 -4.57738e-04
4.90456e-01 7.09679e-03 -3.73834e-03 -4.93170e-04
4.96897e-01 7.25917e-03 -3.73886e-03 -5.33657e-04
