#           y      vel_x       p_xy        q_x
9.11486e-03 1.51996e-04 -1.66464e-03 -2.31773e-07
2.73446e-02 4.55992e-04 -1.66464e-03 -6.98735e-07
4.55743e-02 7.60000e-04 -1.66464e-03 -1.17600e-06
6.38040e-02 1.06403e-03 -1.66464e-03 -1.67061e-06
8.20338e-02 1.36809e-03 -1.66464e-03 -2.18985e-06
1.00263e-01 1.67219e-03 -1.66464e-03 -2.74139e-06
1.18493e-01 1.97633e-03 -1.66464e-03 -3.33336e-06
1.36723e-01 2.28054e-03 -1.66464e-03 -3.97448e-06
1.54953e-01 2.58481e-03 -1.66464e-03 -4.67426e-06
1.73182e-01 2.88917e-03 -1.66464e-03 -5.44291e-06
1.91412e-01 3.19363e-03 -1.66464e-03 -6.29217e-06
2.09642e-01 3.49820e-03 -1.66464e-03 -7.23317e-06
2.27872e-01 3.80289e-03 -1.66464e-03 -8.28472e-06
2.46101e-01 4.10774e-03 -1.66463e-03 -9.44539e-06
2.64331e-01 4.41274e-03 -1.66466e-03 -1.07907e-05
2.82561e-01 4.71797e-03 -1.66458e-03 -1.21396e-05
3.00790e-01 5.02330e-03 -1.66485e-03 -1.42023e-05
3.19020e-01 5.32925e-03 -1.66393e-03 -1.46309e-05
3.37250e-01 5.63426e-03 -1.66704e-03 -2.15901e-05
3.55480e-01 5.94340e-03 -1.65649e-03 -7.00643e-06
3.73542e-01 6.30306e-03 -1.66862e-03 -5.31978e-05
3.90466e-01 6.58956e-03 -1.66353e-03 -5.18552e-05
4.05551e-01 6.86177e-03 -1.66502e-03 -6.30734e-05
4.18998e-01 7.10352e-03 -1.66452e-03 -7.18280e-05
4.30985e-01 7.32344e-03 -1.66468e-03 -8.20304e-05
4.41671e-01 7.52265e-03 -1.66463e-03 -9.26870e-05
4.51195e-01 7.70398e-03 -1.66464e-03 -1.04074e-04
4.59686e-01 7.86946e-03 -1.66464e-03 -1.16143e-04
4.67254e-01 8.02104e-03 -1.66464e-03 -1.28941e-04
4.74001e-01 8.16055e-03 -1.66465e-03 -1.42544e-04
4.80015e-01 8.28986e-03 -1.66465e-03 -1.57145e-04
4.85375e-01 8.41113e-03 -1.66466e-03 -1.73179e-04
4.90154e-01 8.52729e-03 -1.66469e-03 -1.91449e-04
4.94413e-01 8.64162e-03 -1.66458e-03 -2.13312e-04
4.98210e-01 8.75962e-03 -1.66483e-03 -2.40234e-04
