#          y     vel_x      p_xy       q_x
9.1149e-03 1.5980e-04 -1.7532e-03 -1.5980e-04
2.7345e-02 4.7939e-04 -1.7532e-03 -4.7939e-04
4.5574e-02 7.9899e-04 -1.7532e-03 -7.9899e-04
6.3804e-02 1.1186e-03 -1.7532e-03 -1.1186e-03
8.2034e-02 1.4382e-03 -1.7532e-03 -1.4382e-03
1.0026e-01 1.7578e-03 -1.7532e-03 -1.7578e-03
1.1849e-01 2.0774e-03 -1.7532e-03 -2.0774e-03
1.3672e-01 2.3970e-03 -1.7532e-03 -2.3969e-03
1.5495e-01 2.7166e-03 -1.7532e-03 -2.7165e-03
1.7318e-01 3.0361e-03 -1.7532e-03 -3.0361e-03
1.9141e-01 3.3557e-03 -1.7531e-03 -3.3557e-03
2.0964e-01 3.6753e-03 -1.7531e-03 -3.6752e-03
2.2787e-01 3.9949e-03 -1.7531e-03 -3.9948e-03
2.4610e-01 4.3145e-03 -1.7531e-03 -4.3143e-03
2.6433e-01 4.6341e-03 -1.7531e-03 -4.6339e-03
2.8256e-01 4.9537e-03 -1.7531e-03 -4.9534e-03
3.0079e-01 5.2733e-03 -1.7531e-03 -5.2730e-03
3.1902e-01 5.5928e-03 -1.7531e-03 -5.5925e-03
3.3725e-01 5.9124e-03 -1.7531e-03 -5.9120e-03
3.5548e-01 6.2320e-03 -1.7531e-03 -6.2315e-03
3.7133e-01 6.5099e-03 -1.7531e-03 -6.5093e-03
3.8426e-01 6.7365e-03 -1.7531e-03 -6.7359e-03
3.9613e-01 6.9447e-03 -1.7531e-03 -6.9440e-03
4.0705e-01 7.1360e-03 -1.7531e-03 -7.1352e-03
4.1707e-01 7.3117e-03 -1.7530e-03 -7.3109e-03
4.2628e-01 7.4732e-03 -1.7530e-03 -7.4724e-03
4.3475e-01 7.6216e-03 -1.7530e-03 -7.6207e-03
4.4252e-01 7.7579e-03 -1.7530e-03 -7.7569e-03
4.4966e-01 7.8831e-03 -1.7530e-03 -7.8821e-03
4.5623e-01 7.9982e-03 -1.7530e-03 -7.9972e-03
4.6226e-01 8.1039e-03 -1.7530e-03 -8.1028e-03
4.6780e-01 8.2010e-03 -1.7530e-03 -8.1999e-03
4.7289e-01 8.2903e-03 -1.7530e-03 -8.2891e-03
4.7757e-01 8.3723e-03 -1.7530e-03 -8.3711e-03
4.8187e-01 8.4476e-03 -1.7530e-03 -8.4464e-03
4.8582e-01 8.5168e-03 -1.7530e-03 -8.5156e-03
4.8944e-01 8.5804e-03 -1.7529e-03 -8.5791e-03
4.9278e-01 8.6386e-03 -1.7527e-03 -8.6374e-03
4.9584e-01 8.6916e-03 -1.7517e-03 -8.6903e-03
4.9865e-01 8.7385e-03 -1.7484e-03 -8.7372e-03
