#           y      vel_x       p_xy        q_x
9.96115e-03 1.87786e-04 -5.65635e-04 -1.43546e-10
2.98834e-02 5.63358e-04 -5.65635e-04 -4.38383e-10
4.98057e-02 9.38929e-04 -5.65635e-04 -7.58463e-10
6.97280e-02 1.31450e-03 -5.65635e-04 -1.12781e-09
8.96503e-02 1.69007e-03 -5.65635e-04 -1.58321e-09
1.09573e-01 2.06565e-03 -5.65635e-04 -2.18385e-09
1.29495e-01 2.44122e-03 -5.65635e-04 -3.02685e-09
1.49417e-01 2.81679e-03 -5.65635e-04 -4.27306e-09
1.69339e-01 3.19237e-03 -5.65635e-04 -6.19084e-09
1.89262e-01 3.56795e-03 -5.65635e-04 -9.22826e-09
2.09184e-01 3.94353e-03 -5.65635e-04 -1.41443e-08
2.29106e-01 4.31912e-03 -5.65635e-04 -2.22039e-08
2.49029e-01 4.69471e-03 -5.65635e-04 -3.56329e-08
2.68951e-01 5.07032e-03 -5.65635e-04 -5.79403e-08
2.88873e-01 5.44594e-03 -5.65637e-04 -9.63290e-08
3.08796e-01 5.82161e-03 -5.65635e-04 -1.58663e-07
3.28718e-01 6.19733e-03 -5.65648e-04 -2.78543e-07
3.48640e-01 6.57319e-03 -5.65629e-04 -4.41308e-07
3.68562e-01 6.94939e-03 -5.65738e-04 -9.63095e-07
3.88485e-01 7.32616e-03 -5.65537e-04 -1.03454e-06
4.08883e-01 7.71660e-03 -5.65887e-04 -5.44888e-06
4.27785e-01 8.07698e-03 -5.65672e-04 -6.95657e-06
4.43117e-01 8.37208e-03 -5.65652e-04 -1.00806e-05
4.55554e-01 8.61401e-03 -5.65644e-04 -1.37951e-05
4.65641e-01 8.81327e-03 -5.65640e-04 -1.83491e-05
4.73824e-01 8.97820e-03 -5.65637e-04 -2.36899e-05
4.80461e-01 9.11559e-03 -5.65637e-04 -2.98262e-05
4.85844e-01 9.23094e-03 -5.65635e-04 -3.67577e-05
4.90211e-01 9.32875e-03 -5.65647e-04 -4.45168e-05
4.93753e-01 9.41316e-03 -5.65654e-04 -5.33123e-05
4.96626e-01 9.48829e-03 -5.65646e-04 -6.39073e-05
4.98956e-01 9.56089e-03 -5.65670e-04 -7.78883e-05
