#          y     vel_x      p_xy       q_x
9.1149e-03 1.5310e-04 -1.6797e-03 -1.5310e-04
2.7345e-02 4.5929e-04 -1.6797e-03 -4.5929e-04
4.5574e-02 7.6548e-04 -1.6797e-03 -7.6548e-04
6.3804e-02 1.0717e-03 -1.6797e-03 -1.0717e-03
8.2034e-02 1.3779e-03 -1.6797e-03 -1.3779e-03
1.0026e-01 1.6840e-03 -1.6796e-03 -1.6840e-03
1.1849e-01 1.9902e-03 -1.6796e-03 -1.9902e-03
1.3672e-01 2.2964e-03 -1.6796e-03 -2.2964e-03
1.5495e-01 2.6026e-03 -1.6796e-03 -2.6026e-03
1.7318e-01 2.9088e-03 -1.6796e-03 -2.9087e-03
1.9141e-01 3.2149e-03 -1.6795e-03 -3.2149e-03
2.0964e-01 3.5211e-03 -1.6795e-03 -3.5210e-03
2.2787e-01 3.8273e-03 -1.6795e-03 -3.8272e-03
2.4610e-01 4.1334e-03 -1.6795e-03 -4.1333e-03
2.6433e-01 4.4396e-03 -1.6794e-03 -4.4394e-03
2.8256e-01 4.7457e-03 -1.6794e-03 -4.7455e-03
3.0079e-01 5.0519e-03 -1.6794e-03 -5.0516e-03
3.1902e-01 5.3580e-03 -1.6795e-03 -5.3577e-03
3.3725e-01 5.6646e-03 -1.6790e-03 -5.6643e-03
3.5548e-01 5.9692e-03 -1.6823e-03 -5.9688e-03
3.7133e-01 6.2464e-03 -1.6720e-03 -5.0464e-05
3.8426e-01 6.4713e-03 -1.6792e-03 -4.8287e-05
3.9613e-01 6.6838e-03 -1.6786e-03 -5.6980e-05
4.0705e-01 6.8812e-03 -1.6791e-03 -6.3752e-05
4.1707e-01 7.0651e-03 -1.6790e-03 -7.1647e-05
4.2628e-01 7.2365e-03 -1.6790e-03 -8.0007e-05
4.3475e-01 7.3965e-03 -1.6789e-03 -8.9029e-05
4.4252e-01 7.5463e-03 -1.6789e-03 -9.8680e-05
4.4966e-01 7.6868e-03 -1.6789e-03 -1.0896e-04
4.5623e-01 7.8186e-03 -1.6788e-03 -1.1983e-04
4.6226e-01 7.9426e-03 -1.6788e-03 -1.3125e-04
4.6780e-01 8.0594e-03 -1.6787e-03 -1.4317e-04
4.7289e-01 8.1695e-03 -1.6787e-03 -1.5550e-04
4.7757e-01 8.2733e-03 -1.6786e-03 -1.6817e-04
4.8187e-01 8.3712e-03 -1.6786e-03 -1.8110e-04
4.8582e-01 8.4635e-03 -1.6785e-03 -1.9420e-04
4.8944e-01 8.5506e-03 -1.6784e-03 -2.0736e-04
4.9278e-01 8.6326e-03 -1.6782e-03 -2.2047e-04
4.9584e-01 8.7089e-03 -1.6772e-03 -2.3330e-04
4.9865e-01 8.7776e-03 -1.6741e-03 -2.4499e-04
