#          y     vel_x      p_xy       q_x
9.1149e-03 1.5232e-04 -1.6662e-03 -2.9419e-07
2.7345e-02 4.5696e-04 -1.6662e-03 -8.9536e-07
4.5574e-02 7.6166e-04 -1.6662e-03 -1.5264e-06
6.3804e-02 1.0664e-03 -1.6663e-03 -2.2125e-06
8.2034e-02 1.3713e-03 -1.6663e-03 -2.9769e-06
1.0026e-01 1.6764e-03 -1.6663e-03 -3.8490e-06
1.1849e-01 1.9817e-03 -1.6663e-03 -4.8589e-06
1.3672e-01 2.2873e-03 -1.6663e-03 -6.0458e-06
1.5495e-01 2.5932e-03 -1.6663e-03 -7.4497e-06
1.7318e-01 2.8995e-03 -1.6664e-03 -9.1240e-06
1.9141e-01 3.2063e-03 -1.6664e-03 -1.1125e-05
2.0964e-01 3.5137e-03 -1.6665e-03 -1.3529e-05
2.2787e-01 3.8219e-03 -1.6665e-03 -1.6418e-05
2.4610e-01 4.1310e-03 -1.6666e-03 -1.9901e-05
2.6433e-01 4.4412e-03 -1.6667e-03 -2.4098e-05
2.8256e-01 4.7528e-03 -1.6668e-03 -2.9165e-05
3.0079e-01 5.0659e-03 -1.6669e-03 -3.5275e-05
3.1902e-01 5.3810e-03 -1.6670e-03 -4.2652e-05
3.3725e-01 5.6984e-03 -1.6671e-03 -5.1531e-05
3.5548e-01 6.0185e-03 -1.6671e-03 -6.2196e-05
3.7133e-01 6.2993e-03 -1.6668e-03 -7.3218e-05
3.8426e-01 6.5305e-03 -1.6668e-03 -8.3665e-05
3.9613e-01 6.7449e-03 -1.6667e-03 -9.4548e-05
4.0705e-01 6.9438e-03 -1.6667e-03 -1.0581e-04
4.1707e-01 7.1283e-03 -1.6666e-03 -1.1731e-04
4.2628e-01 7.2994e-03 -1.6665e-03 -1.2899e-04
4.3475e-01 7.4582e-03 -1.6665e-03 -1.4073e-04
4.4252e-01 7.6055e-03 -1.6664e-03 -1.5248e-04
4.4966e-01 7.7422e-03 -1.6664e-03 -1.6411e-04
4.5623e-01 7.8689e-03 -1.6663e-03 -1.7559e-04
4.6226e-01 7.9864e-03 -1.6662e-03 -1.8685e-04
4.6780e-01 8.0953e-03 -1.6661e-03 -1.9783e-04
4.7289e-01 8.1963e-03 -1.6661e-03 -2.0845e-04
4.7757e-01 8.2897e-03 -1.6660e-03 -2.1879e-04
4.8187e-01 8.3763e-03 -1.6660e-03 -2.2864e-04
4.8582e-01 8.4565e-03 -1.6660e-03 -2.3811e-04
4.8944e-01 8.5306e-03 -1.6659e-03 -2.4722e-04
4.9278e-01 8.5991e-03 -1.6658e-03 -2.5586e-04
4.9584e-01 8.6624e-03 -1.6656e-03 -2.6395e-04
4.9865e-01 8.7199e-03 -1.6643e-03 -2.7190e-04
