#           y      vel_x       p_xy        q_x
1.14594e-02 1.46734e-04 -3.77361e-03 -2.16660e-06
3.43783e-02 4.40204e-04 -3.77361e-03 -6.50355e-06
5.72972e-02 7.33703e-04 -3.77361e-03 -1.08622e-05
8.02161e-02 1.02721e-03 -3.77362e-03 -1.52329e-05
1.03135e-01 1.32084e-03 -3.77358e-03 -1.96970e-05
1.26054e-01 1.61430e-03 -3.77368e-03 -2.40292e-05
1.48973e-01 1.90853e-03 -3.77340e-03 -2.90421e-05
1.71892e-01 2.20072e-03 -3.77412e-03 -3.20216e-05
1.94811e-01 2.49915e-03 -3.77201e-03 -4.22290e-05
2.17730e-01 2.77800e-03 -3.77568e-03 -2.79616e-05
2.41602e-01 3.26464e-03 -3.80751e-03 -1.74766e-04
2.65553e-01 3.53921e-03 -3.76398e-03 -1.66593e-04
2.87820e-01 3.86576e-03 -3.77688e-03 -1.86660e-04
3.08519e-01 4.15042e-03 -3.77262e-03 -1.99351e-04
3.27762e-01 4.42478e-03 -3.77393e-03 -2.14966e-04
3.45651e-01 4.68104e-03 -3.77351e-03 -2.30507e-04
3.62281e-01 4.92324e-03 -3.77364e-03 -2.46837e-04
3.77742e-01 5.15165e-03 -3.77360e-03 -2.63705e-04
3.92114e-01 5.36760e-03 -3.77361e-03 -2.81192e-04
4.05475e-01 5.57202e-03 -3.77361e-03 -2.99296e-04
4.17896e-01 5.76593e-03 -3.77361e-03 -3.18063e-04
4.29442e-01 5.95029e-03 -3.77361e-03 -3.37570e-04
4.40177e-01 6.12617e-03 -3.77362e-03 -3.57951e-04
4.50156e-01 6.29472e-03 -3.77362e-03 -3.79424e-04
4.59433e-01 6.45727e-03 -3.77362e-03 -4.02326e-04
4.68057e-01 6.61543e-03 -3.77363e-03 -4.27133e-04
4.76074e-01 6.77106e-03 -3.77362e-03 -4.54514e-04
4.83527e-01 6.92648e-03 -3.77367e-03 -4.85278e-04
4.90456e-01 7.08378e-03 -3.77347e-03 -5.20524e-04
4.96897e-01 7.24670e-03 -3.77398e-03 -5.60880e-04
